NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals,TOPSIS_Score_Sum,Host,Sport_topsis_score,Unnamed: 10,Unnamed: 11,Historical_Bronze,Historical_Gold,Historical_No_Medal,Historical_Silver
UKR,Badminton,0,0,1,0,0,0.001125348,0,0.01492007,,,0,0,21,0
UKR,Boxing,0,1,2,0,1,0.08726618,0,0.38591724,,,7,5,35,4
UKR,Breaking,0,0,3,0,0,0.0,0,0.0,,,0,0,3,0
UKR,Canoe Slalom,0,0,3,0,0,0.001125348,0,0.019465244,,,0,0,5,0
UKR,Canoe Sprint,0,0,10,2,2,0.215908395,0,0.191701201,,,1,0,25,4
UKR,Cycling Mountain Bike,0,0,2,0,0,0.0,0,0.0,,,0,0,3,0
UKR,Cycling Road,0,0,3,0,0,0.0,0,0.009156695,,,0,0,5,0
UKR,Diving,0,0,11,0,0,0.001125348,0,0.081394307,,,4,0,77,0
UKR,Fencing,1,4,9,0,5,0.086727168,0,0.389372357,,,5,9,96,4
UKR,Football,0,0,18,0,0,0.0,0,0.0,,,0,0,18,0
UKR,Judo,0,0,5,0,0,0.082231774,0,0.074772484,,,3,0,52,1
UKR,Modern Pentathlon,0,0,3,0,0,0.086203533,0,0.082662063,,,1,0,17,1
UKR,Rhythmic Gymnastics,0,0,6,0,0,0.0,0,0.127393982,,,4,1,42,0
UKR,Rowing,0,0,6,0,0,0.0,0,0.252260844,,,4,4,77,4
UKR,Shooting,0,0,10,1,1,0.418383744,0,0.222763292,,,4,4,110,3
UKR,Sport Climbing,0,0,2,0,0,0.0,0,0.0,,,0,0,2,0
UKR,Swimming,0,0,7,0,0,0.130875515,0,0.211438553,,,2,4,212,3
UKR,Table Tennis,0,0,3,0,0,0.002248224,0,0.009296528,,,0,0,16,0
UKR,Tennis,0,0,7,0,0,0.082297817,0,0.030519855,,,1,0,35,0
UKR,Weightlifting,0,0,1,0,0,0.001125348,0,0.229660059,,,3,3,44,2
UKR,Wrestling,1,0,6,2,3,0.372556335,0,0.346784559,,,9,4,86,9
URU,Athletics,0,0,3,0,0,0.0,0,0.024527018,,,0,0,57,0
URU,Canoe Sprint,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
URU,Cycling Road,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
URU,Judo,0,0,1,0,0,0.0,0,0.004476414,,,0,0,8,0
URU,Rowing,0,0,1,0,0,0.0,0,0.359968906,,,5,0,41,1
URU,Rugby Sevens,0,0,14,0,0,0.0,0,0.0,,,0,0,14,0
URU,Sailing,0,0,3,0,0,0.0,0,0.020010476,,,0,0,38,0
URU,Swimming,0,0,2,0,0,0.0,0,0.031694095,,,0,0,73,0
URU,Taekwondo,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
USA,3x3 Basketball,4,0,4,0,4,0.322327828,0,0.111085244,,,4,4,4,0
USA,Archery,2,0,6,1,3,0.284719206,0,0.064948604,,,18,22,138,20
USA,Artistic Gymnastics,9,7,59,1,17,0.653611652,0,0.038066901,,,11,9,117,6
USA,Artistic Swimming,0,0,2,9,9,0.0,0,0.134492033,,,0,0,4,9
USA,Athletics,9,33,96,16,58,5.071739383,0,0.731769839,,,244,596,2335,350
USA,Badminton,0,0,8,0,0,0.002248224,0,0.005123719,,,0,0,45,0
USA,Basketball,0,24,0,0,24,2.955470981,0,0.313882361,,,36,329,0,24
USA,Beach Volleyball,0,0,8,0,0,0.244619478,0,0.054475855,,,4,14,46,4
USA,Boxing,1,0,7,0,1,0.338403574,0,0.109605934,,,41,50,155,27
USA,Breaking,1,0,3,0,1,0.0,0,0.0,,,1,0,3,0
USA,Canoe Slalom,1,0,4,0,1,0.001125348,0,0.029887263,,,1,0,8,0
USA,Canoe Sprint,0,0,4,1,1,0.080581957,0,0.051628451,,,0,1,4,1
USA,Cycling BMX Freestyle,0,0,3,1,1,0.086140832,0,0.057513417,,,0,0,6,2
USA,Cycling BMX Racing,0,0,7,0,0,0.0,0,0.013419752,,,0,0,12,0
USA,Cycling Mountain Bike,0,0,3,1,1,0.0,0,0.027429134,,,0,0,7,1
USA,Cycling Road,0,0,5,0,0,0.003376044,0,0.003436129,,,0,0,15,0
USA,"Cycling Road, Cycling Track",0,0,5,0,0,0.0,0,0.0,,,0,0,5,0
USA,"Cycling Road, Triathlon",0,0,2,0,0,0.0,0,0.0,,,0,0,2,0
USA,Cycling Track,0,5,4,0,5,0.243358928,0,0.072360993,,,5,6,15,0
USA,Diving,0,0,12,2,2,0.504428243,0,0.132376947,,,47,48,159,52
USA,Equestrian,0,0,18,4,4,0.605296636,0,0.054574466,,,0,0,33,11
USA,Fencing,1,5,28,1,7,1.144706427,0,0.113090647,,,52,10,686,19
USA,Football,0,20,19,0,20,1.865803374,0,0.121238149,,,34,86,218,24
USA,Golf,0,1,6,0,1,0.162289262,0,0.065927186,,,14,15,90,12
USA,Hockey,0,0,16,0,0,0.0,0,0.0,,,30,0,168,0
USA,Judo,0,0,4,0,0,0.002250696,0,0.027813111,,,8,2,99,4
USA,Marathon Swimming,0,0,2,0,0,0.0,0,0.006739546,,,0,0,5,0
USA,"Marathon Swimming, Swimming",0,0,3,0,0,0.0,0,0.0,,,0,0,3,0
USA,Modern Pentathlon,0,0,1,0,0,0.0,0,0.03594569,,,5,0,84,12
USA,Rhythmic Gymnastics,0,0,1,0,0,0.001125348,0,0.004654262,,,0,0,29,0
USA,Rowing,9,4,29,0,13,0.411416622,0,0.285644667,,,97,190,519,101
USA,Rugby Sevens,12,0,14,0,12,0.007877436,0,0.046396769,,,12,0,65,0
USA,Sailing,2,0,11,0,2,0.005624268,0,0.121963031,,,37,60,180,45
USA,Shooting,1,1,24,4,6,0.819352819,0,0.163276488,,,43,121,504,43
USA,Skateboarding,1,0,9,2,3,0.159962156,0,0.042759564,,,3,0,19,2
USA,Sport Climbing,1,0,6,1,2,0.086140832,0,0.044624808,,,1,0,9,2
USA,Surfing,0,1,4,0,1,0.080581957,0,0.049944519,,,0,2,7,0
USA,Swimming,7,27,42,35,69,5.725760305,0,0.709978861,,,197,698,648,311
USA,Table Tennis,0,0,6,0,0,0.011221392,0,0.009498375,,,0,0,85,0
USA,Taekwondo,1,0,3,0,1,0.080581957,0,0.074806981,,,6,3,13,2
USA,Tennis,2,0,14,2,4,0.171355862,0,0.067706001,,,20,34,169,12
USA,Trampoline Gymnastics,0,0,2,0,0,0.0,0,0.007610895,,,0,0,4,0
USA,Triathlon,0,0,4,0,0,0.467604567,0,0.030876594,,,2,1,35,5
USA,Volleyball,13,0,0,13,26,1.52454524,0,0.144541053,,,61,48,155,49
USA,Water Polo,13,0,13,0,13,1.895615225,0,0.156830715,,,59,45,193,72
USA,Weightlifting,1,1,3,0,2,0.16612191,0,0.054098453,,,12,17,120,17
USA,Wrestling,3,2,9,2,7,0.733951847,0,0.121668878,,,41,57,270,46
UZB,Archery,0,0,4,0,0,0.0,0,0.0,,,0,0,4,0
UZB,Artistic Gymnastics,0,0,18,0,0,0.006715091,0,0.035252098,,,0,0,26,0
UZB,Athletics,0,0,4,0,0,0.003368633,0,0.069879273,,,0,0,105,0
UZB,Boxing,0,5,6,0,5,0.080581957,0,0.780453765,,,8,10,52,2
UZB,Canoe Sprint,0,0,3,0,0,0.002250696,0,0.025503334,,,0,0,7,0
UZB,Cycling Road,0,0,4,0,0,0.0,0,0.033272162,,,0,0,6,0
UZB,Diving,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
UZB,Fencing,0,0,1,0,0,0.0,0,0.004369689,,,0,0,7,0
UZB,Football,0,0,21,0,0,0.0,0,0.0,,,0,0,21,0
UZB,Judo,2,1,21,0,3,0.090115554,0,0.4301618,,,7,1,75,2
UZB,Modern Pentathlon,0,0,1,0,0,0.0,0,0.004085092,,,0,0,3,0
UZB,Rhythmic Gymnastics,0,0,6,0,0,0.0,0,0.06121371,,,0,0,19,0
UZB,Rowing,0,0,3,0,0,0.0,0,0.007354335,,,0,0,11,0
UZB,Swimming,0,0,3,0,0,0.0,0,0.041742166,,,0,0,61,0
UZB,Taekwondo,0,1,3,1,2,0.082832653,0,0.36023296,,,0,2,17,1
UZB,Weightlifting,0,0,2,1,1,0.080581957,0,0.27858121,,,0,2,27,1
UZB,Wrestling,1,1,5,0,2,0.161127154,0,0.599652669,,,5,5,54,3
VAN,Athletics,0,0,1,0,0,0.0,0,0.0,,,0,0,26,0
VAN,Judo,0,0,1,0,0,0.0,0,0.199915291,,,0,0,4,0
VAN,Swimming,0,0,2,0,0,0.0,0,0.0,,,0,0,2,0
VAN,Table Tennis,0,0,1,0,0,0.002248224,0,0.472194859,,,0,0,6,0
VAN,Weightlifting,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
VEN,Athletics,0,0,7,0,0,0.080581957,0,0.30678779,,,1,1,125,1
VEN,Boxing,0,0,2,0,0,0.0,0,0.421640379,,,3,1,81,2
VEN,Equestrian,0,0,2,0,0,0.0,0,0.0,,,0,0,2,0
VEN,Fencing,0,0,8,0,0,0.0,0,0.28695622,,,0,1,99,0
VEN,Judo,0,0,1,0,0,0.0,0,0.022161013,,,0,0,44,0
VEN,Shooting,0,0,2,0,0,0.001125348,0,0.087641738,,,1,0,60,0
VEN,Swimming,0,0,5,0,0,0.003376044,0,0.10340318,,,1,0,171,0
VEN,Taekwondo,0,0,1,0,0,0.0,0,0.0,,,2,0,9,0
VEN,Weightlifting,0,0,5,0,0,0.172281664,0,0.251174581,,,1,0,33,2
VEN,Wrestling,0,0,4,0,0,0.0,0,0.0,,,0,0,39,0
VIE,Archery,0,0,4,0,0,0.002250696,0,0.023021116,,,0,0,8,0
VIE,Athletics,0,0,1,0,0,0.0,0,0.042232911,,,0,0,31,0
VIE,Badminton,0,0,2,0,0,0.0,0,0.038255486,,,0,0,9,0
VIE,Boxing,0,0,2,0,0,0.0,0,0.009603731,,,0,0,6,0
VIE,Canoe Sprint,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
VIE,Cycling Road,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
VIE,Judo,0,0,1,0,0,0.0,0,0.009242829,,,0,0,5,0
VIE,Rowing,0,0,1,0,0,0.0,0,0.012666499,,,0,0,9,0
VIE,Shooting,0,0,3,0,0,0.0,0,0.821168324,,,0,1,25,1
VIE,Swimming,0,0,3,0,0,0.002250696,0,0.060199982,,,0,0,44,0
VIE,Weightlifting,0,0,1,0,0,0.0,0,0.324884394,,,0,0,11,1
VIN,Athletics,0,0,2,0,0,0.0,0,1.0,,,0,0,39,0
VIN,Swimming,0,0,2,0,0,0.0,0,0.0,,,0,0,10,0
YEM,Athletics,0,0,1,0,0,0.0,0,0.402822007,,,0,0,16,0
YEM,Judo,0,0,1,0,0,0.0,0,0.784453703,,,0,0,10,0
YEM,Shooting,0,0,1,0,0,0.0,0,0.035537481,,,0,0,2,0
YEM,Swimming,0,0,1,0,0,0.001125348,0,0.195808881,,,0,0,7,0
ZAM,Athletics,1,0,6,0,1,0.001125348,0,0.879152615,,,1,0,78,1
ZAM,Boxing,0,0,2,0,0,0.0,0,0.384745945,,,1,0,55,0
ZAM,Football,0,0,20,0,0,0.0,0,0.131444663,,,0,0,74,0
ZAM,Judo,0,0,1,0,0,0.0,0,0.038021946,,,0,0,14,0
ZAM,Swimming,0,0,2,0,0,0.0,0,0.021820082,,,0,0,18,0
ZIM,Athletics,0,0,4,0,0,0.0,0,0.051756162,,,0,0,87,0
ZIM,Rowing,0,0,1,0,0,0.0,0,0.00533487,,,0,0,9,0
ZIM,Swimming,0,0,2,0,0,0.0,0,0.596463789,,,1,2,64,4
