Name,NOC,Total_Medals,Gold_Medals,Silver_Medals,Bronze_Medals
Laura Gourley,AUS,0,0,0,0
Laura Graves,USA,1,0,0,1
Laura Guerrero,ESP,0,0,0,0
Laura Heijden,NED,0,0,0,0
Laura Heredia,ESP,0,0,0,0
Laura Herin,CUB,0,0,0,0
Laura Hernndez,MEX,0,0,0,0
Laura Hottenrott,GER,0,0,0,0
Laura Igaune,LAT,0,0,0,0
Laura Ikauniece-admidia,LAT,0,0,0,0
Laura Ilundain,ESP,0,0,0,0
Laura Kenny,GBR,2,1,1,0
Laura Koch,GER,1,0,0,1
Laura Kraut,USA,2,0,2,0
Laura Leeuwen,NED,0,0,0,0
Laura Letrari,ITA,0,0,0,0
Laura Lindemann,GER,0,0,0,0
Laura Lpez,AND,0,0,0,0
Laura Ludwig,GER,1,1,0,0
Laura Maiztegui,ARG,1,0,1,0
Laura Marino,FRA,0,0,0,0
Laura Martinez,ESP,0,0,0,0
Laura Mendez,ESP,0,0,0,0
Laura Micheli,ITA,0,0,0,0
Laura Milani,ITA,0,0,0,0
Laura Mller,GER,0,0,0,0
Laura Montala,ESP,0,0,0,0
Laura Montalvo,ARG,0,0,0,0
Laura Moya,CUB,0,0,0,0
Laura Muir,GBR,1,0,1,0
Laura Mulhall,ARG,0,0,0,0
Laura Muller,GER,0,0,0,0
Laura Nappi,ITA,0,0,0,0
Laura Nascimento,BRA,0,0,0,0
Laura Negrisoli,ITA,0,0,0,0
Laura Nicholls,CAN,0,0,0,0
Laura Nunnink,NED,1,1,0,0
Laura Nurmsalu,EST,0,0,0,0
Laura Oprea,ROU,1,0,0,1
Laura Paeglis,AUS,0,0,0,0
Laura Paris,ITA,1,0,0,1
Laura Petrutyt,LTU,0,0,0,0
Laura Pigossi,BRA,1,0,0,1
Laura Podest,ITA,0,0,0,0
Laura Portuondo,CAN,0,0,0,0
Laura Prieto,ESP,0,0,0,0
Laura Ramos,ESP,1,0,1,0
Laura Ranwell,RSA,0,0,0,0
Laura Rasoanaivo,MAD,0,0,0,0
Laura Redondo,ESP,0,0,0,0
Laura Restrepo,COL,0,0,0,0
Laura Reynolds,IRL,0,0,0,0
Laura Riedemann,GER,0,0,0,0
Laura Robertson,NZL,0,0,0,0
Laura Robson,GBR,1,0,1,0
Laura Rodrguez,MEX,0,0,0,0
Laura Rogora,ITA,0,0,0,0
Laura Roper,GBR,0,0,0,0
Laura Ropion,ESP,0,0,0,0
Laura Ruiz,ESP,0,0,0,0
Laura Sarosi,HUN,0,0,0,0
Laura Schiavone,ITA,0,0,0,0
Laura Schwensen,GER,0,0,0,0
Laura Siegemund,GER,0,0,0,0
Laura Siering,USA,1,0,1,0
Laura Smulders,NED,1,0,0,1
Laura Soto,MEX,1,0,0,1
Laura Srosi,HUN,0,0,0,0
Laura Steinbach,GER,0,0,0,0
Laura Stephens,GBR,0,0,0,0
Laura Stigger,AUT,0,0,0,0
Laura Strugnell,RSA,0,0,0,0
Laura Suessemilch,GER,1,1,0,0
Laura Summerton-hodges,AUS,3,0,2,1
Laura Tarantola,FRA,1,0,1,0
Laura Teani,ITA,1,0,1,0
Laura Tidball-balisky,CAN,0,0,0,0
Laura Traets,BUL,1,1,0,0
Laura Trefiletti,ITA,0,0,0,0
Laura Tremble,FRA,0,0,0,0
Laura Tur,ESP,0,0,0,0
Laura Unsworth,GBR,3,1,0,2
Laura Valette,FRA,0,0,0,0
Laura Valle,ESP,1,0,1,0
Laura Ventosa,ESP,1,0,1,0
Laura Veres,HUN,0,0,0,0
Laura Vernizzi,ITA,1,0,1,0
Laura Vigna,ITA,0,0,0,0
Laura Vilpait,LTU,0,0,0,0
Laura Waem,BEL,0,0,0,0
Laura Walker,USA,1,0,0,1
Laura Weightman,GBR,0,0,0,0
Laura Witte,NED,0,0,0,0
Laura Zacchilli,ITA,0,0,0,0
Laura Zanazza,ITA,0,0,0,0
Laura Zeng,USA,0,0,0,0
Laura-georgeta Ilie,ROU,0,0,0,0
Laure Boulleau,FRA,0,0,0,0
Laure Gly,FRA,0,0,0,0
Laure Koster,LUX,0,0,0,0
Laure Kuetey,BEN,0,0,0,0
Laure Manaudou,FRA,3,1,1,1
Laure Resimont,BEL,0,0,0,0
Laure Savasta,FRA,0,0,0,0
Laure Thibaud,FRA,0,0,0,0
Laureano Etame-mayer,CMR,1,1,0,0
Laureano Padilla,DOM,0,0,0,0
Laureano Venegas,ESP,0,0,0,0
Laureen Beckles,FRA,0,0,0,0
Laurel Hershey-martin,USA,0,0,0,0
Laurel Hubbard,NZL,0,0,0,0
Laurel Johnson,JAM,0,0,0,0
Laurel Kessel,USA,0,0,0,0
Laurel Korholz,USA,1,0,1,0
Laurel Lee,TPE,0,0,0,0
Laurelee Kopeck,CAN,0,0,0,0
Lauren (-bartlett),USA,0,0,0,0
Lauren (-holiday),USA,2,2,0,0
Lauren (-muller),AUS,1,1,0,0
Lauren (-trapani),USA,2,1,1,0
Lauren (franges-),USA,1,0,1,0
Lauren Bay-regula,CAN,0,0,0,0
Lauren Billys,PUR,0,0,0,0
Lauren Boden-wells,AUS,0,0,0,0
Lauren Boyle,NZL,0,0,0,0
Lauren Bruce,NZL,0,0,0,0
Lauren Cadden,IRL,0,0,0,0
Lauren Carlini,USA,1,0,1,0
Lauren Crandall,USA,0,0,0,0
Lauren Doyle,USA,1,0,0,1
Lauren Ebo,NGR,0,0,0,0
Lauren Ellis,NZL,0,0,0,0
Lauren Fendrick,USA,0,0,0,0
Lauren Gale,CAN,0,0,0,0
Lauren Groves,CAN,0,0,0,0
Lauren Hemp,GBR,0,0,0,0
Lauren Henry,GBR,1,1,0,0
Lauren Hernandez,USA,2,1,1,0
Lauren Hewitt,AUS,0,0,0,0
Lauren Hoffman,PHI,0,0,0,0
Lauren Hough,USA,0,0,0,0
Lauren Irwin,GBR,1,0,0,1
Lauren Jackson,AUS,5,0,3,2
Lauren Kieffer,USA,0,0,0,0
Lauren Lappin,USA,1,0,1,0
Lauren Lee,HAI,0,0,0,0
Lauren Mansfield,AUS,0,0,0,0
Lauren Mcfall,USA,1,0,0,1
Lauren Meece,USA,0,0,0,0
Lauren Mitchell,AUS,0,0,0,0
Lauren Mukheibir,RSA,0,0,0,0
Lauren O'connor,USA,0,0,0,0
Lauren Oosten,CAN,0,0,0,0
Lauren Perdue,USA,1,1,0,0
Lauren Poetschka,AUS,0,0,0,0
Lauren Powley,USA,0,0,0,0
Lauren Price,GBR,1,1,0,0
Lauren Regula,CAN,1,0,0,1
Lauren Rembi,FRA,0,0,0,0
Lauren Reynolds,AUS,0,0,0,0
Lauren Ryan,AUS,0,0,0,0
Lauren Schmetterling,USA,1,1,0,0
Lauren Scruggs,USA,2,1,1,0
Lauren Sesselmann,CAN,1,0,0,1
Lauren Smith,GBR,0,0,0,0
Lauren Torley,GBR,0,0,0,0
Lauren Wilkinson,CAN,1,0,1,0
Lauren Williams,GBR,1,0,1,0
Lauren Wog,CAN,0,0,0,0
Laurence (-camara),FRA,0,0,0,0
Laurence (-crols),BEL,0,0,0,0
Laurence (-monclar),FRA,0,0,0,0
Laurence (vallet-),FRA,1,0,0,1
Laurence Armstrong,CAN,0,0,0,0
Laurence Baldauff,AUT,0,0,0,0
Laurence Bensimon,FRA,0,0,0,0
Laurence Birks,AUS,0,0,0,0
Laurence Bond,GBR,0,0,0,0
Laurence Brihaye,BEL,0,0,0,0
Laurence Brize,FRA,0,0,0,0
Laurence Brown,GBR,0,0,0,0
Laurence Byers,NZL,0,0,0,0
Laurence Cummins,GBR,1,0,1,0
Laurence Docherty,NED,0,0,0,0
Laurence Elloy-machabey,FRA,0,0,0,0
Laurence Flood,IRL,0,0,0,0
Laurence Gallen,NZL,0,0,0,0
Laurence Godfrey,GBR,0,0,0,0
Laurence Guest,GBR,0,0,0,0
Laurence Guillou,FRA,0,0,0,0
Laurence Halsted,GBR,0,0,0,0
Laurence Harding-smith,AUS,0,0,0,0
Laurence Heisler,GRE,0,0,0,0
Laurence Hourdel,FRA,0,0,0,0
Laurence Jack,VAN,0,0,0,0
Laurence Kiely,GBR,0,0,0,0
Laurence Knapp,USA,1,0,0,1
Laurence Leboucher,FRA,0,0,0,0
Laurence Manfrdi,FRA,0,0,0,0
Laurence Mosely,USA,0,0,0,0
Laurence Niyonsaba,RWA,0,0,0,0
Laurence Pithie,NZL,0,0,0,0
Laurence Rase,BEL,0,0,0,0
Laurence Reavell-carter,GBR,0,0,0,0
Laurence Reed,GBR,0,0,0,0
Laurence Roos,BEL,0,0,0,0
Laurence Stanley,IRL,0,0,0,0
Laurence Stoddard,USA,1,1,0,0
Laurence Vincent-lapointe,CAN,2,0,1,1
Laureniu Dumnoiu,ROU,1,0,0,1
Laurens Alflen,NED,0,0,0,0
Laurens Dam,NED,0,0,0,0
Laurens Looije,NED,0,0,0,0
Laurens Mulder,NED,1,0,1,0
Laurens Pannecoucke,BEL,0,0,0,0
Laurens Plus,BEL,0,0,0,0
Laurens Spel,NED,0,0,0,0
Laurens Veldt,NED,0,0,0,0
Laurensio Mercado,ECU,0,0,0,0
Laurent Alfred,ISV,0,0,0,0
Laurent Barbiri,FRA,0,0,0,0
Laurent Bel,FRA,0,0,0,0
Laurent Bezault,FRA,0,0,0,0
Laurent Bghin,FRA,0,0,0,0
Laurent Boudouani,FRA,1,0,1,0
Laurent Boulaye,FRA,0,0,0,0
Laurent Brissaud,FRA,0,0,0,0
Laurent Brochard,FRA,0,0,0,0
Laurent Burtz,FRA,0,0,0,0
Laurent Cadot,FRA,0,0,0,0
Laurent Calvesi,ITA,0,0,0,0
Laurent Capet,FRA,0,0,0,0
Laurent Carnol,LUX,0,0,0,0
Laurent Cassayet-armagnac,FRA,1,0,1,0
Laurent Chambertin,FRA,0,0,0,0
Laurent Chifita,ZAM,0,0,0,0
Laurent Ciman,BEL,0,0,0,0
Laurent Clerc,SUI,0,0,0,0
Laurent Colombo,FRA,0,0,0,0
Laurent Couhet,BRA,0,0,0,0
Laurent Couraire-delage,FRA,0,0,0,0
Laurent Didier,LUX,0,0,0,0
Laurent Dufaux,SUI,0,0,0,0
Laurent Foirest,FRA,1,0,1,0
Laurent Fombertasse,FRA,0,0,0,0
Laurent Gan,FRA,2,1,0,1
Laurent Gerstmans,BEL,0,0,0,0
Laurent Grech,FRA,0,0,0,0
Laurent Hernu,FRA,0,0,0,0
Laurent Jalabert,FRA,0,0,0,0
Laurent Journet,FRA,0,0,0,0
Laurent Jr.,ISV,0,0,0,0
Laurent L'entete,MRI,0,0,0,0
Laurent Lacasa,FRA,0,0,0,0
Laurent Lavigne,CAN,0,0,0,0
Laurent Munier,FRA,1,0,0,1
Laurent Neuville,FRA,0,0,0,0
Laurent Pellet,SUI,0,0,0,0
Laurent Porchier,FRA,1,1,0,0
Laurent Quellet,SUI,0,0,0,0
Laurent Sarr,SEN,0,0,0,0
Laurent Sciarra,FRA,1,0,1,0
Laurent Tillie,FRA,0,0,0,0
Laurent Vial,SUI,1,0,1,0
Laurent Vidal,FRA,0,0,0,0
Laurent Voiron,FRA,0,0,0,0
Laurent Waller,SUI,0,0,0,0
Laurentiu Danciu,ROU,0,0,0,0
Lauretta Hanson,AUS,0,0,0,0
Lauri (-bjrnquist),SWE,0,0,0,0
Lauri (gummerus-),FIN,0,0,0,0
Lauri (saxberg-),FIN,0,0,0,0
Lauri Aus,EST,0,0,0,0
Lauri Haapanen,FIN,0,0,0,0
Lauri Halonen,FIN,0,0,0,0
Lauri Hr,FIN,0,0,0,0
Lauri Kalima,FIN,0,0,0,0
Lauri Kettunen,FIN,0,0,0,0
Lauri Kivi,FIN,1,0,1,0
Lauri Koskela,FIN,2,1,0,1
Lauri Kystil,FIN,0,0,0,0
Lauri Lehtinen,FIN,2,1,1,0
Lauri Leis,EST,0,0,0,0
Lauri Nevalainen,FIN,1,0,0,1
Lauri Pihl,SWE,0,0,0,0
Lauri Pyhnen,FIN,0,0,0,0
Lauri Rechardt,FIN,0,0,0,0
Lauri Resik,EST,0,0,0,0
Lauri Tamminen,FIN,0,0,0,0
Lauri Tanner,FIN,1,0,1,0
Lauri Vilkko,FIN,1,0,0,1
Lauri Virtanen,FIN,2,0,0,2
Lauri Wilskman,FIN,0,0,0,0
Lauriane Genest,CAN,1,0,0,1
Lauriane Nolot,FRA,1,0,1,0
Laurids (-vorslund-kjr),DEN,0,0,0,0
Laurie (-havel),USA,0,0,0,0
Laurie Berthon,FRA,0,0,0,0
Laurie Fellner,USA,0,0,0,0
Laurie Lambert,CAN,0,0,0,0
Laurie Lever,AUS,0,0,0,0
Laurie Pace,MLT,0,0,0,0
Laurie Shong,CAN,0,0,0,0
Laurie Thomassin,FRA,0,0,0,0
Laurien Hoos,NED,0,0,0,0
Laurien Leurink,NED,2,1,1,0
Laurien Vermulst,NED,0,0,0,0
Laurine Riessen,NED,0,0,0,0
Lauris Strautmanis,LAT,0,0,0,0
Laurisa Landre,FRA,1,0,1,0
Laurits Follert,GER,1,0,1,0
Laurits Jrgensen,DEN,0,0,0,0
Laurits Larsen,DEN,1,0,0,1
Lauritz Christiansen,NOR,1,1,0,0
Lauritz Schmidt,NOR,2,0,2,0
Lauritz Schoof,GER,2,2,0,0
Lauritz Strup,DEN,0,0,0,0
Lauritz Wigand-larsen,NOR,1,0,1,0
Lauro Bosis,ITA,1,0,1,0
Lauro Cavalleri,PER,0,0,0,0
Lauro Franzen,BRA,0,0,0,0
Lauro Mumar,PHI,0,0,0,0
Laury Perez,FRA,0,0,0,0
Lauryn Mark,AUS,0,0,0,0
Lauryn Williams,USA,2,1,1,0
Laut,FRA,0,0,0,0
Lautaro Acosta,ARG,1,1,0,0
Lautaro Bazan,ARG,1,0,0,1
Lautaro Gianetti,ARG,0,0,0,0
Lautaro Guzman,ARG,0,0,0,0
Lautaro Morales,ARG,0,0,0,0
Lavena Cavuru,FIJ,1,0,0,1
Lavenia Tinai,FIJ,1,0,0,1
Laverne Bryan,ANT,0,0,0,0
Laverne Eve,BAH,0,0,0,0
Laviai Nielsen,GBR,2,0,0,2
Lavinho Pinto,IND,0,0,0,0
Lavinia (-carney),ROU,2,1,0,1
Lavinia Gianoni,ITA,1,0,1,0
Lavinia Miloovici,ROU,6,2,1,3
Lavra Babi,SLO,0,0,0,0
Lavrans Solli,NOR,0,0,0,0
Lavrentis Alexanidis,GRE,0,0,0,0
Law Fung,HKG,0,0,0,0
Law On,HKG,0,0,0,0
Law Pak,HKG,0,0,0,0
Law Pak,TPE,0,0,0,0
Law Wah,HKG,0,0,0,0
Lawal Abdulai,NGR,0,0,0,0
Lawend Hussein,IRQ,0,0,0,0
Lawrence (woodgate-),NZL,0,0,0,0
Lawrence Adegbeingbe,NGR,0,0,0,0
Lawrence Allen,GBR,0,0,0,0
Lawrence Anastasi,USA,0,0,0,0
Lawrence Banner,USA,0,0,0,0
Lawrence Barbiere,USA,0,0,0,0
Lawrence Betts,RSA,0,0,0,0
Lawrence Black,USA,2,1,1,0
Lawrence Brittain,RSA,1,0,1,0
Lawrence Brown,USA,1,1,0,0
Lawrence Bruce,GBR,0,0,0,0
Lawrence Burnside,BAH,0,0,0,0
Lawrence Burton,USA,0,0,0,0
Lawrence Cain,CAN,2,1,1,0
Lawrence Castner,USA,0,0,0,0
Lawrence Caton,USA,0,0,0,0
Lawrence Cherono,KEN,0,0,0,0
Lawrence Clay-bey,USA,0,0,0,0
Lawrence D'arcy,NZL,0,0,0,0
Lawrence Dowler,USA,0,0,0,0
Lawrence Fanous,JOR,0,0,0,0
Lawrence Fernandes,IND,1,1,0,0
Lawrence Feuerbach,USA,1,0,0,1
Lawrence Flewwelling,CAN,0,0,0,0
Lawrence Fotofili,TGA,0,0,0,0
Lawrence Frostad,USA,0,0,0,0
Lawrence Hart,USA,0,0,0,0
Lawrence Hayes,USA,1,1,0,0
Lawrence Holmes,CAN,0,0,0,0
Lawrence Hough,USA,1,0,1,0
Lawrence Huizen,MAS,0,0,0,0
Lawrence Iquaibom,NGR,0,0,0,0
Lawrence Johnson,USA,1,0,1,0
Lawrence Jr.,USA,1,0,1,0
Lawrence Keyte,CAN,0,0,0,0
Lawrence Khan,JAM,0,0,0,0
Lawrence Klecatsky,USA,0,0,0,0
Lawrence Kristoff,USA,0,0,0,0
Lawrence Kwoh,HKG,0,0,0,0
Lawrence Landrian,CAN,0,0,0,0
Lawrence Lauchle,USA,0,0,0,0
Lawrence Lemieux,CAN,0,0,0,0
Lawrence Lindo,BER,0,0,0,0
Lawrence Low,USA,1,1,0,0
Lawrence Manogue,GBR,0,0,0,0
Lawrence Mccormick,USA,1,0,1,0
Lawrence Mcguinness,CAN,0,0,0,0
Lawrence Mendoza,MEX,0,0,0,0
Lawrence Morgan,AUS,2,2,0,0
Lawrence Myricks,USA,1,0,0,1
Lawrence Nelson,USA,0,0,0,0
Lawrence Ng,HKG,0,0,0,0
Lawrence Norman,CAN,0,0,0,0
Lawrence Nuesslein,USA,5,2,1,2
Lawrence O'connor,CAN,0,0,0,0
Lawrence Ogwang,UGA,0,0,0,0
Lawrence Okolie,GBR,0,0,0,0
Lawrence Okoroafor,NGR,0,0,0,0
Lawrence Okoye,GBR,0,0,0,0
Lawrence Peckham,AUS,0,0,0,0
Lawrence Pentland,CAN,1,1,0,0
Lawrence Peu,RSA,0,0,0,0
Lawrence Plenert,CAN,0,0,0,0
Lawrence Questad,USA,0,0,0,0
Lawrence Roberts,RSA,0,0,0,0
Lawrence Rundle,USA,0,0,0,0
Lawrence Scott,CAN,0,0,0,0
Lawrence Sengstock,AUS,0,0,0,0
Lawrence Stafford,USA,0,0,0,0
Lawrence Stevens,RSA,1,1,0,0
Lawrence Surock,USA,0,0,0,0
Lawrence Topp,GBR,0,0,0,0
Lawrence Varga,CAN,0,0,0,0
Lawrence Vella,MLT,0,0,0,0
Lawrence Walker,USA,0,0,0,0
Lawrence West,CAN,1,0,1,0
Lawrence Whitney,USA,1,0,0,1
Lawrence Woods,CAN,0,0,0,0
Lawrence Woolley,NZL,0,0,0,0
Lawrence Young,USA,2,0,0,2
Lawrie Smith,GBR,1,0,0,1
Lawson Craddock,USA,0,0,0,0
Lawson Robertson,USA,3,0,1,2
Laxman Basnet,NEP,0,0,0,0
Laxmi Das,IND,0,0,0,0
Laxmirani Majhi,IND,0,0,0,0
Laye Abdullayeva,AZE,0,0,0,0
Layla Almasri,PLE,0,0,0,0
Lazar Jovanovi,YUG,0,0,0,0
Lazar Khristov,BUL,1,0,0,1
Lazar Kovacevic,SRB,0,0,0,0
Lazar Lemi,YUG,0,0,0,0
Lazar Miloevi,IOA,0,0,0,0
Lazar Naroditsky,URS,0,0,0,0
Lazar Popovski,IOA,0,0,0,0
Lazar Popovski,MKD,0,0,0,0
Lazar Radovi,YUG,0,0,0,0
Lazaro Acan,CUB,0,0,0,0
Lazaro Alvarez,CUB,1,0,0,1
Lazaro Garca,CUB,0,0,0,0
Lazaro Martinez,CUB,0,0,0,0
Lazaro Ortega,CUB,0,0,0,0
Lazaro Rangel,CUB,0,0,0,0
Lazaro Rizo,CUB,0,0,0,0
Lazaros Loizidis,GRE,0,0,0,0
Lazaros Papadopoulos,GRE,0,0,0,0
Lazaros Petropoulakis,GRE,0,0,0,0
Lazarus Barla,IND,0,0,0,0
Lazizbek Mullojonov,UZB,1,1,0,0
Lazo Piva,IOA,0,0,0,0
Lazo Piva,YUG,0,0,0,0
Lazr Baroga,ROU,0,0,0,0
Lcio Castro,BRA,0,0,0,0
Lcio Grottone,BRA,0,0,0,0
Ldia Dmlky-skovics,HUN,3,1,2,0
Le Barth,HUN,0,0,0,0
Le Chien-ying,TPE,1,0,0,1
Le Hamman,RSA,0,0,0,0
Le Huilin,CHN,0,0,0,0
Le Jingyi,CHN,4,1,3,0
Le Maosheng,CHN,1,0,1,0
LeBron James,USA,3,2,0,1
LeJuan Simon,TTO,0,0,0,0
LeLei (-moore),USA,1,0,1,0
LeRoy Samse,USA,1,0,1,0
LeShundra Nathan,USA,0,0,0,0
Lea (-goodman),GBR,0,0,0,0
Lea (-maurer),USA,2,1,0,1
Lea Alaerts,BEL,0,0,0,0
Lea Blavo,CIV,0,0,0,0
Lea Davison,USA,0,0,0,0
Lea Friedrich,GER,2,0,1,1
Lea Jamelot,FRA,0,0,0,0
Lea Labrousse,FRA,0,0,0,0
Lea Meyer,GER,0,0,0,0
Lea Moutoussamy,ALG,0,0,0,0
Lea Mueller,GER,0,0,0,0
Lea Polonsky,ISR,0,0,0,0
Lea Schueller,GER,1,0,0,1
Lea Schwer,SUI,0,0,0,0
Lea Siegl,AUT,0,0,0,0
Lea Sprunger,SUI,0,0,0,0
Lea Yanitsas,AUS,0,0,0,0
Leah (-ferguson),CAN,0,0,0,0
Leah (-stancil),BAR,0,0,0,0
Leah (-turenne),CAN,0,0,0,0
Leah (-zimri),ISR,0,0,0,0
Leah Bertrand,TTO,0,0,0,0
Leah Crouse,USA,0,0,0,0
Leah Kirchmann,CAN,0,0,0,0
Leah Neale,AUS,2,0,1,1
Leah Nugent,JAM,0,0,0,0
Leah O'brien-amico,USA,3,3,0,0
Leah Parry,AUS,0,0,0,0
Leah Smith,USA,2,1,0,1
Leah Thomas,USA,0,0,0,0
Leah Wambui,KEN,0,0,0,0
Leah Williamson,GBR,0,0,0,0
Leahseneth O'neal,USA,0,0,0,0
Leamon King,USA,1,1,0,0
Leanda Hendricks,RSA,0,0,0,0
Leander Jr.,USA,0,0,0,0
Leander Keim,USA,0,0,0,0
Leander Paes,IND,1,0,0,1
Leandra Olinga,FRA,0,0,0,0
Leandra Smeda,RSA,0,0,0,0
Leandro Abad,ESP,0,0,0,0
Leandro Barbosa,BRA,0,0,0,0
Leandro Blanc,ARG,0,0,0,0
Leandro Bolmaro,ARG,0,0,0,0
Leandro Brey,ARG,0,0,0,0
Leandro Coll,ARG,0,0,0,0
Leandro Cunha,BRA,0,0,0,0
Leandro Faggin,ITA,2,2,0,0
Leandro Gonzalez,COL,0,0,0,0
Leandro Guilheiro,BRA,2,0,0,2
Leandro Harley,URU,0,0,0,0
Leandro Jarvis,CUB,0,0,0,0
Leandro Jorge,MOZ,0,0,0,0
Leandro Macedo,BRA,0,0,0,0
Leandro Maly,ARG,0,0,0,0
Leandro Marchetti,ARG,0,0,0,0
Leandro Neves,BRA,1,0,1,0
Leandro Patti,ARG,0,0,0,0
Leandro Perpi,ESP,0,0,0,0
Leandro Ramos,POR,0,0,0,0
Leandro Rattaro,URU,0,0,0,0
Leandro Riera,ESP,0,0,0,0
Leandro Santos,BRA,1,0,1,0
Leandro Silva,BRA,0,0,0,0
Leandro Tolini,ARG,0,0,0,0
Leandro Usuna,ARG,0,0,0,0
Leandro Vega,ARG,0,0,0,0
Leane Suniar,INA,0,0,0,0
Leanne Francis,AUS,0,0,0,0
Leanne Rycroft,AUS,0,0,0,0
Leanne Walker,NZL,0,0,0,0
Leau Plodzicki-faoagali,SAM,0,0,0,0
Lebenya Nkoka,LES,0,0,0,0
Leberecht Lehmann,GER,0,0,0,0
Lebo Mothiba,RSA,0,0,0,0
Lebogang Shange,RSA,0,0,0,0
Lebohang Ramalepe,RSA,0,0,0,0
Lebron James,USA,1,1,0,0
Lecabela Quaresma,STP,0,0,0,0
Lech Asko,POL,1,1,0,0
Lech Boguszewicz,POL,0,0,0,0
Lech Koziejowski,POL,2,1,0,1
Lech Kudacik,POL,0,0,0,0
Lech Poklewski,POL,0,0,0,0
Lechedzani Luza,BOT,0,0,0,0
Leclerq,FRA,0,0,0,0
Lecointre,FRA,0,0,0,0
Lecomte,FRA,0,0,0,0
Leda Cano,HON,0,0,0,0
Ledys Pajn,CUB,2,0,2,0
Lee (-nobbs),AUS,1,1,0,0
Lee Allen,USA,0,0,0,0
Lee Ar-tu,TPE,0,0,0,0
Lee Bae-yeong,KOR,1,0,1,0
Lee Bartlett,USA,0,0,0,0
Lee Beom-ju,KOR,0,0,0,0
Lee Beom-yeong,KOR,1,0,0,1
Lee Blair,USA,1,1,0,0
Lee Bo-eun,KOR,0,0,0,0
Lee Bo-na,KOR,2,0,1,1
Lee Bodimeade,AUS,1,0,1,0
Lee Bok-hui,KOR,0,0,0,0
Lee Bong-ju,KOR,1,0,1,0
Lee Brearley,GBR,0,0,0,0
Lee Bu-ti,TPE,0,0,0,0
Lee Byeong-gu,KOR,0,0,0,0
Lee Byeong-gyu,KOR,1,0,0,1
Lee Byeong-in,KOR,0,0,0,0
Lee Byeong-nam,KOR,0,0,0,0
Lee Byeong-yong,KOR,0,0,0,0
Lee Calhoun,USA,2,2,0,0
Lee Chae-on,KOR,0,0,0,0
Lee Chan-dong,KOR,0,0,0,0
Lee Chang-gil,KOR,0,0,0,0
Lee Chang-ha,KOR,0,0,0,0
Lee Chang-hun,KOR,0,0,0,0
Lee Chang-hwan,KOR,1,1,0,0
Lee Chang-min,KOR,0,0,0,0
Lee Chang-seon,KOR,0,0,0,0
Lee Chang-wu,KOR,0,0,0,0
Lee Chen-chang,TPE,0,0,0,0
Lee Chen-chu,TPE,0,0,0,0
Lee Cheol-seung,KOR,2,0,0,2
Lee Cheon-su,KOR,0,0,0,0
Lee Chih-feng,TPE,0,0,0,0
Lee Chih-kai,TPE,0,0,0,0
Lee Ching,HKG,0,0,0,0
Lee Chiu-hsia,TPE,0,0,0,0
Lee Choi,HKG,0,0,0,0
Lee Chong-hui,KOR,0,0,0,0
Lee Chun-heon,KOR,0,0,0,0
Lee Chun-pyo,KOR,0,0,0,0
Lee Chun-sik,KOR,0,0,0,0
Lee Chung-hui,KOR,0,0,0,0
Lee Chung-ping,TPE,0,0,0,0
Lee Chung-yong,KOR,0,0,0,0
Lee Cole,IRL,0,0,0,0
Lee Concepcion,PHI,0,0,0,0
Lee Connor,AUS,0,0,0,0
Lee Da-hye,KOR,0,0,0,0
Lee Da-seul,KOR,0,0,0,0
Lee Dae-ho,KOR,1,1,0,0
Lee Dae-hun,KOR,2,0,1,1
Lee Dae-myeong,KOR,0,0,0,0
Lee Dae-ro,KOR,0,0,0,0
Lee Deok-bun,KOR,0,0,0,0
Lee Do-hui,KOR,0,0,0,0
Lee Dong-guk,KOR,0,0,0,0
Lee Dong-keun,KOR,0,0,0,0
Lee Dong-su,KOR,2,0,2,0
Lee Dong-uk,KOR,0,0,0,0
Lee Du-haeng,KOR,0,0,0,0
Lee Du-yeon,KOR,0,0,0,0
Lee Eon-ju,KOR,0,0,0,0
Lee Eun-bi,KOR,0,0,0,0
Lee Eun-cheol,KOR,1,1,0,0
Lee Eun-gyeong,KOR,2,1,1,0
Lee Eun-hui,KOR,0,0,0,0
Lee Eun-jeong,KOR,0,0,0,0
Lee Eun-ji,KOR,0,0,0,0
Lee Eun-ju,KOR,0,0,0,0
Lee Eun-ok,KOR,0,0,0,0
Lee Eun-sil,KOR,1,0,1,0
Lee Eun-yeong,KOR,1,0,1,0
Lee Evans,USA,2,2,0,0
Lee Fook,MAL,0,0,0,0
Lee Fu-an,TPE,0,0,0,0
Lee Fu-hsiang,TPE,0,0,0,0
Lee Gang-seok,KOR,0,0,0,0
Lee Gentil,PUR,0,0,0,0
Lee Geum-nam,KOR,0,0,0,0
Lee Geum-taek,KOR,0,0,0,0
Lee Geun-su,KOR,0,0,0,0
Lee Gi-ho,KOR,0,0,0,0
Lee Gi-hyeong,KOR,0,0,0,0
Lee Gi-sun,KOR,1,1,0,0
Lee Gi-yeol,KOR,0,0,0,0
Lee Gong-ju,KOR,1,0,1,0
Lee Gwang-ik,KOR,0,0,0,0
Lee Gwang-jae,KOR,0,0,0,0
Lee Gwang-jin,KOR,0,0,0,0
Lee Gwang-ju,KOR,0,0,0,0
Lee Gwang-nam,KOR,0,0,0,0
Lee Gwang-sun,KOR,0,0,0,0
Lee Gwi-ju,KOR,0,0,0,0
