Name,NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals
Arianna Castiglioni,ITA,Swimming,0,0,3,0,0
Arianna Castiglioni,ITA,Swimming,0,0,3,0,0
Art Viberti,ITA,Swimming,0,0,1,0,0
Benedetta Pilato,ITA,Swimming,0,0,1,0,0
Benedetta Pilato,ITA,Swimming,0,0,3,0,0
Carlos D'ambrosio,ITA,Swimming,0,0,2,0,0
Chiara Mascolo,ITA,Swimming,0,0,1,0,0
Chiara Mascolo,ITA,Swimming,0,0,1,0,0
Chiara Tarantino,ITA,Swimming,0,0,2,0,0
Costanza Cocconcelli,ITA,Swimming,0,0,2,0,0
Domenico Acerenza,ITA,Swimming,0,0,1,0,0
Domenico Acerenza,ITA,Swimming,0,0,1,0,0
Federica Pellegrini,ITA,Swimming,0,1,21,1,2
Federica Pellegrini,ITA,Swimming,0,1,21,1,2
Federico Burdisso,ITA,Swimming,2,0,1,0,2
Federico Burdisso,ITA,Swimming,2,0,1,0,2
Federico Poggio,ITA,Swimming,0,0,1,0,0
Federico Poggio,ITA,Swimming,0,0,1,0,0
Filippo Megli,ITA,Swimming,0,0,1,0,0
Filippo Megli,ITA,Swimming,0,0,3,0,0
Francesca Fangio,ITA,Swimming,0,0,1,0,0
Francesca Fangio,ITA,Swimming,0,0,2,0,0
Gabriele Detti,ITA,Swimming,2,0,4,0,2
Gabriele Detti,ITA,Swimming,2,0,4,0,2
Giacomo Carini,ITA,Swimming,0,0,1,0,0
Giacomo Carini,ITA,Swimming,0,0,3,0,0
Giovanni Caserta,ITA,Swimming,0,0,2,0,0
Giulia D'innocenzo,ITA,Swimming,0,0,2,0,0
Giulia Ramatelli,ITA,Swimming,0,0,2,0,0
Giulia Vetrano,ITA,Swimming,0,0,1,0,0
Giulia Vetrano,ITA,Swimming,0,0,1,0,0
Gregorio Paltrinieri,ITA,Swimming,0,1,2,1,2
Gregorio Paltrinieri,ITA,Swimming,0,1,2,1,2
Ilaria Bianchi,ITA,Swimming,0,0,7,0,0
Ilaria Bianchi,ITA,Swimming,0,0,7,0,0
Ilaria Cusinato,ITA,Swimming,0,0,2,0,0
Ilaria Cusinato,ITA,Swimming,0,0,2,0,0
Leonardo Deplano,ITA,Swimming,1,0,2,0,1
Lisa Angiolini,ITA,Swimming,0,0,1,0,0
Lorenzo Zazzeri,ITA,Swimming,0,0,1,1,1
Lorenzo Zazzeri,ITA,Swimming,1,0,2,1,2
Manuel Frigo,ITA,Swimming,0,0,0,1,1
Manuel Frigo,ITA,Swimming,1,0,1,1,2
Margherita Panziera,ITA,Swimming,0,0,4,0,0
Margherita Panziera,ITA,Swimming,0,0,6,0,0
Martina Carraro,ITA,Swimming,0,0,4,0,0
Martina Carraro,ITA,Swimming,0,0,4,0,0
Matteo Ciampi,ITA,Swimming,0,0,1,0,0
Matteo Ciampi,ITA,Swimming,0,0,1,0,0
Matteo Lamberti,ITA,Swimming,0,0,1,0,0
Matteo Restivo,ITA,Swimming,0,0,1,0,0
Matteo Restivo,ITA,Swimming,0,0,2,0,0
Michele Lamberti,ITA,Swimming,0,0,2,0,0
Nicolo Martinenghi,ITA,Swimming,2,0,1,0,2
Nicolo Martinenghi,ITA,Swimming,2,1,3,0,3
Paolo Conte,ITA,Swimming,1,0,1,0,1
Rachele Bruni,ITA,Swimming,0,0,0,1,1
Rachele Bruni,ITA,Swimming,0,0,0,1,1
Rita Caramignoli,ITA,Swimming,0,0,2,0,0
Rita Caramignoli,ITA,Swimming,0,0,2,0,0
Santo Condorelli,ITA,Swimming,0,0,2,1,1
Santo Condorelli,ITA,Swimming,0,0,2,1,1
Sara Curtis,ITA,Swimming,0,0,2,0,0
Sara Franceschi,ITA,Swimming,0,0,4,0,0
Sara Franceschi,ITA,Swimming,0,0,6,0,0
Simona Quadarella,ITA,Swimming,1,0,2,0,1
Simona Quadarella,ITA,Swimming,1,0,4,0,1
Simone Sabbioni,ITA,Swimming,0,0,4,0,0
Simone Sabbioni,ITA,Swimming,0,0,4,0,0
Sofia Morini,ITA,Swimming,0,0,5,0,0
Stefania Pirozzi,ITA,Swimming,0,0,3,0,0
Stefania Pirozzi,ITA,Swimming,0,0,3,0,0
Stefano Ballo,ITA,Swimming,0,0,2,0,0
Stefano Ballo,ITA,Swimming,0,0,2,0,0
Thomas Ceccon,ITA,Swimming,1,0,3,1,2
Thomas Ceccon,ITA,Swimming,2,1,5,1,4
Viola Scotto,ITA,Swimming,0,0,2,0,0
Virginia Menicucci,ITA,Swimming,0,0,2,0,0
de Luca,ITA,Swimming,0,0,2,0,0
de Marco,ITA,Swimming,0,0,2,0,0
de Marco,ITA,Swimming,0,0,3,0,0
di Stefano,ITA,Swimming,0,0,2,0,0
di Stefano,ITA,Swimming,0,0,2,0,0
Beatrice Callegari,ITA,Synchronized Swimming,0,0,1,0,0
Beatrice Callegari,ITA,Synchronized Swimming,0,0,1,0,0
Costanza Ferro,ITA,Synchronized Swimming,0,0,2,0,0
Costanza Ferro,ITA,Synchronized Swimming,0,0,2,0,0
Francesca Deidda,ITA,Synchronized Swimming,0,0,1,0,0
Francesca Deidda,ITA,Synchronized Swimming,0,0,1,0,0
Linda Cerruti,ITA,Synchronized Swimming,0,0,2,0,0
Linda Cerruti,ITA,Synchronized Swimming,0,0,2,0,0
Debora Vivarelli,ITA,Table Tennis,0,0,1,0,0
Debora Vivarelli,ITA,Table Tennis,0,0,2,0,0
Giorgia Piccolin,ITA,Table Tennis,0,0,1,0,0
Min Yang,ITA,Table Tennis,0,0,2,0,0
Min Yang,ITA,Table Tennis,0,0,2,0,0
Elisabetta Matonti,ITA,Taekwondo,0,0,1,0,0
Simone Alessio,ITA,Taekwondo,0,0,1,0,0
Simone Alessio,ITA,Taekwondo,1,0,1,0,1
Vito Dell,ITA,Taekwondo,0,0,1,0,0
Vito Dell'aquila,ITA,Taekwondo,0,1,0,0,1
Vito Dell'aquila,ITA,Taekwondo,0,1,0,0,1
Andrea Vavassori,ITA,Tennis,0,0,3,0,0
Camila Giorgi,ITA,Tennis,0,0,1,0,0
Camila Giorgi,ITA,Tennis,0,0,1,0,0
Elisabetta Cocciaretto,ITA,Tennis,0,0,2,0,0
Fabio Fognini,ITA,Tennis,0,0,5,0,0
Fabio Fognini,ITA,Tennis,0,0,5,0,0
Jasmine Paolini,ITA,Tennis,0,0,2,0,0
Jasmine Paolini,ITA,Tennis,0,1,3,0,1
Lorenzo Musetti,ITA,Tennis,0,0,2,0,0
Lorenzo Musetti,ITA,Tennis,1,0,3,0,1
Lorenzo Sonego,ITA,Tennis,0,0,2,0,0
Lorenzo Sonego,ITA,Tennis,0,0,2,0,0
Lucia Bronzetti,ITA,Tennis,0,0,2,0,0
Luciano Darderi,ITA,Tennis,0,0,2,0,0
Matteo Arnaldi,ITA,Tennis,0,0,1,0,0
Sara Errani,ITA,Tennis,0,0,8,0,0
Sara Errani,ITA,Tennis,0,1,10,0,1
Simone Bolelli,ITA,Tennis,0,0,2,0,0
Simone Bolelli,ITA,Tennis,0,0,3,0,0
Alessio Crociani,ITA,Triathlon,0,0,1,0,0
Alice Betto,ITA,Triathlon,0,0,2,0,0
Alice Betto,ITA,Triathlon,0,0,3,0,0
Angelica Olmo,ITA,Triathlon,0,0,2,0,0
Angelica Olmo,ITA,Triathlon,0,0,2,0,0
Bianca Seregni,ITA,Triathlon,0,0,1,0,0
Delian Stateff,ITA,Triathlon,0,0,2,0,0
Delian Stateff,ITA,Triathlon,0,0,2,0,0
Gianluca Pozzatti,ITA,Triathlon,0,0,2,0,0
Gianluca Pozzatti,ITA,Triathlon,0,0,3,0,0
Verena Steinhauser,ITA,Triathlon,0,0,2,0,0
Verena Steinhauser,ITA,Triathlon,0,0,3,0,0
Alessandro Michieletto,ITA,Volleyball,0,0,1,0,0
Alessandro Michieletto,ITA,Volleyball,0,0,2,0,0
Alessia Orro,ITA,Volleyball,0,0,2,0,0
Alessia Orro,ITA,Volleyball,0,1,2,0,1
Anna Danesi,ITA,Volleyball,0,0,2,0,0
Anna Danesi,ITA,Volleyball,0,1,2,0,1
Carlotta Cambi,ITA,Volleyball,0,1,0,0,1
Chiara Bosetti,ITA,Volleyball,0,0,1,0,0
Chiara Bosetti,ITA,Volleyball,0,1,1,0,1
Cristina Chirichella,ITA,Volleyball,0,0,2,0,0
Cristina Chirichella,ITA,Volleyball,0,0,2,0,0
Daniele Lavia,ITA,Volleyball,0,0,1,0,0
Daniele Lavia,ITA,Volleyball,0,0,2,0,0
Ekaterina Antropova,ITA,Volleyball,0,1,0,0,1
Elena Pietrini,ITA,Volleyball,0,0,1,0,0
Elena Pietrini,ITA,Volleyball,0,0,1,0,0
Fabio Balaso,ITA,Volleyball,0,0,1,0,0
Fatime Sylla,ITA,Volleyball,0,0,1,0,0
Fatime Sylla,ITA,Volleyball,0,1,1,0,1
Gabriele Laurenzano,ITA,Volleyball,0,0,1,0,0
Gaia Giovannini,ITA,Volleyball,0,1,0,0,1
Gianluca Galassi,ITA,Volleyball,0,0,1,0,0
Gianluca Galassi,ITA,Volleyball,0,0,2,0,0
Ilaria Spirito,ITA,Volleyball,0,1,0,0,1
Indre Sorokaite,ITA,Volleyball,0,0,1,0,0
Indre Sorokaite,ITA,Volleyball,0,0,1,0,0
Ivan Zaytsev,ITA,Volleyball,1,0,1,1,2
Ivan Zaytsev,ITA,Volleyball,1,0,1,1,2
Jiri Kovar,ITA,Volleyball,0,0,1,0,0
Jiri Kovar,ITA,Volleyball,0,0,1,0,0
Loveth Omoruyi,ITA,Volleyball,0,1,0,0,1
Luca Porro,ITA,Volleyball,0,0,1,0,0
Luca Vettori,ITA,Volleyball,0,0,1,1,1
Luca Vettori,ITA,Volleyball,0,0,1,1,1
Luisa Fahr,ITA,Volleyball,0,0,1,0,0
Luisa Fahr,ITA,Volleyball,0,1,1,0,1
Marina Lubian,ITA,Volleyball,0,1,0,0,1
Massimo Colaci,ITA,Volleyball,0,0,1,1,1
Massimo Colaci,ITA,Volleyball,0,0,1,1,1
Matteo Piano,ITA,Volleyball,0,0,1,1,1
Matteo Piano,ITA,Volleyball,0,0,1,1,1
Mattia Bottolo,ITA,Volleyball,0,0,1,0,0
Ofelia Malinov,ITA,Volleyball,0,0,1,0,0
Ofelia Malinov,ITA,Volleyball,0,0,1,0,0
Ogechi Egonu,ITA,Volleyball,0,0,1,0,0
Ogechi Egonu,ITA,Volleyball,0,1,1,0,1
Osmany Juantorena,ITA,Volleyball,0,0,1,0,0
Osmany Juantorena,ITA,Volleyball,0,0,1,0,0
Raphaela Folie,ITA,Volleyball,0,0,1,0,0
Raphaela Folie,ITA,Volleyball,0,0,1,0,0
Riccardo Sbertoli,ITA,Volleyball,0,0,1,0,0
Riccardo Sbertoli,ITA,Volleyball,0,0,2,0,0
Roberto Russo,ITA,Volleyball,0,0,1,0,0
Simone Anzani,ITA,Volleyball,0,0,1,0,0
Simone Anzani,ITA,Volleyball,0,0,1,0,0
Simone Giannelli,ITA,Volleyball,0,0,1,1,1
Simone Giannelli,ITA,Volleyball,0,0,2,1,1
Yuri Romano,ITA,Volleyball,0,0,1,0,0
de Monica,ITA,Volleyball,0,0,1,0,0
de Monica,ITA,Volleyball,0,1,1,0,1
Agnese Cocchiere,ITA,Water Polo,0,0,1,0,0
Alessandro Velotto,ITA,Water Polo,1,0,1,0,1
Alessandro Velotto,ITA,Water Polo,1,0,2,0,1
Alexandre Bodegas,ITA,Water Polo,0,0,1,0,0
Alexandre Bodegas,ITA,Water Polo,0,0,1,0,0
Andrea Fondelli,ITA,Water Polo,1,0,0,0,1
Andrea Fondelli,ITA,Water Polo,1,0,1,0,1
Aurora Condorelli,ITA,Water Polo,0,0,1,0,0
Caterina Banchelli,ITA,Water Polo,0,0,1,0,0
Chiara Tabani,ITA,Water Polo,0,0,0,1,1
Chiara Tabani,ITA,Water Polo,0,0,1,1,1
Dafne Bettini,ITA,Water Polo,0,0,1,0,0
Di Francesco,ITA,Water Polo,0,0,1,0,0
Di Francesco,ITA,Water Polo,0,0,1,0,0
Domitilla Picozzi,ITA,Water Polo,0,0,1,0,0
Francesco Condemi,ITA,Water Polo,0,0,1,0,0
Gianmarco Nicosia,ITA,Water Polo,0,0,1,0,0
Gianmarco Nicosia,ITA,Water Polo,0,0,2,0,0
Giuditta Galardi,ITA,Water Polo,0,0,1,0,0
Giulia Viacava,ITA,Water Polo,0,0,1,0,0
Gonzalo Echenique,ITA,Water Polo,0,0,1,0,0
Gonzalo Echenique,ITA,Water Polo,0,0,2,0,0
Lorenzo Bruni,ITA,Water Polo,0,0,1,0,0
Matteo Aicardi,ITA,Water Polo,1,0,1,1,2
Matteo Aicardi,ITA,Water Polo,1,0,1,1,2
Matteo Iocchi,ITA,Water Polo,0,0,1,0,0
Niccolo Figari,ITA,Water Polo,0,0,1,0,0
Niccolo Figari,ITA,Water Polo,0,0,1,0,0
Nicholas Presciutti,ITA,Water Polo,1,0,1,0,1
Nicholas Presciutti,ITA,Water Polo,1,0,2,0,1
Pietro Figlioli,ITA,Water Polo,1,0,1,1,2
Pietro Figlioli,ITA,Water Polo,1,0,1,1,2
Roberta Bianconi,ITA,Water Polo,0,0,1,1,1
Roberta Bianconi,ITA,Water Polo,0,0,2,1,1
Roberta Marletta,ITA,Water Polo,0,0,1,0,0
Silvia Avegno,ITA,Water Polo,0,0,1,0,0
Sofia Giustini,ITA,Water Polo,0,0,1,0,0
Stefano Luongo,ITA,Water Polo,0,0,1,0,0
Stefano Luongo,ITA,Water Polo,0,0,1,0,0
Tommaso Gianazza,ITA,Water Polo,0,0,1,0,0
Valeria Palmieri,ITA,Water Polo,0,0,1,0,0
Vincenzo Dolce,ITA,Water Polo,0,0,1,0,0
Vincenzo Dolce,ITA,Water Polo,0,0,1,0,0
Vincenzo Renzuto,ITA,Water Polo,0,0,1,0,0
Vincenzo Renzuto,ITA,Water Polo,0,0,2,0,0
di Francesco,ITA,Water Polo,0,0,1,0,0
Antonino Pizzolato,ITA,Weightlifting,1,0,0,0,1
Antonino Pizzolato,ITA,Weightlifting,2,0,0,0,2
Davide Ruiu,ITA,Weightlifting,0,0,1,0,0
Davide Ruiu,ITA,Weightlifting,0,0,1,0,0
Giorgia Bordignon,ITA,Weightlifting,0,0,1,1,1
Giorgia Bordignon,ITA,Weightlifting,0,0,1,1,1
Grazia Alemanno,ITA,Weightlifting,0,0,1,0,0
Grazia Alemanno,ITA,Weightlifting,0,0,1,0,0
Lucrezia Magistris,ITA,Weightlifting,0,0,1,0,0
Mirko Zanni,ITA,Weightlifting,1,0,0,0,1
Mirko Zanni,ITA,Weightlifting,1,0,0,0,1
Sergio Massidda,ITA,Weightlifting,0,0,1,0,0
Aurora Russo,ITA,Wrestling,0,0,1,0,0
Emanuela Liuzzi,ITA,Wrestling,0,0,1,0,0
Frank Chamizo,ITA,Wrestling,0,0,1,0,0
Frank Chamizo,ITA,Wrestling,0,0,2,0,0
Jesus Conyedo,ITA,Wrestling,1,0,0,0,1
Jesus Conyedo,ITA,Wrestling,1,0,0,0,1
Adaejah Hodge,IVB,Athletics,0,0,1,0,0
Chantel Malone,IVB,Athletics,0,0,1,0,0
Chantel Malone,IVB,Athletics,0,0,1,0,0
McMASTER Kyron,IVB,Athletics,0,0,1,0,0
McMASTER Kyron,IVB,Athletics,0,0,2,0,0
Rikkoi Brathwaite,IVB,Athletics,0,0,1,0,0
Elinah Phillip,IVB,Swimming,0,0,2,0,0
Elinah Phillip,IVB,Swimming,0,0,2,0,0
Danusia Francis,JAM,Artistic Gymnastics,0,0,1,0,0
Danusia Francis,JAM,Artistic Gymnastics,0,0,1,0,0
Ackeem Blake,JAM,Athletics,0,0,2,0,0
Ackelia Smith,JAM,Athletics,0,0,2,0,0
Ackera Nugent,JAM,Athletics,0,0,1,0,0
Adelle Tracey,JAM,Athletics,0,0,2,0,0
Aisha Praught-leer,JAM,Athletics,0,0,1,0,0
Aisha Praught-leer,JAM,Athletics,0,0,1,0,0
Alana Reid,JAM,Athletics,0,0,1,0,0
Alex Morgan,JAM,Athletics,0,0,1,0,0
Alex Morgan,JAM,Athletics,0,0,1,0,0
Andrenette Knight,JAM,Athletics,0,0,2,0,0
Andrew Hudson,JAM,Athletics,0,0,1,0,0
Ann Williams,JAM,Athletics,1,0,1,0,1
Ann Williams,JAM,Athletics,1,0,3,0,1
Anthony Cox,JAM,Athletics,0,0,1,0,0
Ashley Williams,JAM,Athletics,0,0,2,0,0
Briana Williams,JAM,Athletics,0,1,0,0,1
Briana Williams,JAM,Athletics,0,1,0,0,1
Britany Anderson,JAM,Athletics,0,0,1,0,0
Britany Anderson,JAM,Athletics,0,0,1,0,0
Bryan Levell,JAM,Athletics,0,0,1,0,0
Chad Wright,JAM,Athletics,0,0,1,0,0
Chad Wright,JAM,Athletics,0,0,1,0,0
Chanice Porter,JAM,Athletics,0,0,1,0,0
Chanice Porter,JAM,Athletics,0,0,2,0,0
Charokee Young,JAM,Athletics,0,0,1,0,0
Charokee Young,JAM,Athletics,0,0,2,0,0
Christopher Taylor,JAM,Athletics,0,0,2,0,0
Christopher Taylor,JAM,Athletics,0,0,2,0,0
Damion Thomas,JAM,Athletics,0,0,1,0,0
Damion Thomas,JAM,Athletics,0,0,1,0,0
Danielle Williams,JAM,Athletics,0,0,1,0,0
Danniel Thomas-dodd,JAM,Athletics,0,0,1,0,0
Danniel Thomas-dodd,JAM,Athletics,0,0,2,0,0
Deandre Watkin,JAM,Athletics,0,0,1,0,0
Demish Gaye,JAM,Athletics,0,0,2,0,0
Demish Gaye,JAM,Athletics,0,0,2,0,0
Elaine Thompson-herah,JAM,Athletics,0,3,0,0,3
Elaine Thompson-herah,JAM,Athletics,0,3,0,0,3
Fedrick Dacres,JAM,Athletics,0,0,2,0,0
Fedrick Dacres,JAM,Athletics,0,0,2,0,0
Hansle Parchment,JAM,Athletics,1,1,0,0,2
Hansle Parchment,JAM,Athletics,1,1,1,0,2
Jaheel Hyde,JAM,Athletics,0,0,3,0,0
Jaheel Hyde,JAM,Athletics,0,0,4,0,0
Janeek Brown,JAM,Athletics,0,0,1,0,0
Janieve Russell,JAM,Athletics,1,0,2,0,1
Janieve Russell,JAM,Athletics,1,0,3,0,1
Jaydon Hibbert,JAM,Athletics,0,0,1,0,0
Jehlani Gordon,JAM,Athletics,0,0,1,0,0
Jelani Walker,JAM,Athletics,0,0,1,0,0
Jevaughn Minzie,JAM,Athletics,0,1,1,0,1
Jevaughn Minzie,JAM,Athletics,0,1,1,0,1
Jevaughn Powell,JAM,Athletics,0,0,1,0,0
Jordan Scott,JAM,Athletics,0,0,1,0,0
Julian Forte,JAM,Athletics,0,0,2,0,0
Julian Forte,JAM,Athletics,0,0,2,0,0
Junelle Bromfield,JAM,Athletics,1,0,1,0,1
Junelle Bromfield,JAM,Athletics,1,0,4,0,1
Karayme Bartley,JAM,Athletics,0,0,2,0,0
Karayme Bartley,JAM,Athletics,0,0,2,0,0
Kemar Mowatt,JAM,Athletics,0,0,1,0,0
Kemar Mowatt,JAM,Athletics,0,0,1,0,0
Kemba Nelson,JAM,Athletics,0,0,1,0,0
Kimberly Williams,JAM,Athletics,0,0,3,0,0
Kimberly Williams,JAM,Athletics,0,0,4,0,0
Kishane Thompson,JAM,Athletics,0,0,1,1,1
Lamara Distin,JAM,Athletics,0,0,1,0,0
Lanae-tava Thomas,JAM,Athletics,0,0,1,0,0
Leah Nugent,JAM,Athletics,0,0,2,0,0
Leah Nugent,JAM,Athletics,0,0,2,0,0
Lloydricia Cameron,JAM,Athletics,0,0,1,0,0
Lloydricia Cameron,JAM,Athletics,0,0,2,0,0
Malik James-king,JAM,Athletics,0,0,1,0,0
McDONALD Rusheen,JAM,Athletics,0,0,1,0,0
McDONALD Rusheen,JAM,Athletics,0,0,1,0,0
McGREGOR Roneisha,JAM,Athletics,1,0,1,0,1
McGREGOR Roneisha,JAM,Athletics,1,0,1,0,1
McLEOD Candice,JAM,Athletics,1,0,1,0,1
McLEOD Candice,JAM,Athletics,1,0,1,0,1
McLEOD Carey,JAM,Athletics,0,0,2,0,0
McLEOD Carey,JAM,Athletics,0,0,3,0,0
McPHERSON Ann,JAM,Athletics,1,0,1,0,1
McPHERSON Ann,JAM,Athletics,1,0,3,0,1
Megan Tapper,JAM,Athletics,1,0,0,0,1
Megan Tapper,JAM,Athletics,1,0,0,0,1
Natasha Morrison,JAM,Athletics,0,1,0,0,1
Natasha Morrison,JAM,Athletics,0,1,0,0,1
Nathon Allen,JAM,Athletics,0,0,2,1,1
Nathon Allen,JAM,Athletics,0,0,2,1,1
Natoya Goule,JAM,Athletics,0,0,2,0,0
Natoya Goule,JAM,Athletics,0,0,2,0,0
Natoya Goule-toppin,JAM,Athletics,0,0,1,0,0
Navasky Anderson,JAM,Athletics,0,0,1,0,0
Nickisha Pryce,JAM,Athletics,0,0,2,0,0
Niesha Burgher,JAM,Athletics,0,0,1,0,0
Nigel Ellis,JAM,Athletics,0,0,1,0,0
Nigel Ellis,JAM,Athletics,0,0,1,0,0
Oblique Seville,JAM,Athletics,0,0,2,0,0
Oblique Seville,JAM,Athletics,0,0,4,0,0
Orlando Bennett,JAM,Athletics,0,0,1,0,0
Patrick Robinson,JAM,Athletics,0,0,1,0,0
Patrick Robinson,JAM,Athletics,0,0,1,0,0
Rajindra Campbell,JAM,Athletics,1,0,0,0,1
Ralford Mullings,JAM,Athletics,0,0,1,0,0
Rasheed Broadbell,JAM,Athletics,1,0,0,0,1
Rasheed Dwyer,JAM,Athletics,0,0,1,0,0
Rasheed Dwyer,JAM,Athletics,0,0,1,0,0
Remona Burchell,JAM,Athletics,0,1,0,0,1
Remona Burchell,JAM,Athletics,0,1,0,0,1
Roje Stona,JAM,Athletics,0,1,0,0,1
Romaine Beckford,JAM,Athletics,0,0,1,0,0
Ronald Levy,JAM,Athletics,1,0,0,0,1
Ronald Levy,JAM,Athletics,1,0,0,0,1
Ronda Whyte,JAM,Athletics,0,0,1,0,0
Ronda Whyte,JAM,Athletics,0,0,1,0,0
Roshawn Clarke,JAM,Athletics,0,0,1,0,0
Rushell Clayton,JAM,Athletics,0,0,1,0,0
Samantha Hall,JAM,Athletics,0,0,1,0,0
Sean Bailey,JAM,Athletics,0,0,2,0,0
Sean Bailey,JAM,Athletics,0,0,3,0,0
Shadae Lawrence,JAM,Athletics,0,0,2,0,0
Shadae Lawrence,JAM,Athletics,0,0,2,0,0
Shanieka Ricketts,JAM,Athletics,0,0,1,0,0
Shanieka Ricketts,JAM,Athletics,0,0,1,1,1
Shashalee Forbes,JAM,Athletics,0,0,0,1,1
Shashalee Forbes,JAM,Athletics,0,0,2,1,1
Shawn Rowe,JAM,Athletics,0,0,1,0,0
Shawn Rowe,JAM,Athletics,0,0,1,0,0
Shelly-ann Fraser-pryce,JAM,Athletics,0,1,1,1,2
Shelly-ann Fraser-pryce,JAM,Athletics,0,1,2,1,2
Shericka Jackson,JAM,Athletics,3,1,1,1,5
Shericka Jackson,JAM,Athletics,3,1,3,1,5
Shiann Salmon,JAM,Athletics,0,0,2,0,0
Tajay Gayle,JAM,Athletics,0,0,1,0,0
Tajay Gayle,JAM,Athletics,0,0,2,0,0
Tia Clayton,JAM,Athletics,0,0,2,0,0
Tiffany James,JAM,Athletics,0,0,1,0,0
Tiffany James,JAM,Athletics,0,0,1,0,0
Tissanna Hickling,JAM,Athletics,0,0,1,0,0
Tissanna Hickling,JAM,Athletics,0,0,1,0,0
Tovea Jenkins,JAM,Athletics,1,0,1,0,1
Tovea Jenkins,JAM,Athletics,1,0,1,0,1
Traves Smikle,JAM,Athletics,0,0,2,0,0
Traves Smikle,JAM,Athletics,0,0,3,0,0
Tyquendo Tracey,JAM,Athletics,0,0,2,0,0
Tyquendo Tracey,JAM,Athletics,0,0,2,0,0
Wayne Pinnock,JAM,Athletics,0,0,0,1,1
Yanique Thompson,JAM,Athletics,0,0,1,0,0
Yanique Thompson,JAM,Athletics,0,0,1,0,0
Yohan Blake,JAM,Athletics,0,2,4,2,4
Yohan Blake,JAM,Athletics,0,2,4,2,4
Zandrion Barnes,JAM,Athletics,0,0,1,0,0
Ricardo Brown,JAM,Boxing,0,0,1,0,0
Ricardo Brown,JAM,Boxing,0,0,1,0,0
Yona Knight-wisdom,JAM,Diving,0,0,2,0,0
Yona Knight-wisdom,JAM,Diving,0,0,3,0,0
Ebony Drysdale,JAM,Judo,0,0,1,0,0
Ebony Drysdale,JAM,Judo,0,0,1,0,0
McKENZIE Ashley,JAM,Judo,0,0,1,0,0
Alia Atkinson,JAM,Swimming,0,0,8,0,0
Alia Atkinson,JAM,Swimming,0,0,8,0,0
Keanan Dols,JAM,Swimming,0,0,2,0,0
Keanan Dols,JAM,Swimming,0,0,2,0,0
Sabrina Lyn,JAM,Swimming,0,0,1,0,0
Ahmad Abu,JOR,Artistic Gymnastics,0,0,2,0,0
Aliya Boshnak,JOR,Athletics,0,0,1,0,0
Aliya Boshnak,JOR,Athletics,0,0,1,0,0
Hussein Eashash,JOR,Boxing,0,0,1,0,0
Hussein Eashash,JOR,Boxing,0,0,1,0,0
Hussein Iashaish,JOR,Boxing,0,0,2,0,0
Hussein Iashaish,JOR,Boxing,0,0,3,0,0
Obada Alkasbeh,JOR,Boxing,0,0,1,0,0
Zeyad Eashash,JOR,Boxing,0,0,1,0,0
Hani Bisharat,JOR,Equestrian,0,0,1,0,0
Hani Bisharat,JOR,Equestrian,0,0,1,0,0
Younis Eyal,JOR,Judo,0,0,1,0,0
Younis Eyal,JOR,Judo,0,0,1,0,0
Rahman Almasatfa,JOR,Karate,1,0,0,0,1
Rahman Almasatfa,JOR,Karate,1,0,0,0,1
Asma Abu,JOR,Shooting,0,0,1,0,0
Asma Abu,JOR,Shooting,0,0,1,0,0
Amro Al-wir,JOR,Swimming,0,0,2,0,0
Amro Al-wir,JOR,Swimming,0,0,3,0,0
Talita Baqlah,JOR,Swimming,0,0,3,0,0
Talita Baqlah,JOR,Swimming,0,0,3,0,0
Julyana Al-sadeq,JOR,Taekwondo,0,0,1,0,0
Julyana Al-sadeq,JOR,Taekwondo,0,0,1,0,0
Rama Abo-alrub,JOR,Taekwondo,0,0,1,0,0
Saleh Elsharabaty,JOR,Taekwondo,0,0,0,1,1
Saleh Elsharabaty,JOR,Taekwondo,0,0,1,1,1
Zaid Kareem,JOR,Taekwondo,0,0,0,1,1
Ira Brown,JPN,3x3 Basketball,0,0,1,0,0
Ira Brown,JPN,3x3 Basketball,0,0,1,0,0
Keisei Tominaga,JPN,3x3 Basketball,0,0,1,0,0
Keisei Tominaga,JPN,3x3 Basketball,0,0,1,0,0
Mai Yamamoto,JPN,3x3 Basketball,0,0,1,0,0
Mai Yamamoto,JPN,3x3 Basketball,0,0,1,0,0
Mio Shinozaki,JPN,3x3 Basketball,0,0,1,0,0
Mio Shinozaki,JPN,3x3 Basketball,0,0,1,0,0
Risa Nishioka,JPN,3x3 Basketball,0,0,1,0,0
Risa Nishioka,JPN,3x3 Basketball,0,0,1,0,0
Ryuto Yasuoka,JPN,3x3 Basketball,0,0,1,0,0
Ryuto Yasuoka,JPN,3x3 Basketball,0,0,1,0,0
Stephanie Mawuli,JPN,3x3 Basketball,0,0,1,0,0
Stephanie Mawuli,JPN,3x3 Basketball,0,0,1,0,0
Tomoya Ochiai,JPN,3x3 Basketball,0,0,1,0,0
Tomoya Ochiai,JPN,3x3 Basketball,0,0,1,0,0
Azusa Yamauchi,JPN,Archery,0,0,3,0,0
Azusa Yamauchi,JPN,Archery,0,0,3,0,0
Hiroki Muto,JPN,Archery,1,0,2,0,1
Hiroki Muto,JPN,Archery,1,0,2,0,1
Miki Nakamura,JPN,Archery,0,0,2,0,0
Miki Nakamura,JPN,Archery,0,0,2,0,0
