Name,NOC,Sport,Bronze_Medals,Gold_Medals,No Medals,Silve_Medals,Tota_Medals,Participation Count,Cutoff Year,TOPSIS Score,TOPSIS Rank,Birth_Year,Age_in_2028
Valentina Rodini,ITA,Rowing,0,1,1,0,1,2,2020,0.08062117,3590,1995,33
Federica Cesarini,ITA,Rowing,0,1,0,0,1,1,2020,0.080611276,4224,1996,32
Giovanni Abagnale,ITA,Rowing,1,0,1,0,1,2,2020,0.079870749,5334,1995,33
Stefano Oppo,ITA,Rowing,1,0,1,0,1,2,2020,0.079870749,5334,1994,34
Alessandra Patelli,ITA,Rowing,0,0,2,0,0,2,2020,0.001165157,11953,1991,37
Alessandra Montesano,ITA,Rowing,0,0,1,0,0,1,2020,0,22629,1998,30
Aisha Rocek,ITA,Rowing,0,0,1,0,0,1,2020,0,22629,1998,30
Elisa Mondelli,ITA,Rowing,0,0,1,0,0,1,2024,0,22629,1998,30
Davide Verita',ITA,Rowing,0,0,1,0,0,1,2024,0,22629,2000,28
Davide Comini,ITA,Rowing,0,0,1,0,0,1,2024,0,22629,2000,28
Alice Codato,ITA,Rowing,0,0,1,0,0,1,2024,0,22629,2003,25
Clara Guerra,ITA,Rowing,0,0,1,0,0,1,2024,0,22629,1998,30
Alice Gnatta,ITA,Rowing,0,0,1,0,0,1,2024,0,22629,2003,25
Andrea Panizza,ITA,Rowing,0,0,1,0,0,1,2020,0,22629,1998,30
Chiara Ondoli,ITA,Rowing,0,0,1,0,0,1,2020,0,22629,1995,33
Giovanni Codato,ITA,Rowing,0,0,1,0,0,1,2024,0,22629,1999,29
Giorgia Pelacchi,ITA,Rowing,0,0,1,0,0,1,2024,0,22629,1998,30
Giacomo Gentili,ITA,Rowing,0,0,1,0,0,1,2020,0,22629,1997,31
Emanuele Capponi,ITA,Rowing,0,0,1,0,0,1,2024,0,22629,2001,27
Emanuele Gaetani,ITA,Rowing,0,0,1,0,0,1,2024,0,22629,1996,32
Luca Rambaldi,ITA,Rowing,0,0,1,0,0,1,2020,0,22629,1994,34
Leonardo Pietra,ITA,Rowing,0,0,1,0,0,1,2024,0,22629,1997,31
Kiri Tontodonati,ITA,Rowing,0,0,1,0,0,1,2020,0,22629,1994,34
Nicholas Kohl,ITA,Rowing,0,0,1,0,0,1,2024,0,22629,1998,30
Matteo Sartori,ITA,Rowing,0,0,1,0,0,1,2024,0,22629,2002,26
Silvia Terrazzi,ITA,Rowing,0,0,1,0,0,1,2024,0,22629,1995,33
Nicolo' Carucci,ITA,Rowing,0,0,1,0,0,1,2024,0,22629,2001,27
Stefania Gobbi,ITA,Rowing,0,0,1,0,0,1,2020,0,22629,1995,33
Valentina Iseppi,ITA,Rowing,0,0,1,0,0,1,2020,0,22629,1997,31
Veronica Bumbaca,ITA,Rowing,0,0,1,0,0,1,2024,0,22629,1999,29
Ruggero Tita,ITA,Sailing,0,1,1,0,1,2,2020,0.08062117,3590,1992,36
Mattia Camboni,ITA,Sailing,0,0,2,0,0,2,2020,0.001165157,11953,1996,32
Silvia Zennaro,ITA,Sailing,0,0,2,0,0,2,2020,0.001165157,11953,1989,39
Elena Berta,ITA,Sailing,0,0,2,0,0,2,2020,0.001165157,11953,1992,36
Bianca Caruso,ITA,Sailing,0,0,1,0,0,1,2020,0,22629,1996,32
Giorgia Bertuzzi,ITA,Sailing,0,0,1,0,0,1,2024,0,22629,2001,27
Eillen Pescetto,ITA,Sailing,0,0,1,0,0,1,2024,0,22629,2000,28
Brando Chiavarini,ITA,Sailing,0,0,1,0,0,1,2024,0,22629,1994,34
Giulio Calabro,ITA,Sailing,0,0,1,0,0,1,2020,0,22629,1996,32
Marta Maggetti,ITA,Sailing,0,0,1,0,0,1,2020,0,22629,1996,32
Jana Germani,ITA,Sailing,0,0,1,0,0,1,2024,0,22629,1999,29
Riccardo Pianosi,ITA,Sailing,0,0,1,0,0,1,2024,0,22629,2005,23
Maria Stanco,ITA,Shooting,0,0,0,1,1,1,2024,0.086108042,2712,1993,35
Nilo Maldini,ITA,Shooting,0,0,0,1,1,1,2024,0.086108042,2712,2001,27
Jessica Rossi,ITA,Shooting,0,1,3,0,1,4,2020,0.080685202,3315,1992,36
Gabriele Rossetti,ITA,Shooting,0,1,1,0,1,2,2020,0.08062117,3590,1995,33
Dennis Sollazzo,ITA,Shooting,0,0,3,0,0,3,2024,0.002327667,8721,2002,26
Sofia Ceccarello,ITA,Shooting,0,0,3,0,0,3,2020,0.002327667,8721,2002,26
Barbara Gambaro,ITA,Shooting,0,0,3,0,0,3,2024,0.002327667,8721,1992,36
Marco Suppini,ITA,Shooting,0,0,2,0,0,2,2020,0.001165157,11953,1998,30
Lorenzo Bacci,ITA,Shooting,0,0,2,0,0,2,2020,0.001165157,11953,1994,34
Martina Bartolomei,ITA,Shooting,0,0,2,0,0,2,2024,0.001165157,11953,1990,38
Massimo Spinella,ITA,Shooting,0,0,1,0,0,1,2024,0,22629,1999,29
Paolo Monna,ITA,Shooting,0,0,1,0,0,1,2020,0,22629,1998,30
Silvana Stanco,ITA,Shooting,0,0,1,0,0,1,2020,0,22629,1993,35
Tammaro Cassandro,ITA,Shooting,0,0,1,0,0,1,2020,0,22629,1993,35
Tommaso Chelli,ITA,Shooting,0,0,1,0,0,1,2020,0,22629,1995,33
Alessandro Mazzara,ITA,Skateboarding,0,0,1,0,0,1,2020,0,22629,2004,24
Asia Lanzi,ITA,Skateboarding,0,0,1,0,0,1,2020,0,22629,2002,26
Beatrice Colli,ITA,Sport Climbing,0,0,1,0,0,1,2024,0,22629,2004,24
Camilla Moroni,ITA,Sport Climbing,0,0,1,0,0,1,2024,0,22629,2001,27
Laura Rogora,ITA,Sport Climbing,0,0,1,0,0,1,2020,0,22629,2001,27
Ludovico Fossali,ITA,Sport Climbing,0,0,1,0,0,1,2020,0,22629,1997,31
Gabriele Detti,ITA,Swimming,2,0,4,0,2,6,2020,0.152044889,621,1994,34
Federico Burdisso,ITA,Swimming,2,0,1,0,2,3,2020,0.151967978,675,2001,27
Nicolo Martinenghi,ITA,Swimming,2,0,1,0,2,3,2020,0.151967978,675,1999,29
Federica Pellegrini,ITA,Swimming,0,1,21,1,2,23,2020,0.127476466,755,1988,40
Thomas Ceccon,ITA,Swimming,1,0,3,1,2,5,2020,0.122894564,1042,2001,27
Alessandro Miressi,ITA,Swimming,1,0,1,1,2,3,2020,0.122834194,1105,1998,30
Lorenzo Zazzeri,ITA,Swimming,0,0,1,1,1,2,2020,0.08611725,1957,1994,34
Manuel Frigo,ITA,Swimming,0,0,0,1,1,1,2020,0.086108042,2712,1997,31
Simona Quadarella,ITA,Swimming,1,0,2,0,1,3,2020,0.079894383,4975,1998,30
Leonardo Deplano,ITA,Swimming,1,0,2,0,1,3,2024,0.079894383,4975,1999,29
Ilaria Bianchi,ITA,Swimming,0,0,7,0,0,7,2020,0.006951319,7022,1990,38
Sofia Morini,ITA,Swimming,0,0,5,0,0,5,2024,0.004644761,7393,2003,25
Margherita Panziera,ITA,Swimming,0,0,4,0,0,4,2020,0.003487533,7794,1995,33
Sara Franceschi,ITA,Swimming,0,0,4,0,0,4,2020,0.003487533,7794,1999,29
Martina Carraro,ITA,Swimming,0,0,4,0,0,4,2020,0.003487533,7794,1993,35
Simone Sabbioni,ITA,Swimming,0,0,4,0,0,4,2020,0.003487533,7794,1996,32
Arianna Castiglioni,ITA,Swimming,0,0,3,0,0,3,2020,0.002327667,8721,1997,31
Stefania Pirozzi,ITA,Swimming,0,0,3,0,0,3,2020,0.002327667,8721,1993,35
Rita Caramignoli,ITA,Swimming,0,0,2,0,0,2,2020,0.001165157,11953,1991,37
Stefano Ballo,ITA,Swimming,0,0,2,0,0,2,2020,0.001165157,11953,1993,35
Chiara Tarantino,ITA,Swimming,0,0,2,0,0,2,2024,0.001165157,11953,2003,25
Costanza Cocconcelli,ITA,Swimming,0,0,2,0,0,2,2024,0.001165157,11953,2002,26
Alessandro Ragaini,ITA,Swimming,0,0,2,0,0,2,2024,0.001165157,11953,2006,22
Alberto Razzetti,ITA,Swimming,0,0,2,0,0,2,2020,0.001165157,11953,1999,29
Viola Scotto,ITA,Swimming,0,0,2,0,0,2,2024,0.001165157,11953,2003,25
Sara Curtis,ITA,Swimming,0,0,2,0,0,2,2024,0.001165157,11953,2006,22
Virginia Menicucci,ITA,Swimming,0,0,2,0,0,2,2024,0.001165157,11953,2002,26
Carlos D'ambrosio,ITA,Swimming,0,0,2,0,0,2,2024,0.001165157,11953,2007,21
Ilaria Cusinato,ITA,Swimming,0,0,2,0,0,2,2020,0.001165157,11953,1999,29
Giulia D'innocenzo,ITA,Swimming,0,0,2,0,0,2,2024,0.001165157,11953,2002,26
Giulia Ramatelli,ITA,Swimming,0,0,2,0,0,2,2024,0.001165157,11953,2000,28
Michele Lamberti,ITA,Swimming,0,0,2,0,0,2,2024,0.001165157,11953,2000,28
Domenico Acerenza,ITA,Swimming,0,0,1,0,0,1,2020,0,22629,1995,33
Art Viberti,ITA,Swimming,0,0,1,0,0,1,2024,0,22629,2002,26
Debora Vivarelli,ITA,Table Tennis,0,0,1,0,0,1,2020,0,22629,1993,35
Giorgia Piccolin,ITA,Table Tennis,0,0,1,0,0,1,2024,0,22629,1996,32
Vito Dell'aquila,ITA,Taekwondo,0,1,0,0,1,1,2020,0.080611276,4224,2000,28
Elisabetta Matonti,ITA,Taekwondo,0,0,1,0,0,1,2024,0,22629,2004,24
Simone Alessio,ITA,Taekwondo,0,0,1,0,0,1,2020,0,22629,2000,28
Andrea Vavassori,ITA,Tennis,0,0,3,0,0,3,2024,0.002327667,8721,1995,33
Elisabetta Cocciaretto,ITA,Tennis,0,0,2,0,0,2,2024,0.001165157,11953,2001,27
Jasmine Paolini,ITA,Tennis,0,0,2,0,0,2,2020,0.001165157,11953,1996,32
Lorenzo Musetti,ITA,Tennis,0,0,2,0,0,2,2020,0.001165157,11953,2002,26
Lorenzo Sonego,ITA,Tennis,0,0,2,0,0,2,2020,0.001165157,11953,1995,33
Luciano Darderi,ITA,Tennis,0,0,2,0,0,2,2024,0.001165157,11953,2002,26
Lucia Bronzetti,ITA,Tennis,0,0,2,0,0,2,2024,0.001165157,11953,1998,30
Camila Giorgi,ITA,Tennis,0,0,1,0,0,1,2020,0,22629,1991,37
Matteo Arnaldi,ITA,Tennis,0,0,1,0,0,1,2024,0,22629,2001,27
Angelica Olmo,ITA,Triathlon,0,0,2,0,0,2,2020,0.001165157,11953,1996,32
Delian Stateff,ITA,Triathlon,0,0,2,0,0,2,2020,0.001165157,11953,1994,34
Verena Steinhauser,ITA,Triathlon,0,0,2,0,0,2,2020,0.001165157,11953,1994,34
Gianluca Pozzatti,ITA,Triathlon,0,0,2,0,0,2,2020,0.001165157,11953,1993,35
Alessio Crociani,ITA,Triathlon,0,0,1,0,0,1,2024,0,22629,2001,27
Ivan Zaytsev,ITA,Volleyball,1,0,1,1,2,3,2020,0.122834194,1105,1988,40
Simone Giannelli,ITA,Volleyball,0,0,1,1,1,2,2020,0.08611725,1957,1996,32
Luca Vettori,ITA,Volleyball,0,0,1,1,1,2,2020,0.08611725,1957,1991,37
Matteo Piano,ITA,Volleyball,0,0,1,1,1,2,2020,0.08611725,1957,1990,38
Carlotta Cambi,ITA,Volleyball,0,1,0,0,1,1,2024,0.080611276,4224,1996,32
Ekaterina Antropova,ITA,Volleyball,0,1,0,0,1,1,2024,0.080611276,4224,2003,25
Gaia Giovannini,ITA,Volleyball,0,1,0,0,1,1,2024,0.080611276,4224,2001,27
Ilaria Spirito,ITA,Volleyball,0,1,0,0,1,1,2024,0.080611276,4224,1994,34
Loveth Omoruyi,ITA,Volleyball,0,1,0,0,1,1,2024,0.080611276,4224,2002,26
Marina Lubian,ITA,Volleyball,0,1,0,0,1,1,2024,0.080611276,4224,2000,28
Cristina Chirichella,ITA,Volleyball,0,0,2,0,0,2,2020,0.001165157,11953,1994,34
Alessia Orro,ITA,Volleyball,0,0,2,0,0,2,2020,0.001165157,11953,1998,30
Anna Danesi,ITA,Volleyball,0,0,2,0,0,2,2020,0.001165157,11953,1996,32
Chiara Bosetti,ITA,Volleyball,0,0,1,0,0,1,2020,0,22629,1994,34
Daniele Lavia,ITA,Volleyball,0,0,1,0,0,1,2020,0,22629,1999,29
Alessandro Michieletto,ITA,Volleyball,0,0,1,0,0,1,2020,0,22629,2001,27
Indre Sorokaite,ITA,Volleyball,0,0,1,0,0,1,2020,0,22629,1988,40
Gianluca Galassi,ITA,Volleyball,0,0,1,0,0,1,2020,0,22629,1997,31
Fatime Sylla,ITA,Volleyball,0,0,1,0,0,1,2020,0,22629,1995,33
Gabriele Laurenzano,ITA,Volleyball,0,0,1,0,0,1,2024,0,22629,2003,25
Fabio Balaso,ITA,Volleyball,0,0,1,0,0,1,2024,0,22629,1995,33
Elena Pietrini,ITA,Volleyball,0,0,1,0,0,1,2020,0,22629,2000,28
Luca Porro,ITA,Volleyball,0,0,1,0,0,1,2024,0,22629,2004,24
Jiri Kovar,ITA,Volleyball,0,0,1,0,0,1,2020,0,22629,1989,39
Luisa Fahr,ITA,Volleyball,0,0,1,0,0,1,2020,0,22629,2001,27
Mattia Bottolo,ITA,Volleyball,0,0,1,0,0,1,2024,0,22629,2000,28
Roberta Bianconi,ITA,Water Polo,0,0,1,1,1,2,2020,0.08611725,1957,1989,39
Chiara Tabani,ITA,Water Polo,0,0,0,1,1,1,2020,0.086108042,2712,1994,34
Nicholas Presciutti,ITA,Water Polo,1,0,1,0,1,2,2020,0.079870749,5334,1993,35
Alessandro Velotto,ITA,Water Polo,1,0,1,0,1,2,2020,0.079870749,5334,1995,33
Andrea Fondelli,ITA,Water Polo,1,0,0,0,1,1,2020,0.079861291,6185,1994,34
Agnese Cocchiere,ITA,Water Polo,0,0,1,0,0,1,2024,0,22629,1999,29
Dafne Bettini,ITA,Water Polo,0,0,1,0,0,1,2024,0,22629,2003,25
Domitilla Picozzi,ITA,Water Polo,0,0,1,0,0,1,2024,0,22629,1998,30
Aurora Condorelli,ITA,Water Polo,0,0,1,0,0,1,2024,0,22629,2001,27
Caterina Banchelli,ITA,Water Polo,0,0,1,0,0,1,2024,0,22629,2000,28
Gianmarco Nicosia,ITA,Water Polo,0,0,1,0,0,1,2020,0,22629,1998,30
Francesco Condemi,ITA,Water Polo,0,0,1,0,0,1,2024,0,22629,2003,25
Giuditta Galardi,ITA,Water Polo,0,0,1,0,0,1,2024,0,22629,1995,33
Giulia Viacava,ITA,Water Polo,0,0,1,0,0,1,2024,0,22629,1994,34
Lorenzo Bruni,ITA,Water Polo,0,0,1,0,0,1,2024,0,22629,1994,34
Gonzalo Echenique,ITA,Water Polo,0,0,1,0,0,1,2020,0,22629,1990,38
Niccolo Figari,ITA,Water Polo,0,0,1,0,0,1,2020,0,22629,1988,40
Matteo Iocchi,ITA,Water Polo,0,0,1,0,0,1,2024,0,22629,2002,26
Roberta Marletta,ITA,Water Polo,0,0,1,0,0,1,2024,0,22629,1995,33
Silvia Avegno,ITA,Water Polo,0,0,1,0,0,1,2024,0,22629,1997,31
Sofia Giustini,ITA,Water Polo,0,0,1,0,0,1,2024,0,22629,2003,25
Stefano Luongo,ITA,Water Polo,0,0,1,0,0,1,2020,0,22629,1990,38
Tommaso Gianazza,ITA,Water Polo,0,0,1,0,0,1,2024,0,22629,2002,26
Valeria Palmieri,ITA,Water Polo,0,0,1,0,0,1,2024,0,22629,1993,35
Vincenzo Dolce,ITA,Water Polo,0,0,1,0,0,1,2020,0,22629,1995,33
Vincenzo Renzuto,ITA,Water Polo,0,0,1,0,0,1,2020,0,22629,1993,35
Antonino Pizzolato,ITA,Weightlifting,1,0,0,0,1,1,2020,0.079861291,6185,1996,32
Mirko Zanni,ITA,Weightlifting,1,0,0,0,1,1,2020,0.079861291,6185,1997,31
Davide Ruiu,ITA,Weightlifting,0,0,1,0,0,1,2020,0,22629,2001,27
Jesus Conyedo,ITA,Wrestling,1,0,0,0,1,1,2020,0.079861291,6185,1993,35
Aurora Russo,ITA,Wrestling,0,0,1,0,0,1,2024,0,22629,2003,25
Emanuela Liuzzi,ITA,Wrestling,0,0,1,0,0,1,2024,0,22629,2000,28
Adaejah Hodge,IVB,Athletics,0,0,1,0,0,1,2024,0,22629,2006,22
Chantel Malone,IVB,Athletics,0,0,1,0,0,1,2020,0,22629,1991,37
McMASTER Kyron,IVB,Athletics,0,0,1,0,0,1,2020,0,22629,1997,31
Shericka Jackson,JAM,Athletics,3,1,1,1,5,6,2020,0.271953612,86,1994,34
Yohan Blake,JAM,Athletics,0,2,4,2,4,8,2020,0.245860375,118,1989,39
Elaine Thompson-herah,JAM,Athletics,0,3,0,0,3,3,2020,0.229657469,169,1992,36
Hansle Parchment,JAM,Athletics,1,1,0,0,2,2,2020,0.120052988,1338,1990,38
Nathon Allen,JAM,Athletics,0,0,2,1,1,3,2020,0.086139666,1640,1995,33
Kishane Thompson,JAM,Athletics,0,0,1,1,1,2,2024,0.08611725,1957,2001,27
Shashalee Forbes,JAM,Athletics,0,0,0,1,1,1,2020,0.086108042,2712,1996,32
Wayne Pinnock,JAM,Athletics,0,0,0,1,1,1,2024,0.086108042,2712,2000,28
Jevaughn Minzie,JAM,Athletics,0,1,1,0,1,2,2020,0.08062117,3590,1995,33
Briana Williams,JAM,Athletics,0,1,0,0,1,1,2020,0.080611276,4224,2002,26
Natasha Morrison,JAM,Athletics,0,1,0,0,1,1,2020,0.080611276,4224,1992,36
Remona Burchell,JAM,Athletics,0,1,0,0,1,1,2020,0.080611276,4224,1991,37
Roje Stona,JAM,Athletics,0,1,0,0,1,1,2024,0.080611276,4224,1999,29
Janieve Russell,JAM,Athletics,1,0,2,0,1,3,2020,0.079894383,4975,1993,35
McGREGOR Roneisha,JAM,Athletics,1,0,1,0,1,2,2020,0.079870749,5334,1997,31
McLEOD Candice,JAM,Athletics,1,0,1,0,1,2,2020,0.079870749,5334,1996,32
Junelle Bromfield,JAM,Athletics,1,0,1,0,1,2,2020,0.079870749,5334,1998,30
Tovea Jenkins,JAM,Athletics,1,0,1,0,1,2,2020,0.079870749,5334,1992,36
Rasheed Broadbell,JAM,Athletics,1,0,0,0,1,1,2024,0.079861291,6185,2000,28
Ronald Levy,JAM,Athletics,1,0,0,0,1,1,2020,0.079861291,6185,1992,36
Rajindra Campbell,JAM,Athletics,1,0,0,0,1,1,2024,0.079861291,6185,1996,32
Megan Tapper,JAM,Athletics,1,0,0,0,1,1,2020,0.079861291,6185,1994,34
Jaheel Hyde,JAM,Athletics,0,0,3,0,0,3,2020,0.002327667,8721,1997,31
Tyquendo Tracey,JAM,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1993,35
Oblique Seville,JAM,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,2001,27
Christopher Taylor,JAM,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1999,29
Andrenette Knight,JAM,Athletics,0,0,2,0,0,2,2024,0.001165157,11953,1996,32
Ackeem Blake,JAM,Athletics,0,0,2,0,0,2,2024,0.001165157,11953,2002,26
Traves Smikle,JAM,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1992,36
Tia Clayton,JAM,Athletics,0,0,2,0,0,2,2024,0.001165157,11953,2004,24
Shiann Salmon,JAM,Athletics,0,0,2,0,0,2,2024,0.001165157,11953,1999,29
Nickisha Pryce,JAM,Athletics,0,0,2,0,0,2,2024,0.001165157,11953,2001,27
Shadae Lawrence,JAM,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1995,33
Sean Bailey,JAM,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,2000,28
Natoya Goule,JAM,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1991,37
McLEOD Carey,JAM,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1998,30
Leah Nugent,JAM,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1992,36
Demish Gaye,JAM,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1993,35
Fedrick Dacres,JAM,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1994,34
Adelle Tracey,JAM,Athletics,0,0,2,0,0,2,2024,0.001165157,11953,1993,35
Ackelia Smith,JAM,Athletics,0,0,2,0,0,2,2024,0.001165157,11953,2002,26
Julian Forte,JAM,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1993,35
Karayme Bartley,JAM,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1995,33
Bryan Levell,JAM,Athletics,0,0,1,0,0,1,2024,0,22629,2003,25
Chad Wright,JAM,Athletics,0,0,1,0,0,1,2020,0,22629,1991,37
Danielle Williams,JAM,Athletics,0,0,1,0,0,1,2024,0,22629,1992,36
Danniel Thomas-dodd,JAM,Athletics,0,0,1,0,0,1,2020,0,22629,1992,36
Britany Anderson,JAM,Athletics,0,0,1,0,0,1,2020,0,22629,2001,27
Andrew Hudson,JAM,Athletics,0,0,1,0,0,1,2024,0,22629,1996,32
Alana Reid,JAM,Athletics,0,0,1,0,0,1,2024,0,22629,2005,23
Alex Morgan,JAM,Athletics,0,0,1,0,0,1,2020,0,22629,1989,39
Ackera Nugent,JAM,Athletics,0,0,1,0,0,1,2024,0,22629,2002,26
Aisha Praught-leer,JAM,Athletics,0,0,1,0,0,1,2020,0,22629,1989,39
Chanice Porter,JAM,Athletics,0,0,1,0,0,1,2020,0,22629,1994,34
Charokee Young,JAM,Athletics,0,0,1,0,0,1,2020,0,22629,2000,28
Deandre Watkin,JAM,Athletics,0,0,1,0,0,1,2024,0,22629,2002,26
Damion Thomas,JAM,Athletics,0,0,1,0,0,1,2020,0,22629,1999,29
Natoya Goule-toppin,JAM,Athletics,0,0,1,0,0,1,2024,0,22629,1991,37
Navasky Anderson,JAM,Athletics,0,0,1,0,0,1,2024,0,22629,2000,28
Malik James-king,JAM,Athletics,0,0,1,0,0,1,2024,0,22629,1999,29
Lloydricia Cameron,JAM,Athletics,0,0,1,0,0,1,2020,0,22629,1996,32
Yona Knight-wisdom,JAM,Diving,0,0,2,0,0,2,2020,0.001165157,11953,1995,33
Ebony Drysdale,JAM,Judo,0,0,1,0,0,1,2020,0,22629,1994,34
Alia Atkinson,JAM,Swimming,0,0,8,0,0,8,2020,0.008100656,6917,1988,40
Keanan Dols,JAM,Swimming,0,0,2,0,0,2,2020,0.001165157,11953,1998,30
Aliya Boshnak,JOR,Athletics,0,0,1,0,0,1,2020,0,22629,2000,28
Hussein Iashaish,JOR,Boxing,0,0,2,0,0,2,2020,0.001165157,11953,1995,33
Hussein Eashash,JOR,Boxing,0,0,1,0,0,1,2020,0,22629,1998,30
Obada Alkasbeh,JOR,Boxing,0,0,1,0,0,1,2024,0,22629,1994,34
Talita Baqlah,JOR,Swimming,0,0,3,0,0,3,2020,0.002327667,8721,1995,33
Amro Al-wir,JOR,Swimming,0,0,2,0,0,2,2020,0.001165157,11953,2001,27
Zaid Kareem,JOR,Taekwondo,0,0,0,1,1,1,2024,0.086108042,2712,2001,27
Saleh Elsharabaty,JOR,Taekwondo,0,0,0,1,1,1,2020,0.086108042,2712,1998,30
Rama Abo-alrub,JOR,Taekwondo,0,0,1,0,0,1,2024,0,22629,2001,27
Julyana Al-sadeq,JOR,Taekwondo,0,0,1,0,0,1,2020,0,22629,1994,34
Hiroki Muto,JPN,Archery,1,0,2,0,1,3,2020,0.079894383,4975,1997,31
Yuki Kawata,JPN,Archery,1,0,1,0,1,2,2020,0.079870749,5334,1997,31
Azusa Yamauchi,JPN,Archery,0,0,3,0,0,3,2020,0.002327667,8721,1998,30
Miki Nakamura,JPN,Archery,0,0,2,0,0,2,2020,0.001165157,11953,1992,36
Shinnosuke Oka,JPN,Artistic Gymnastics,1,3,5,0,4,9,2024,0.254425222,111,2003,25
Daiki Hashimoto,JPN,Artistic Gymnastics,0,2,5,1,3,8,2020,0.190444633,239,2001,27
Kazuma Kaya,JPN,Artistic Gymnastics,1,0,6,1,2,8,2020,0.123050767,1019,1996,32
Wataru Tanigawa,JPN,Artistic Gymnastics,0,0,7,1,1,8,2020,0.08644918,1403,1996,32
Takeru Kitazono,JPN,Artistic Gymnastics,0,0,7,1,1,8,2020,0.08644918,1403,2002,26
Takaaki Sugino,JPN,Artistic Gymnastics,0,1,7,0,1,8,2024,0.080989474,3247,1998,30
Mai Murakami,JPN,Artistic Gymnastics,1,0,5,0,1,6,2020,0.080050158,4757,1996,32
Mana Okamura,JPN,Artistic Gymnastics,0,0,7,0,0,7,2024,0.006951319,7022,2005,23
Haruka Nakamura,JPN,Artistic Gymnastics,0,0,7,0,0,7,2024,0.006951319,7022,2008,20
Yukiko Inui,JPN,Artistic Swimming,0,0,2,0,0,2,2020,0.001165157,11953,1990,38
Moe Higa,JPN,Artistic Swimming,0,0,2,0,0,2,2024,0.001165157,11953,2007,21
Akane Yanagisawa,JPN,Artistic Swimming,0,0,1,0,0,1,2020,0,22629,1998,30
Ami Wada,JPN,Artistic Swimming,0,0,1,0,0,1,2024,0,22629,2003,25
Juka Fukumura,JPN,Artistic Swimming,0,0,1,0,0,1,2020,0,22629,1996,32
Ayano Shimada,JPN,Artistic Swimming,0,0,1,0,0,1,2024,0,22629,2006,22
Mayu Tsukamoto,JPN,Artistic Swimming,0,0,1,0,0,1,2020,0,22629,1997,31
Mashiro Yasunaga,JPN,Artistic Swimming,0,0,1,0,0,1,2020,0,22629,1999,29
Moeka Kijima,JPN,Artistic Swimming,0,0,1,0,0,1,2020,0,22629,1999,29
Ryota Yamagata,JPN,Athletics,0,0,5,1,1,6,2020,0.086286002,1431,1992,36
Shota Iizuka,JPN,Athletics,0,0,4,1,1,5,2020,0.086224064,1456,1991,37
Yoshihide Kiryu,JPN,Athletics,0,0,2,1,1,3,2020,0.086139666,1640,1995,33
Koki Ikeda,JPN,Athletics,0,0,0,1,1,1,2020,0.086108042,2712,1998,30
Toshikazu Yamanishi,JPN,Athletics,1,0,0,0,1,1,2020,0.079861291,6185,1996,32
Hitomi Niiya,JPN,Athletics,0,0,3,0,0,3,2020,0.002327667,8721,1988,40
Seito Yamamoto,JPN,Athletics,0,0,3,0,0,3,2020,0.002327667,8721,1992,36
Suguru Osako,JPN,Athletics,0,0,3,0,0,3,2020,0.002327667,8721,1991,37
Joseph Nakajima,JPN,Athletics,0,0,2,0,0,2,2024,0.001165157,11953,2002,26
Akihiro Higashida,JPN,Athletics,0,0,2,0,0,2,2024,0.001165157,11953,1995,33
Ayuko Suzuki,JPN,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1991,37
Fuga Sato,JPN,Athletics,0,0,2,0,0,2,2024,0.001165157,11953,1996,32
Kumiko Okada,JPN,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1991,37
Ayako Kimura,JPN,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1988,40
Ririka Hironaka,JPN,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,2000,28
Nozomi Tanaka,JPN,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1999,29
Koki Ueyama,JPN,Athletics,0,0,2,0,0,2,2024,0.001165157,11953,1999,29
Ryuichiro Sakai,JPN,Athletics,0,0,2,0,0,2,2024,0.001165157,11953,1998,30
Takashi Eto,JPN,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1991,37
Shuhei Tada,JPN,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1996,32
Daiki Ogawa,JPN,Athletics,0,0,1,0,0,1,2024,0,22629,1991,37
Bruno Dede,JPN,Athletics,0,0,1,0,0,1,2020,0,22629,1999,29
Ami Saito,JPN,Athletics,0,0,1,0,0,1,2020,0,22629,1995,33
Akira Akasaki,JPN,Athletics,0,0,1,0,0,1,2024,0,22629,1998,30
Ayane Yanai,JPN,Athletics,0,0,1,0,0,1,2024,0,22629,2003,25
