Name,NOC,Sport,Participation_Count,Gold_Medals,Silver_Medals,Bronze_Medals,Total_Medals
Krystyna Panchishko,UKR,Marathon Swimming,1,0,0,0,0
Krzysztof Chmielewski,POL,Swimming,1,0,0,0,0
Krzysztof Majerczak,POL,Canoe Slalom,1,0,0,0,0
Krzysztof Maksel,POL,Cycling,2,0,0,0,0
Krzysztof Maksel,POL,Cycling Track,2,0,0,0,0
Ksenia Perova,ROC,Archery,3,0,1,0,1
Ksenia Polikarpova,ISR,Badminton,1,0,0,0,0
Kseniia Aleksandrova,UZB,Rhythmic Gymnastics,1,0,0,0,0
Kseniia Makeeva,ROC,Handball,1,0,1,0,1
Kseniia Smirnova,ROC,Volleyball,1,0,0,0,0
Ksenija Balta,EST,Athletics,3,0,0,0,0
Kseniya Sydorenko,UKR,Artistic Swimming,1,0,0,1,1
Kseniya Sydorenko,UKR,Synchronized Swimming,3,0,0,0,0
Kuan Chow,MAS,Badminton,1,0,0,0,0
Kuan-hung Wang,TPE,Swimming,2,0,0,0,0
Kubra Caliskan,TUR,Volleyball,1,0,0,0,0
Kubra Ilgun,TUR,Taekwondo,1,0,0,1,1
Kuei-ru Chen,TPE,Athletics,1,0,0,0,0
Kumar Ravi,IND,Wrestling,1,0,1,0,1
Kumar Upadhyay,IND,Hockey,1,0,0,1,1
Kumiko Okada,JPN,Athletics,2,0,0,0,0
Kumushkhon Fayzullaeva,UZB,Weightlifting,1,0,0,0,0
Kun Bi,CHN,Sailing,1,0,0,1,1
Kun-pi Yang,TPE,Shooting,1,0,0,0,0
Kunihiro Shimizu,JPN,Volleyball,2,0,0,0,0
Kunwoo Park,KOR,Baseball/Softball,1,0,0,0,0
Kurotori Gomez,GUM,Swimming,1,0,0,0,0
Kurt Baker,NZL,Rugby Sevens,1,0,1,0,1
Kurt-lee Arendse,RSA,Rugby Sevens,1,0,0,0,0
Kurtis Imrie,NZL,Canoe Sprint,1,0,0,0,0
Kurtis Marschall,AUS,Athletics,2,0,0,0,0
Kwadjo Anani,GHA,Judo,1,0,0,0,0
Kwanghee Heo,KOR,Badminton,1,0,0,0,0
Kwanghyun Lee,KOR,Fencing,1,0,0,0,0
Kwesi Browne,TTO,Cycling Track,2,0,0,0,0
Kyah Simon,AUS,Football,2,0,0,0,0
Kyara Linskens,BEL,Basketball,1,0,0,0,0
Kye Rowles,AUS,Football,1,0,0,0,0
Kye Whyte,GBR,Cycling BMX Racing,1,0,1,0,1
Kyle Blignaut,RSA,Athletics,1,0,0,0,0
Kyle Chalmers,AUS,Swimming,7,1,1,4,6
Kyle Ensing,USA,Volleyball,1,0,0,0,0
Kyle Greaux,TTO,Athletics,2,0,0,0,0
Kyle Schoonbee,RSA,Rowing,1,0,0,0,0
Kyle Swan,AUS,Athletics,1,0,0,0,0
Kylie Masse,CAN,Swimming,5,0,2,2,4
Kyoko Kudo,JPN,Water Polo,1,0,0,0,0
Kyosuke Matsuyama,JPN,Fencing,2,0,0,0,0
Kyoungmin Hur,KOR,Baseball/Softball,1,0,0,0,0
Kyra Christmas,CAN,Water Polo,1,0,0,0,0
Kyra Condie,USA,Sport Climbing,1,0,0,0,0
Kyra Constantine,CAN,Athletics,2,0,0,0,0
Kyra Cooney-cross,AUS,Football,1,0,0,0,0
Kyu Han,KOR,Rugby Sevens,1,0,0,0,0
Kyungmin Kang,KOR,Handball,1,0,0,0,0
Kyungsun Choi,KOR,Athletics,1,0,0,0,0
Kz Okpala,NGR,Basketball,1,0,0,0,0
LALREMSIAMI,IND,Hockey,1,0,0,0,0
LETICIA,BRA,Football,1,0,0,0,0
LUCAO,BRA,Football,1,1,0,0,1
LUDMILA,BRA,Football,1,0,0,0,0
Lacarthea Cooper,BAH,Athletics,1,0,0,0,0
Lachie Miller,AUS,Rugby Sevens,1,0,0,0,0
Lachlan Anderson,AUS,Rugby Sevens,1,0,0,0,0
Lachlan Tame,AUS,Canoe Sprint,1,0,0,0,0
Lachlan Tame,AUS,Canoeing,1,0,0,1,1
Lachlan Wales,AUS,Football,1,0,0,0,0
Lada Vondrova,CZE,Athletics,1,0,0,0,0
Laerke Buhl-hansen,DEN,Sailing,1,0,0,0,0
Laerke Olsen,DEN,Judo,1,0,0,0,0
Laerke Rasmussen,DEN,Rowing,1,0,0,0,0
Laeticia Amihere,CAN,Basketball,1,0,0,0,0
Laetisha Scanlan,AUS,Shooting,3,0,0,0,0
Laetitia Guapo,FRA,3x3 Basketball,1,0,0,0,0
Laia Palau,ESP,Basketball,1,0,0,0,0
Laila Ali,EGY,Artistic Swimming,2,0,0,0,0
Laila Ferrer,BRA,Athletics,1,0,0,0,0
Laila Youssifou,NED,Rowing,1,0,0,0,0
Laina Perez,CUB,Shooting,3,0,0,0,0
Lais Nunes,BRA,Wrestling,1,0,0,0,0
Laisana Likuceva,FIJ,Rugby Sevens,1,0,0,1,1
Lam Tam,HKG,Swimming,1,0,0,0,0
Laman Alimuradova,AZE,Rhythmic Gymnastics,1,0,0,0,0
Lamecha Girma,ETH,Athletics,1,0,1,0,1
Lamjed Maafi,TUN,Wrestling,1,0,0,0,0
Lamya Matoub,ALG,Karate,1,0,0,0,0
Lan Quach,VIE,Athletics,1,0,0,0,0
Lana Pudar,BIH,Swimming,1,0,0,0,0
Lara Dallman-weiss,USA,Sailing,1,0,0,0,0
Lara Dashti,KUW,Swimming,1,0,0,0,0
Lara Gonzalez,ESP,Handball,1,0,0,0,0
Lara Grangeon,FRA,Marathon Swimming,1,0,0,0,0
Lara Grangeon,FRA,Swimming,3,0,0,0,0
Lara Lessmann,GER,Cycling BMX Freestyle,1,0,0,0,0
Lara Mechnig,LIE,Artistic Swimming,1,0,0,0,0
Lara Mori,ITA,Artistic Gymnastics,2,0,0,0,0
Larbi Bouriah,ALG,Table Tennis,1,0,0,0,0
Lari Pesonen,FIN,Shooting,1,0,0,0,0
Larisa Ceric,BIH,Judo,1,0,0,0,0
Larisa Korobeynikova,ROC,Fencing,2,1,0,1,2
Larisa Korobeynikova,RUS,Fencing,1,0,1,0,1
Larissa Araujo,BRA,Handball,1,0,0,0,0
Larissa Franklin,CAN,Baseball/Softball,1,0,0,1,1
Larissa Nusser,NED,Handball,1,0,0,0,0
Larissa Oliveira,BRA,Swimming,8,0,0,0,0
Larissa Pauluis,BEL,Equestrian,2,0,0,0,0
Larissa Pimenta,BRA,Judo,2,0,0,0,0
Lars Balk,NED,Hockey,1,0,0,0,0
Lars Rudiger,GER,Diving,1,0,0,1,1
Larysmer Martinez,DOM,Volleyball,1,0,0,0,0
Lasha Bekauri,GEO,Judo,1,1,0,0,1
Lasha Gobadze,GEO,Wrestling,1,0,0,0,0
Lasha Gulelauri,GEO,Athletics,1,0,0,0,0
Lasha Shavdatuashvili,GEO,Judo,3,1,1,1,3
Lasha Talakhadze,GEO,Weightlifting,2,2,0,0,2
Lasse Andersson,DEN,Handball,1,0,1,0,1
Lasse Svan,DEN,Handball,1,0,1,0,1
Lassi Etelatalo,FIN,Athletics,1,0,0,0,0
Laszlo Balogh,HUN,Archery,1,0,0,0,0
Laszlo Cseh,HUN,Swimming,1,0,0,0,0
Lataisi Mwea,KIR,Athletics,1,0,0,0,0
Latianara Soejima,JPN,Rugby Sevens,1,0,0,0,0
Latisha Chan,TPE,Tennis,1,0,0,0,0
Laura Asadauskaite,LTU,Modern Pentathlon,1,0,1,0,1
Laura Barrios,ESP,Hockey,1,0,0,0,0
Laura Bechdeju,ESP,Artistic Gymnastics,6,0,0,0,0
Laura Bernat,POL,Swimming,1,0,0,0,0
Laura Brock,AUS,Football,1,0,0,0,0
Laura Bueno,ESP,Athletics,1,0,0,0,0
Laura Coles,AUS,Shooting,1,0,0,0,0
Laura Collett,GBR,Equestrian,2,1,0,0,1
Laura Ester,ESP,Water Polo,1,0,1,0,1
Laura Flippes,FRA,Handball,1,1,0,0,1
Laura Gallagher,GBR,Trampoline Gymnastics,1,0,0,0,0
Laura Garcia-caro,ESP,Athletics,1,0,0,0,0
Laura Gil,ESP,Basketball,1,0,0,0,0
Laura Herin,CUB,Wrestling,1,0,0,0,0
Laura Igaune,LAT,Athletics,1,0,0,0,0
Laura Kenny,GBR,Cycling Track,3,1,1,0,2
Laura Kraut,USA,Equestrian,2,0,1,0,1
Laura Lindemann,GER,Triathlon,3,0,0,0,0
Laura Ludwig,GER,Beach Volleyball,4,1,0,0,1
Laura Mendez,ESP,Athletics,1,0,0,0,0
Laura Moya,CUB,Modern Pentathlon,1,0,0,0,0
Laura Muir,GBR,Athletics,2,0,1,0,1
Laura Muller,GER,Athletics,1,0,0,0,0
Laura Pigossi,BRA,Tennis,1,0,0,1,1
Laura Redondo,ESP,Athletics,1,0,0,0,0
Laura Riedemann,GER,Swimming,2,0,0,0,0
Laura Rogora,ITA,Sport Climbing,1,0,0,0,0
Laura Sarosi,HUN,Badminton,1,0,0,0,0
Laura Siegemund,GER,Tennis,5,0,0,0,0
Laura Smulders,NED,Cycling,2,0,0,1,1
Laura Smulders,NED,Cycling BMX Racing,1,0,0,0,0
Laura Stephens,GBR,Swimming,1,0,0,0,0
Laura Stigger,AUT,Cycling Mountain Bike,1,0,0,0,0
Laura Strugnell,RSA,Artistic Swimming,1,0,0,0,0
Laura Suessemilch,GER,Cycling Track,2,1,0,0,1
Laura Tarantola,FRA,Rowing,1,0,1,0,1
Laura Traets,BUL,Rhythmic Gymnastics,1,1,0,0,1
Laura Tremble,FRA,Artistic Swimming,1,0,0,0,0
Laura Unsworth,GBR,Hockey,3,1,0,2,3
Laura Valette,FRA,Athletics,1,0,0,0,0
Laura Veres,HUN,Swimming,1,0,0,0,0
Laura Vigna,ITA,Baseball/Softball,1,0,0,0,0
Laura Zeng,USA,Rhythmic Gymnastics,2,0,0,0,0
Laura-georgeta Ilie,ROU,Shooting,1,0,0,0,0
Laurel Hubbard,NZL,Weightlifting,1,0,0,0,0
Lauren Billys,PUR,Equestrian,1,0,0,0,0
Lauren Billys,PUR,Equestrianism,1,0,0,0,0
Lauren Bruce,NZL,Athletics,1,0,0,0,0
Lauren Doyle,USA,Rugby Sevens,2,0,0,0,0
Lauren Gale,CAN,Athletics,1,0,0,0,0
Lauren Hemp,GBR,Football,1,0,0,0,0
Lauren Lee,HAI,Taekwondo,1,0,0,0,0
Lauren Price,GBR,Boxing,1,1,0,0,1
Lauren Regula,CAN,Baseball/Softball,1,0,0,1,1
Lauren Reynolds,AUS,Cycling,2,0,0,0,0
Lauren Reynolds,AUS,Cycling BMX Racing,1,0,0,0,0
Lauren Smith,GBR,Badminton,3,0,0,0,0
Lauren Williams,GBR,Taekwondo,1,0,1,0,1
Lauren Wog,CAN,Swimming,2,0,0,0,0
Laurence Roos,BEL,Equestrian,2,0,0,0,0
Laurence Vincent-lapointe,CAN,Canoe Sprint,2,0,1,1,2
Lauriane Genest,CAN,Cycling Track,2,0,0,1,1
Laurien Leurink,NED,Hockey,2,1,1,0,2
Laurits Follert,GER,Rowing,1,0,1,0,1
Lautaro Bazan,ARG,Rugby Sevens,1,0,0,1,1
Lautaro Guzman,ARG,Taekwondo,1,0,0,0,0
Lautaro Morales,ARG,Football,1,0,0,0,0
Lavena Cavuru,FIJ,Rugby Sevens,1,0,0,1,1
Lavenia Tinai,FIJ,Rugby Sevens,2,0,0,1,1
Laviai Nielsen,GBR,Athletics,1,0,0,0,0
Lawrence Brittain,RSA,Rowing,2,0,1,0,1
Lawrence Cherono,KEN,Athletics,1,0,0,0,0
Lawrence Fotofili,TGA,Athletics,1,0,0,0,0
Lawrence Ng,HKG,Fencing,1,0,0,0,0
Lawrence Okoye,GBR,Athletics,2,0,0,0,0
Lawson Craddock,USA,Cycling Road,2,0,0,0,0
Lazaro Alvarez,CUB,Boxing,1,0,0,1,1
Lea Jamelot,FRA,Canoe Sprint,2,0,0,0,0
Lea Labrousse,FRA,Trampoline Gymnastics,1,0,0,0,0
Lea Meyer,GER,Athletics,1,0,0,0,0
Lea Siegl,AUT,Equestrian,1,0,0,0,0
Lea Sprunger,SUI,Athletics,2,0,0,0,0
Lea Yanitsas,AUS,Water Polo,2,0,0,0,0
Leah Kirchmann,CAN,Cycling,1,0,0,0,0
Leah Kirchmann,CAN,Cycling Road,2,0,0,0,0
Leah Neale,AUS,Swimming,2,0,1,1,2
Leah Nugent,JAM,Athletics,2,0,0,0,0
Leah Parry,AUS,Baseball/Softball,1,0,0,0,0
Leah Thomas,USA,Cycling Road,1,0,0,0,0
Leah Wambui,KEN,Rugby Sevens,1,0,0,0,0
Leah Williamson,GBR,Football,1,0,0,0,0
Leandro Bolmaro,ARG,Basketball,1,0,0,0,0
Leandro Tolini,ARG,Hockey,1,0,0,0,0
Leandro Usuna,ARG,Surfing,1,0,0,0,0
Leau Plodzicki-faoagali,SAM,Boxing,1,0,0,0,0
Lee Kiefer,USA,Fencing,5,1,0,0,1
Lee Lindo,CRC,Taekwondo,1,0,0,0,0
Lee Thompson,GBR,Athletics,2,0,0,0,0
Leeseul Kang,KOR,Basketball,1,0,0,0,0
Lei Gao,CHN,Trampoline Gymnastics,1,0,0,0,0
Lei Kou,UKR,Table Tennis,3,0,0,0,0
Leigh Godfrey,AUS,Baseball/Softball,1,0,0,0,0
Leigh Hoffman,AUS,Cycling Track,1,0,0,0,0
Leigh Howard,AUS,Cycling Track,2,0,0,1,1
Leila Heurtault,FRA,Karate,1,0,0,0,0
Leilani Mitchell,AUS,Basketball,2,0,0,0,0
Lela Alzigkouzi,GRE,Artistic Swimming,1,0,0,0,0
Lelisa Desisa,ETH,Athletics,1,0,0,0,0
Lemawork Ketema,AUT,Athletics,1,0,0,0,0
Lemlem Hailu,ETH,Athletics,1,0,0,0,0
Lena Grabowski,AUT,Swimming,2,0,0,0,0
Lena Hentschel,GER,Diving,1,0,0,1,1
Lena Micheel,GER,Hockey,1,0,0,0,0
Lena Mihailovic,AUS,Water Polo,1,0,0,0,0
Lenchu Kunzang,BHU,Shooting,2,0,0,0,0
Leni Shida,UGA,Athletics,1,0,0,0,0
Lenin Preciado,ECU,Judo,1,0,0,0,0
Lenka Antosova,CZE,Rowing,1,0,0,0,0
Lenur Temirov,UKR,Wrestling,2,0,0,0,0
Leo Bergere,FRA,Triathlon,2,0,0,1,1
Leo Davis,RSA,Sailing,1,0,0,0,0
Leo Kopp,GER,Athletics,1,0,0,0,0
Leo Takahashi,JPN,Sailing,1,0,0,0,0
Leo Vendrame,JPN,Basketball,1,0,0,0,0
Leodan Pezo,PER,Boxing,1,0,0,0,0
Leon Glatzer,GER,Surfing,1,0,0,0,0
Leon Hayward,NZL,Hockey,1,0,0,0,0
Leon Marchand,FRA,Swimming,4,0,0,0,0
Leon Reid,IRL,Athletics,1,0,0,0,0
Leon Rohde,GER,Cycling Track,2,0,0,0,0
Leona Maguire,IRL,Golf,2,0,0,0,0
Leonardo Dutra,BRA,Handball,1,0,0,0,0
Leonardo Fabbri,ITA,Athletics,1,0,0,0,0
Leonardo Fioravanti,ITA,Surfing,1,0,0,0,0
Leonardo Vial,BRA,Handball,1,0,0,0,0
Leonel Mosevich,ARG,Football,1,0,0,0,0
Leonid Ekimov,ROC,Shooting,1,0,0,0,0
Leonida Kasaya,KEN,Volleyball,1,0,0,0,0
Leonie Beck,GER,Marathon Swimming,1,0,0,0,0
Leonie Beck,GER,Swimming,1,0,0,0,0
Leonie Cysique,FRA,Judo,2,1,1,0,2
Leonie Ebert,GER,Fencing,1,0,0,0,0
Leonie Koolen,NED,Hockey,1,1,0,0,1
Leonie Menzel,GER,Rowing,1,0,0,0,0
Leonie Periault,FRA,Triathlon,2,0,0,1,1
Leonor Rodriguez,ESP,Basketball,1,0,0,0,0
Lerato Mahole,RSA,Hockey,1,0,0,0,0
Lesiba Mashele,RSA,Athletics,1,0,0,0,0
Lester Ders,CUB,Modern Pentathlon,1,0,0,0,0
Letesenbet Gidey,ETH,Athletics,1,0,0,1,1
Leticia Bufoni,BRA,Skateboarding,1,0,0,0,0
Leticia Santos,BRA,Football,1,0,0,0,0
Letizia Paternoster,ITA,Cycling Track,2,0,0,0,0
Leungo Scotch,BOT,Athletics,1,0,0,1,1
Leuris Pupo,CUB,Shooting,1,0,1,0,1
Levern Spencer,LCA,Athletics,4,0,0,0,0
Levon Aghasyan,ARM,Athletics,2,0,0,0,0
Lewis Charter,AUS,Hockey,1,0,1,0,1
Lewis Clareburt,NZL,Swimming,2,0,0,0,0
Lewis Holland,AUS,Rugby Sevens,2,0,0,0,0
Lexi Thompson,USA,Golf,1,0,0,0,0
Leyanis Perez,CUB,Athletics,1,0,0,0,0
Leydi Guerra,PER,Athletics,1,0,0,0,0
Li Bai,CHN,Athletics,1,0,0,0,0
Li Gong,CHN,Karate,1,0,0,1,1
Li Guo,CHN,Artistic Swimming,1,0,1,0,1
Li Kochman,ISR,Judo,2,0,0,1,1
Liadagmis Povea,CUB,Athletics,1,0,0,0,0
Liam Adams,AUS,Athletics,2,0,0,0,0
Liam Bertazzo,ITA,Cycling,1,0,0,0,0
Liam Bertazzo,ITA,Cycling Track,2,1,0,0,1
Liam Broady,GBR,Tennis,1,0,0,0,0
Liam Corrigan,USA,Rowing,1,0,0,0,0
Liam Heath,GBR,Canoe Sprint,1,0,0,1,1
Liam Heath,GBR,Canoeing,3,1,1,1,3
Liam Jegou,IRL,Canoe Slalom,1,0,0,0,0
Liam Neill,RSA,Water Polo,1,0,0,0,0
Liam Pitchford,GBR,Table Tennis,4,0,0,0,0
Liam Sanford,GBR,Hockey,1,0,0,0,0
Lian Ni,LUX,Table Tennis,1,0,0,0,0
Liane Lippert,GER,Cycling Road,1,0,0,0,0
Liang Zhang,CHN,Rowing,1,0,0,1,1
Lianne Tan,BEL,Badminton,3,0,0,0,0
Liberato Cacace,NZL,Football,1,0,0,0,0
Lidia Valentin,ESP,Weightlifting,1,0,0,0,0
Lidianny Echevarria,CUB,Beach Volleyball,1,0,0,0,0
Lidiia Iakovleva,AUS,Rhythmic Gymnastics,1,0,0,0,0
Lidiia Sichenikova,UKR,Archery,2,0,0,0,0
Lidon Munoz,ESP,Swimming,3,0,0,0,0
Lieke Klaver,NED,Athletics,3,0,0,0,0
Lieke Martens,NED,Football,1,0,0,0,0
Lieke Wevers,NED,Artistic Gymnastics,6,0,0,0,0
Lieke Wevers,NED,Gymnastics,5,0,0,0,0
Liemarvin Bonevacia,IOA,Athletics,1,0,0,0,0
Liemarvin Bonevacia,NED,Athletics,5,0,1,0,1
Liga Velvere,LAT,Athletics,1,0,0,0,0
Lihao Sheng,CHN,Shooting,2,0,1,0,1
Lihie Raz,ISR,Artistic Gymnastics,5,0,0,0,0
Lijiao Gong,CHN,Athletics,1,1,0,0,1
Lijun Chen,CHN,Weightlifting,1,1,0,0,1
Lijun Zhou,CHN,Taekwondo,1,0,0,0,0
Lili Mizuno,USA,Rhythmic Gymnastics,1,0,0,0,0
Lili Sebesi,FRA,Sailing,1,0,0,0,0
Lili Wang,CHN,3x3 Basketball,1,0,0,1,1
Lilia Fisikovici,MDA,Athletics,1,0,0,0,0
Liliana Ca,POR,Athletics,1,0,0,0,0
Liliana Fernandez,ESP,Beach Volleyball,1,0,0,0,0
Liliana Venancio,ANG,Handball,1,0,0,0,0
Liliia Akhaimova,ROC,Artistic Gymnastics,6,1,0,0,1
Lilly King,USA,Swimming,6,2,2,1,5
Lilly Stoephasius,GER,Skateboarding,1,0,0,0,0
Lily Owsley,GBR,Hockey,2,1,0,1,2
Lily Williams,USA,Cycling Track,2,0,0,1,1
Lily Zhang,USA,Table Tennis,6,0,0,0,0
Lin Cenholt,DEN,Sailing,1,0,0,0,0
Lin Peng,CHN,Water Polo,1,0,0,0,0
Lina Guerin,FRA,Rugby Sevens,1,0,1,0,1
Lina Hurtig,SWE,Football,1,0,1,0,1
Lina Khiyara,MAR,Swimming,1,0,0,0,0
Lina Muze,LAT,Athletics,1,0,0,0,0
Lina Yang,CHN,Football,1,0,0,0,0
Linda Bergstroem,SWE,Table Tennis,1,0,0,0,0
Linda Cerruti,ITA,Artistic Swimming,2,0,0,0,0
Linda Cerruti,ITA,Synchronized Swimming,2,0,0,0,0
Linda Fahrni,SUI,Sailing,2,0,0,0,0
Linda Indergand,SUI,Cycling,1,0,0,0,0
Linda Indergand,SUI,Cycling Mountain Bike,1,0,0,1,1
Linda Olivieri,ITA,Athletics,1,0,0,0,0
Linda Zetchiri,BUL,Badminton,2,0,0,0,0
Linden Hall,AUS,Athletics,2,0,0,0,0
Lindi Schroeder,USA,Artistic Swimming,1,0,0,0,0
Lindon Victor,GRN,Athletics,2,0,0,0,0
Lindsay Kellock,CAN,Equestrian,2,0,0,0,0
Lindsey Butterworth,CAN,Athletics,1,0,0,0,0
Lindsey Horan,USA,Football,2,0,0,1,1
Line Flem,NOR,Sailing,1,0,0,0,0
Line Kloster,NOR,Athletics,1,0,0,0,0
Lineth Beerensteyn,NED,Football,1,0,0,0,0
Ling Li,CHN,Athletics,1,0,0,0,0
Ling Zhang,CHN,Rowing,1,1,0,0,1
Lingling Liu,CHN,Trampoline Gymnastics,1,0,1,0,1
Linh Nguyen,VIE,Badminton,1,0,0,0,0
Linlin Guo,CHN,Rowing,1,0,0,1,1
Linn Blohm,SWE,Handball,2,0,0,0,0
Linnea Stensils,SWE,Canoe Sprint,2,0,0,0,0
Linnea Stensils,SWE,Canoeing,1,0,0,0,0
Lino Munoz,MEX,Badminton,1,0,0,0,0
Linoy Ashram,ISR,Rhythmic Gymnastics,1,1,0,0,1
Linus Muller,GER,Hockey,1,0,0,0,0
Liping Yu,CHN,Rugby Sevens,1,0,0,0,0
Lisa Altenburg,GER,Hockey,1,0,0,0,0
Lisa Barbelin,FRA,Archery,2,0,0,0,0
Lisa Brennauer,GER,Cycling,3,0,0,0,0
Lisa Brennauer,GER,Cycling Road,2,0,0,0,0
Lisa Brennauer,GER,Cycling Track,1,1,0,0,1
Lisa Carrington,NZL,Canoe Sprint,4,3,0,0,3
Lisa Carrington,NZL,Canoeing,4,2,0,1,3
Lisa Darmanin,AUS,Sailing,2,0,1,0,1
Lisa Hopink,GER,Swimming,3,0,0,0,0
Lisa Jahn,GER,Canoe Sprint,2,0,0,0,0
Lisa Klein,GER,Cycling Road,1,0,0,0,0
Lisa Klein,GER,Cycling Track,2,1,0,0,1
Lisa Mamie,SUI,Swimming,2,0,0,0,0
Lisa Mayer,GER,Athletics,4,0,0,0,0
Lisa Nippgen,GER,Athletics,1,0,0,0,0
Lisa Perterer,AUT,Triathlon,3,0,0,0,0
Lisa Roman,CAN,Rowing,2,1,0,0,1
Lisa Scheenaard,NED,Rowing,1,0,0,1,1
Lisa Thomson,GBR,Rugby Sevens,1,0,0,0,0
Lisa Unruh,GER,Archery,3,0,1,1,2
Lisa Vaelen,BEL,Artistic Gymnastics,6,0,0,0,0
Lisa Weightman,AUS,Athletics,4,0,0,0,0
Lisa-marie Deetlefs,RSA,Hockey,1,0,0,0,0
Lisneidy Veitia,CUB,Athletics,1,0,0,0,0
Liubov Basova,UKR,Cycling Track,3,0,0,0,0
Liubov Ovcharova,ROC,Wrestling,1,0,0,0,0
Liudmila Vorontsova,ROC,Boxing,1,0,0,0,0
Liudmyla Kichenok,UKR,Tennis,2,0,0,0,0
Liudmyla Kuklinovska,UKR,Canoe Sprint,2,0,0,0,0
Liudmyla Luzan,UKR,Canoe Sprint,2,0,1,1,2
Liveta Jasiunaite,LTU,Athletics,1,0,0,0,0
Livia Ventura,BRA,Handball,1,0,0,0,0
Liwei Yang,CHN,Basketball,1,0,0,0,0
Liyan Yu,CHN,Swimming,1,0,0,0,0
Liz Clay,AUS,Athletics,1,0,0,0,0
Liz Thompson,NZL,Hockey,1,0,0,0,0
Liza Pusztai,HUN,Fencing,2,0,0,0,0
Lize Broekx,BEL,Canoe Sprint,2,0,0,0,0
Lize Kop,NED,Football,1,0,0,0,0
Lizzie Armanto,FIN,Skateboarding,1,0,0,0,0
Lizzy Holden,IRL,Hockey,1,0,0,0,0
Ljubica Nenezic,MNE,Handball,1,0,0,0,0
Lkhagvagerel Munkhtur,MGL,Wrestling,1,0,0,0,0
Lkhagvasuren Enkhbat,MGL,Table Tennis,1,0,0,0,0
Llorenc Piera,ESP,Hockey,1,0,0,0,0
Lloydricia Cameron,JAM,Athletics,1,0,0,0,0
Lluis Pons,ESP,Swimming,1,0,0,0,0
Loana Lecomte,FRA,Cycling Mountain Bike,1,0,0,0,0
Lobke Berkhout,NED,Sailing,3,0,1,1,2
Loes Geurts,NED,Football,1,0,0,0,0
Logan Martin,AUS,Cycling BMX Freestyle,1,1,0,0,1
Login Elsasyed,EGY,Rhythmic Gymnastics,1,0,0,0,0
Loic Gasch,SUI,Athletics,1,0,0,0,0
Lois Abbingh,NED,Handball,2,0,0,0,0
Lois Toulson,GBR,Diving,3,0,0,0,0
Lola Riera,ESP,Hockey,1,0,0,0,0
Lolassonn Djouhan,FRA,Athletics,1,0,0,0,0
Lomi Muleta,ETH,Athletics,1,0,0,0,0
Long Chen,CHN,Badminton,1,0,1,0,1
Long Cheng,CHN,Swimming,2,0,0,0,0
Long Cheung,HKG,Fencing,2,1,0,0,1
Long Ma,CHN,Table Tennis,2,2,0,0,2
Lore Bruggeman,BEL,Skateboarding,1,0,0,0,0
Lore Hoffmann,SUI,Athletics,1,0,0,0,0
Loren Fatovic,CRO,Water Polo,1,0,0,0,0
Lorena Abicht,AUT,Sailing,1,0,0,0,0
Lorena Arenas,COL,Athletics,1,0,1,0,1
Lorena Bokesa,ESP,Athletics,2,0,0,0,0
Lorena Valencia,COL,Boxing,1,0,0,0,0
Lorenzo Bacci,ITA,Shooting,2,0,0,0,0
Lorenzo Benati,ITA,Athletics,1,0,0,0,0
Lorenzo Marsaglia,ITA,Diving,2,0,0,0,0
Lorenzo Musetti,ITA,Tennis,2,0,0,0,0
Lorenzo Patta,ITA,Athletics,1,1,0,0,1
Lorenzo Sonego,ITA,Tennis,2,0,0,0,0
Lorenzo Sotomayor,AZE,Boxing,1,0,0,0,0
Lorenzo Zazzeri,ITA,Swimming,2,0,1,0,1
Loriana Kuka,KOS,Judo,1,0,0,0,0
Loris Frasca,FRA,Artistic Gymnastics,7,0,0,0,0
Lorraine Martins,BRA,Athletics,1,0,0,0,0
Lorraine Ugen,GBR,Athletics,2,0,0,0,0
Lote Tuqiri,JPN,Rugby Sevens,2,0,0,0,0
Lotte Kopecky,BEL,Cycling,2,0,0,0,0
Lotte Kopecky,BEL,Cycling Road,1,0,0,0,0
Lotte Kopecky,BEL,Cycling Track,2,0,0,0,0
Lotte Miller,NOR,Triathlon,1,0,0,0,0
Lotte Wubben-moy,GBR,Football,1,0,0,0,0
Loubna Benhadja,ALG,Athletics,1,0,0,0,0
Louis Croenen,BEL,Swimming,5,0,0,0,0
Louis Gilavert,FRA,Athletics,1,0,0,0,0
Louisa Altenhuber,AUT,Rowing,1,0,0,0,0
Louisa Fleschutz,GER,Hockey,1,0,0,0,0
Louise Hansson,SWE,Swimming,9,0,0,0,0
Louise Jones,GBR,Hockey,1,0,0,1,1
Louise Maroulis,USA,Wrestling,1,0,0,1,1
Louise Ostergaard,DEN,Athletics,1,0,0,0,0
Louise Romeike,SWE,Equestrian,2,0,0,0,0
Louise Shanahan,IRL,Athletics,1,0,0,0,0
Lourdes Hartkopf,ARG,Sailing,1,0,0,0,0
Lovisa Claesson,SWE,Rowing,1,0,0,0,0
Lovisa Karlsson,SWE,Sailing,1,0,0,0,0
Lovlina Borgohain,IND,Boxing,1,0,0,1,1
Lovre Milos,CRO,Water Polo,1,0,0,0,0
Luana Alonso,PAR,Swimming,1,0,0,0,0
Luana Lira,BRA,Diving,1,0,0,0,0
Lubomir Jancarik,CZE,Table Tennis,1,0,0,0,0
Lubomir Pistej,SVK,Table Tennis,1,0,0,0,0
