Name,NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals,Participation Count,Cutoff Year
Lili Sebesi,FRA,Sailing,0,0,1,0,0,1,2024
Lou Berthomieu,FRA,Sailing,0,0,1,0,0,1,2024
Louise Cervera,FRA,Sailing,0,0,1,0,0,1,2024
Lucas Rual,FRA,Sailing,0,0,1,0,0,1,2024
Manon Audinet,FRA,Sailing,0,0,1,0,0,1,2024
Marie Bolou,FRA,Sailing,0,0,1,0,0,1,2024
Nicolas Goyard,FRA,Sailing,0,0,1,0,0,1,2024
Quentin Delapierre,FRA,Sailing,0,0,1,0,0,1,2024
Sarah Steyaert,FRA,Sailing,1,0,3,0,1,4,2024
Thomas Goyard,FRA,Sailing,0,0,0,1,1,1,2024
Tim Mourniac,FRA,Sailing,0,0,1,0,0,1,2024
Camille Jedrzejewski,FRA,Shooting,0,0,2,1,1,3,2024
Carole Cormenier,FRA,Shooting,0,0,2,0,0,2,2024
Celine Goberville,FRA,Shooting,0,0,2,0,0,2,2024
Clement Bessaguet,FRA,Shooting,0,0,2,0,0,2,2024
Denis Kryzs,FRA,Shooting,0,0,3,0,0,3,2024
Emmanuel Petit,FRA,Shooting,0,0,1,0,0,1,2024
Eric Delaunay,FRA,Shooting,0,0,4,0,0,4,2024
Florian Fouquet,FRA,Shooting,0,0,2,0,0,2,2024
Jean Quiquampoix,FRA,Shooting,0,1,1,1,2,3,2024
Judith Gomez,FRA,Shooting,0,0,1,0,0,1,2024
Lucie Anastassiou,FRA,Shooting,0,0,3,0,0,3,2024
Manon Herbulot,FRA,Shooting,0,0,2,0,0,2,2024
Mathilde Lamolle,FRA,Shooting,0,0,4,0,0,4,2024
Melanie Couzy,FRA,Shooting,0,0,2,0,0,2,2024
Oceanne Muller,FRA,Shooting,0,0,4,0,0,4,2024
Romain Aufrere,FRA,Shooting,0,0,3,0,0,3,2024
Sebastien Guerrero,FRA,Shooting,0,0,1,0,0,1,2024
Aurelien Giraud,FRA,Skateboarding,0,0,1,0,0,1,2024
Aurelien&nbsp; Giraud,FRA,Skateboarding,0,0,1,0,0,1,2024
Charlotte Hym,FRA,Skateboarding,0,0,1,0,0,1,2024
Emilie Alexandre,FRA,Skateboarding,0,0,1,0,0,1,2024
Joseph Garbaccio,FRA,Skateboarding,0,0,1,0,0,1,2024
Lucie Schoonheere,FRA,Skateboarding,0,0,1,0,0,1,2024
Madeleine Larcheron,FRA,Skateboarding,0,0,1,0,0,1,2024
Nana Taboulet,FRA,Skateboarding,0,0,1,0,0,1,2024
Vincent Matheron,FRA,Skateboarding,0,0,2,0,0,2,2024
Vincent Milou,FRA,Skateboarding,0,0,2,0,0,2,2024
Anouck Jaubert,FRA,Sport Climbing,0,0,1,0,0,1,2024
Bassa Mawem,FRA,Sport Climbing,0,0,2,0,0,2,2024
Capucine Viglione,FRA,Sport Climbing,0,0,1,0,0,1,2024
Julia Chanourdie,FRA,Sport Climbing,0,0,1,0,0,1,2024
Manon Lebon,FRA,Sport Climbing,0,0,1,0,0,1,2024
Mickael Mawem,FRA,Sport Climbing,0,0,1,0,0,1,2024
Oriane Bertone,FRA,Sport Climbing,0,0,1,0,0,1,2024
Paul Jenft,FRA,Sport Climbing,0,0,1,0,0,1,2024
Sam Avezou,FRA,Sport Climbing,0,0,1,0,0,1,2024
Zelia Avezou,FRA,Sport Climbing,0,0,1,0,0,1,2024
Jeremy Flores,FRA,Surfing,0,0,1,0,0,1,2024
Joan Duru,FRA,Surfing,0,0,1,0,0,1,2024
Johanne Defay,FRA,Surfing,1,0,1,0,1,2,2024
Kauli Vaast,FRA,Surfing,0,1,0,0,1,1,2024
Michel Bourez,FRA,Surfing,0,0,1,0,0,1,2024
Pauline Ado,FRA,Surfing,0,0,1,0,0,1,2024
Vahine Fierro,FRA,Surfing,0,0,1,0,0,1,2024
Amazigh Yebba,FRA,Swimming,0,0,3,0,0,3,2024
Anastasiia Kirpichnikova,FRA,Swimming,0,0,3,1,1,4,2024
Anouchka Martin,FRA,Swimming,0,0,1,0,0,1,2024
Antoine Viquerat,FRA,Swimming,0,0,4,0,0,4,2024
Assia Touati,FRA,Swimming,0,0,3,0,0,3,2024
Beryl Gastaldello,FRA,Swimming,0,0,8,0,0,8,2024
Charles Rihoux,FRA,Swimming,0,0,1,0,0,1,2024
Charlotte Bonnet,FRA,Swimming,1,0,14,0,1,15,2024
Clement Mignon,FRA,Swimming,0,0,1,0,0,1,2024
Clement Secchi,FRA,Swimming,1,0,1,0,1,2,2024
Cyrielle Duhamel,FRA,Swimming,0,0,1,0,0,1,2024
Damien Joly,FRA,Swimming,0,0,4,0,0,4,2024
David Aubry,FRA,Swimming,0,0,5,0,0,5,2024
Emma Terebo,FRA,Swimming,0,0,3,0,0,3,2024
Enzo Tesic,FRA,Swimming,0,0,1,0,0,1,2024
Fantine Lesaffre,FRA,Swimming,0,0,4,0,0,4,2024
Florent Manaudou,FRA,Swimming,2,1,1,3,6,7,2024
Guillaume Guth,FRA,Swimming,0,0,2,0,0,2,2024
Hadrien Salvan,FRA,Swimming,0,0,4,0,0,4,2024
Jonathan Atsu,FRA,Swimming,0,0,2,0,0,2,2024
Jordan Pothain,FRA,Swimming,0,0,4,0,0,4,2024
Lara Grangeon,FRA,Swimming,0,0,3,0,0,3,2024
Leon Marchand,FRA,Swimming,1,4,5,0,5,10,2024
Lilou Ressencourt,FRA,Swimming,0,0,2,0,0,2,2024
Lison Nowaczyk,FRA,Swimming,0,0,2,0,0,2,2024
Lucile Tessariol,FRA,Swimming,0,0,3,0,0,3,2024
Margaux Fabre,FRA,Swimming,0,0,3,0,0,3,2024
Marie Wattel,FRA,Swimming,0,0,10,0,0,10,2024
Marina Jehl,FRA,Swimming,0,0,2,0,0,2,2024
Mary-ambre Moluh,FRA,Swimming,0,0,3,0,0,3,2024
Maxime Grousset,FRA,Swimming,1,0,6,0,1,7,2024
Mehdy Metella,FRA,Swimming,0,0,5,1,1,6,2024
Melanie Henique,FRA,Swimming,0,0,2,0,0,2,2024
Mewen Tomac,FRA,Swimming,0,0,4,0,0,4,2024
Pacome Bricout,FRA,Swimming,0,0,1,0,0,1,2024
Pauline Mahieu,FRA,Swimming,0,0,1,0,0,1,2024
Rafael Fente--damers,FRA,Swimming,1,0,2,0,1,3,2024
Roman Fuchs,FRA,Swimming,0,0,2,0,0,2,2024
Theo Bussiere,FRA,Swimming,0,0,1,0,0,1,2024
Yohann Ndoye-brouard,FRA,Swimming,1,0,6,0,1,7,2024
le Yann,FRA,Swimming,0,0,2,0,0,2,2024
Alexandre Cassin,FRA,Table Tennis,0,0,1,0,0,1,2024
Alexis Lebrun,FRA,Table Tennis,1,0,2,0,1,3,2024
Charlotte Lutz,FRA,Table Tennis,0,0,1,0,0,1,2024
Emmanuel Lebesson,FRA,Table Tennis,0,0,5,0,0,5,2024
Felix Lebrun,FRA,Table Tennis,2,0,0,0,2,2,2024
Nan Yuan,FRA,Table Tennis,0,0,6,0,0,6,2024
Prithika Pavade,FRA,Table Tennis,0,0,4,0,0,4,2024
Simon Gauzy,FRA,Table Tennis,1,0,4,0,1,5,2024
Stephanie Loeuillette,FRA,Table Tennis,0,0,1,0,0,1,2024
Xue Li,FRA,Table Tennis,0,0,2,0,0,2,2024
Althea Laurin,FRA,Taekwondo,1,1,0,0,2,2,2024
Cyrian Ravet,FRA,Taekwondo,1,0,0,0,1,1,2024
Magda Wiet,FRA,Taekwondo,0,0,1,0,0,1,2024
Magda Wiet-henin,FRA,Taekwondo,0,0,1,0,0,1,2024
Souleyman Alaphilippe,FRA,Taekwondo,0,0,1,0,0,1,2024
Alize Cornet,FRA,Tennis,0,0,2,0,0,2,2024
Arthur Fils,FRA,Tennis,0,0,2,0,0,2,2024
Caroline Garcia,FRA,Tennis,0,0,8,0,0,8,2024
Clara Burel,FRA,Tennis,0,0,2,0,0,2,2024
Corentin Moutet,FRA,Tennis,0,0,1,0,0,1,2024
Diane Parry,FRA,Tennis,0,0,2,0,0,2,2024
Edouard Roger-vasselin,FRA,Tennis,0,0,2,0,0,2,2024
Fiona Ferro,FRA,Tennis,0,0,3,0,0,3,2024
Gael Monfils,FRA,Tennis,0,0,4,0,0,4,2024
Gilles Simon,FRA,Tennis,0,0,5,0,0,5,2024
Jeremy Chardy,FRA,Tennis,0,0,2,0,0,2,2024
Kristina Mladenovic,FRA,Tennis,0,0,7,0,0,7,2024
Nicolas Mahut,FRA,Tennis,0,0,4,0,0,4,2024
Pierre-hugues Herbert,FRA,Tennis,0,0,2,0,0,2,2024
Ugo Humbert,FRA,Tennis,0,0,3,0,0,3,2024
Varvara Gracheva,FRA,Tennis,0,0,2,0,0,2,2024
Allan Morante,FRA,Trampoline Gymnastics,0,0,1,0,0,1,2024
Lea Labrousse,FRA,Trampoline Gymnastics,0,0,2,0,0,2,2024
Pierre Gouzou,FRA,Trampoline Gymnastics,0,0,1,0,0,1,2024
Cassandre Beaugrand,FRA,Triathlon,1,1,2,0,2,4,2024
Dorian Coninx,FRA,Triathlon,1,0,3,0,1,4,2024
Emma Lombardi,FRA,Triathlon,0,0,1,0,0,1,2024
Leo Bergere,FRA,Triathlon,2,0,1,0,2,3,2024
Leonie Periault,FRA,Triathlon,1,0,2,0,1,3,2024
Vincent Luis,FRA,Triathlon,1,0,3,0,1,4,2024
le Pierre,FRA,Triathlon,0,0,1,0,0,1,2024
Amandha Sylves,FRA,Volleyball,0,0,1,0,0,1,2024
Amandine Giardino,FRA,Volleyball,0,0,1,0,0,1,2024
Amelie Rotar,FRA,Volleyball,0,0,1,0,0,1,2024
Antoine Brizard,FRA,Volleyball,0,2,0,0,2,2,2024
Barthelemy Chinenyeze,FRA,Volleyball,0,2,0,0,2,2,2024
Benjamin Toniutti,FRA,Volleyball,0,2,1,0,2,3,2024
Christina Bauer,FRA,Volleyball,0,0,1,0,0,1,2024
Daryl Bultor,FRA,Volleyball,0,1,0,0,1,1,2024
Earvin Ngapeth,FRA,Volleyball,0,2,0,0,2,2,2024
Emilie Respaut,FRA,Volleyball,0,0,1,0,0,1,2024
Halimatou Bah,FRA,Volleyball,0,0,1,0,0,1,2024
Helena Cazaute,FRA,Volleyball,0,0,1,0,0,1,2024
Iman Ndiaye,FRA,Volleyball,0,0,1,0,0,1,2024
Jean Patry,FRA,Volleyball,0,2,0,0,2,2,2024
Jenia Grebennikov,FRA,Volleyball,0,2,1,0,2,3,2024
Juliette Gelin,FRA,Volleyball,0,0,1,0,0,1,2024
Kevin Tillie,FRA,Volleyball,0,2,0,0,2,2,2024
Leandra Olinga,FRA,Volleyball,0,0,1,0,0,1,2024
Lucille Gicquel,FRA,Volleyball,0,0,1,0,0,1,2024
Maeva Schalk,FRA,Volleyball,0,0,1,0,0,1,2024
Nina Stojiljkovic,FRA,Volleyball,0,0,1,0,0,1,2024
Quentin Jouffroy,FRA,Volleyball,0,1,0,0,1,1,2024
Stephen Boyer,FRA,Volleyball,0,1,0,0,1,1,2024
Theo Faure,FRA,Volleyball,0,1,0,0,1,1,2024
Timothee Carle,FRA,Volleyball,0,1,0,0,1,1,2024
Trevor Clevenot,FRA,Volleyball,0,2,0,0,2,2,2024
Yacine Louati,FRA,Volleyball,0,2,0,0,2,2,2024
le Nicolas,FRA,Volleyball,0,2,0,0,2,2,2024
Alexandre Bodegas,FRA,Water Polo,0,0,1,0,0,1,2024
Alexandre Bouet,FRA,Water Polo,0,0,1,0,0,1,2024
Audrey Daule,FRA,Water Polo,0,0,1,0,0,1,2024
Aurelie Battu,FRA,Water Polo,0,0,1,0,0,1,2024
Camelia Bouloukbachi,FRA,Water Polo,0,0,1,0,0,1,2024
Camille Radosavljevic,FRA,Water Polo,0,0,1,0,0,1,2024
Clement Dubois,FRA,Water Polo,0,0,1,0,0,1,2024
Ema Vernoux,FRA,Water Polo,0,0,1,0,0,1,2024
Emil Bjorch,FRA,Water Polo,0,0,1,0,0,1,2024
Enzo Khasz,FRA,Water Polo,0,0,2,0,0,2,2024
Enzo Nardon,FRA,Water Polo,0,0,1,0,0,1,2024
Hugo Fontani,FRA,Water Polo,0,0,1,0,0,1,2024
Juliette Dhalluin,FRA,Water Polo,0,0,1,0,0,1,2024
Lara Andres,FRA,Water Polo,0,0,1,0,0,1,2024
Louise Guillet,FRA,Water Polo,0,0,1,0,0,1,2024
Mehdi Marzouki,FRA,Water Polo,0,0,2,0,0,2,2024
Mia Rycraw,FRA,Water Polo,0,0,1,0,0,1,2024
Orsolya Hertzka,FRA,Water Polo,0,0,1,0,0,1,2024
Pierre-frederic Vanpeperstraete,FRA,Water Polo,0,0,1,0,0,1,2024
Remi Saudadier,FRA,Water Polo,0,0,1,0,0,1,2024
Romain Marion,FRA,Water Polo,0,0,1,0,0,1,2024
St Martineaud,FRA,Water Polo,0,0,1,0,0,1,2024
Thomas Vernoux,FRA,Water Polo,0,0,1,0,0,1,2024
Tiziana Raspo,FRA,Water Polo,0,0,1,0,0,1,2024
Ugo Crousillat,FRA,Water Polo,0,0,2,0,0,2,2024
Valentine Heurtaux,FRA,Water Polo,0,0,1,0,0,1,2024
Anais Michel,FRA,Weightlifting,0,0,1,0,0,1,2024
Bernardin Kingue,FRA,Weightlifting,0,0,2,0,0,2,2024
Dora Tchakounte,FRA,Weightlifting,0,0,1,0,0,1,2024
Gaelle Nayo,FRA,Weightlifting,0,0,1,0,0,1,2024
Marie Fegue,FRA,Weightlifting,0,0,1,0,0,1,2024
Meiriama Tchakounte,FRA,Weightlifting,0,0,1,0,0,1,2024
Romain Imadouchene,FRA,Weightlifting,0,0,1,0,0,1,2024
Ameline Douarre,FRA,Wrestling,0,0,1,0,0,1,2024
Koumba Larroque,FRA,Wrestling,0,0,2,0,0,2,2024
Mamadassa Sylla,FRA,Wrestling,0,0,1,0,0,1,2024
Mathilde Riviere,FRA,Wrestling,0,0,1,0,0,1,2024
James Fiti,FSM,Athletics,0,0,2,0,0,2,2024
Kestra Kihleng,FSM,Swimming,0,0,1,0,0,1,2024
Taeyanna Adams,FSM,Swimming,0,0,1,0,0,1,2024
Tasi Limtiaco,FSM,Swimming,0,0,2,0,0,2,2024
Frank Hoye,GAB,Athletics,0,0,1,0,0,1,2024
Guy Maganga,GAB,Athletics,0,0,1,0,0,1,2024
Sarah-myriam Mazouz,GAB,Judo,0,0,1,0,0,1,2024
Virginia Aymard,GAB,Judo,0,0,1,0,0,1,2024
Adam Girard,GAB,Swimming,0,0,1,0,0,1,2024
Adam Mpali,GAB,Swimming,0,0,1,0,0,1,2024
Annette Lacour,GAB,Swimming,0,0,1,0,0,1,2024
Aya Girard,GAB,Swimming,0,0,1,0,0,1,2024
Emmannuella Atora,GAB,Taekwondo,0,0,1,0,0,1,2024
Mylann Obame,GAB,Taekwondo,0,0,1,0,0,1,2024
Ebrahima Camara,GAM,Athletics,0,0,1,0,0,1,2024
Ebrima Camara,GAM,Athletics,0,0,1,0,0,1,2024
Gina Bass,GAM,Athletics,0,0,3,0,0,3,2024
Mariam Bass,GAM,Athletics,0,0,2,0,0,2,2024
Sanu Jallow,GAM,Athletics,0,0,1,0,0,1,2024
Faye Njie,GAM,Judo,0,0,3,0,0,3,2024
Nia-maria Barrow,GAM,Swimming,0,0,1,0,0,1,2024
Ousman Jobe,GAM,Swimming,0,0,1,0,0,1,2024
Sorry Buaro,GAM,Swimming,0,0,1,0,0,1,2024
Alasan Ann,GAM,Taekwondo,0,0,1,0,0,1,2024
Alex Wise,GBR,Archery,0,0,3,0,0,3,2024
Bryony Pitman,GBR,Archery,0,0,5,0,0,5,2024
Conor Hall,GBR,Archery,0,0,2,0,0,2,2024
James Woodgate,GBR,Archery,0,0,2,0,0,2,2024
Megan Havers,GBR,Archery,0,0,2,0,0,2,2024
Naomi Folkard,GBR,Archery,0,0,9,0,0,9,2024
Patrick Huston,GBR,Archery,0,0,4,0,0,4,2024
Penny Healey,GBR,Archery,0,0,2,0,0,2,2024
Sarah Bettles,GBR,Archery,0,0,3,0,0,3,2024
Tom Hall,GBR,Archery,0,0,4,0,0,4,2024
Abigail Martin,GBR,Artistic Gymnastics,0,0,6,0,0,6,2024
Alice Kinsella,GBR,Artistic Gymnastics,1,0,12,0,1,13,2024
Amelie Morgan,GBR,Artistic Gymnastics,1,0,5,0,1,6,2024
Georgia-mae Fenton,GBR,Artistic Gymnastics,0,0,7,0,0,7,2024
Giarnni Regini-moran,GBR,Artistic Gymnastics,0,0,8,0,0,8,2024
Harry Hepworth,GBR,Artistic Gymnastics,1,0,7,0,1,8,2024
Jake Jarman,GBR,Artistic Gymnastics,1,0,8,0,1,9,2024
James Hall,GBR,Artistic Gymnastics,0,0,8,0,0,8,2024
Jennifer Gadirova,GBR,Artistic Gymnastics,1,0,5,0,1,6,2024
Jessica Gadirova,GBR,Artistic Gymnastics,1,0,5,0,1,6,2024
Joe Fraser,GBR,Artistic Gymnastics,0,0,17,0,0,17,2024
Luke Whitehouse,GBR,Artistic Gymnastics,0,0,9,0,0,9,2024
Max Whitlock,GBR,Artistic Gymnastics,0,1,14,0,1,15,2024
Rebecca Downie,GBR,Artistic Gymnastics,0,0,6,0,0,6,2024
Ruby Evans,GBR,Artistic Gymnastics,0,0,7,0,0,7,2024
Isabelle Thorpe,GBR,Artistic Swimming,0,0,1,1,1,2,2024
Kate Shortman,GBR,Artistic Swimming,0,0,1,1,1,2,2024
Abigail Irozuru,GBR,Athletics,0,0,1,0,0,1,2024
Adam Gemili,GBR,Athletics,0,0,5,0,0,5,2024
Aimee Pratt,GBR,Athletics,0,0,2,0,0,2,2024
Alastair Chalmers,GBR,Athletics,0,0,1,0,0,1,2024
Alex Haydock-wilson,GBR,Athletics,2,0,0,0,2,2,2024
Alexandra Bell,GBR,Athletics,0,0,1,0,0,1,2024
Ama Pipi,GBR,Athletics,0,0,2,0,0,2,2024
Amber Anning,GBR,Athletics,2,0,1,0,2,3,2024
Amy Hunt,GBR,Athletics,0,0,0,1,1,1,2024
Amy-eloise Markovc,GBR,Athletics,0,0,1,0,0,1,2024
Andrew Butchart,GBR,Athletics,0,0,2,0,0,2,2024
Andrew Pozzi,GBR,Athletics,0,0,3,0,0,3,2024
Asha Philip,GBR,Athletics,2,0,2,0,2,4,2024
Ashleigh Nelson,GBR,Athletics,1,0,0,0,1,1,2024
Ben Connor,GBR,Athletics,0,0,1,0,0,1,2024
Ben Jefferies,GBR,Athletics,1,0,0,0,1,1,2024
Ben Pattison,GBR,Athletics,0,0,1,0,0,1,2024
Benjamin Williams,GBR,Athletics,0,0,1,0,0,1,2024
Beth Dobbin,GBR,Athletics,0,0,1,0,0,1,2024
Beth Potter,GBR,Athletics,0,0,1,0,0,1,2024
Bianca Williams,GBR,Athletics,0,0,1,1,1,2,2024
Calli Hauger-thackery,GBR,Athletics,0,0,1,0,0,1,2024
Callum Hawkins,GBR,Athletics,0,0,2,0,0,2,2024
Callum Wilkinson,GBR,Athletics,0,0,2,0,0,2,2024
Cameron Chalmers,GBR,Athletics,0,0,2,0,0,2,2024
Charles Dobson,GBR,Athletics,1,0,1,0,1,2,2024
Charlie Carvell,GBR,Athletics,1,0,0,0,1,1,2024
Chijindu Ujah,GBR,Athletics,0,0,3,1,1,4,2024
Chris Thompson,GBR,Athletics,0,0,1,0,0,1,2024
Cindy Sember,GBR,Athletics,0,0,2,0,0,2,2024
Clara Evans,GBR,Athletics,0,0,1,0,0,1,2024
Daniel Rowden,GBR,Athletics,0,0,1,0,0,1,2024
Daryll Neita,GBR,Athletics,2,0,4,1,3,7,2024
David King,GBR,Athletics,0,0,1,0,0,1,2024
David Smith,GBR,Athletics,0,0,2,0,0,2,2024
Desiree Henry,GBR,Athletics,1,0,1,1,2,3,2024
Dina Asher-smith,GBR,Athletics,1,0,3,1,2,5,2024
Elizabeth Bird,GBR,Athletics,0,0,2,0,0,2,2024
Elliot Giles,GBR,Athletics,0,0,3,0,0,3,2024
Emile Cairess,GBR,Athletics,0,0,1,0,0,1,2024
Emily Borthwick,GBR,Athletics,0,0,1,0,0,1,2024
Emily Diamond,GBR,Athletics,1,0,3,0,1,4,2024
Eric Harrison,GBR,Athletics,0,0,1,0,0,1,2024
George Mills,GBR,Athletics,0,0,2,0,0,2,2024
Georgia Bell,GBR,Athletics,1,0,0,0,1,1,2024
Hannah Kelly,GBR,Athletics,2,0,0,0,2,2,2024
Hannah Williams,GBR,Athletics,0,0,1,0,0,1,2024
Harry Coppell,GBR,Athletics,0,0,1,0,0,1,2024
Holly Bradshaw,GBR,Athletics,1,0,1,0,1,2,2024
Imani Lansiquot,GBR,Athletics,1,0,1,1,2,3,2024
Jacob Fincham-dukes,GBR,Athletics,0,0,1,0,0,1,2024
Jade O'dowda,GBR,Athletics,0,0,1,0,0,1,2024
Jaden Smith,GBR,Athletics,0,0,1,0,0,1,2024
Jake Heyward,GBR,Athletics,0,0,1,0,0,1,2024
Jake Wightman,GBR,Athletics,0,0,1,0,0,1,2024
James Beale,GBR,Athletics,0,0,2,0,0,2,2024
James Peters,GBR,Athletics,0,0,2,0,0,2,2024
Jazmin Sawyers,GBR,Athletics,0,0,2,0,0,2,2024
Jemma Reekie,GBR,Athletics,0,0,2,0,0,2,2024
Jeremiah Azu,GBR,Athletics,1,0,1,0,1,2,2024
Jess Piasecki,GBR,Athletics,0,0,1,0,0,1,2024
Jessica Judd,GBR,Athletics,0,0,2,0,0,2,2024
Jessica Turner,GBR,Athletics,0,0,1,0,0,1,2024
Jessie Knight,GBR,Athletics,0,0,2,0,0,2,2024
Jodie Williams,GBR,Athletics,2,0,3,0,2,5,2024
John Smith,GBR,Athletics,0,0,1,0,0,1,2024
Jona Efoloko,GBR,Athletics,0,0,1,1,1,2,2024
Joseph Brier,GBR,Athletics,0,0,2,0,0,2,2024
Josh Kerr,GBR,Athletics,1,0,0,1,2,2,2024
Katarina Johnson-thompson,GBR,Athletics,0,0,3,1,1,4,2024
Katie Snowden,GBR,Athletics,0,0,1,0,0,1,2024
Keely Hodgkinson,GBR,Athletics,0,1,0,1,2,2,2024
Laura Muir,GBR,Athletics,0,0,2,1,1,3,2024
Laviai Nielsen,GBR,Athletics,2,0,2,0,2,4,2024
Lawrence Okoye,GBR,Athletics,0,0,3,0,0,3,2024
Lee Thompson,GBR,Athletics,0,0,2,0,0,2,2024
Lewis Davey,GBR,Athletics,2,0,0,0,2,2,2024
Lina Nielsen,GBR,Athletics,1,0,1,0,1,2,2024
Lorraine Ugen,GBR,Athletics,0,0,2,0,0,2,2024
Louie Hinchliffe,GBR,Athletics,1,0,1,0,1,2,2024
Mahamed Mahamed,GBR,Athletics,0,0,1,0,0,1,2024
Marc Scott,GBR,Athletics,0,0,2,0,0,2,2024
Mary John,GBR,Athletics,1,0,0,0,1,1,2024
Matthew Hudson-smith,GBR,Athletics,1,0,4,1,2,6,2024
Max Burgin,GBR,Athletics,0,0,1,0,0,1,2024
McCOLGAN Eilish,GBR,Athletics,0,0,3,0,0,3,2024
McKINNA Sophie,GBR,Athletics,0,0,1,0,0,1,2024
Megan Keith,GBR,Athletics,0,0,1,0,0,1,2024
Meghan Beesley,GBR,Athletics,0,0,1,0,0,1,2024
Michael Ohioze,GBR,Athletics,0,0,1,0,0,1,2024
Molly Caudery,GBR,Athletics,0,0,1,0,0,1,2024
Morgan Lake,GBR,Athletics,0,0,3,0,0,3,2024
Neil Gourley,GBR,Athletics,0,0,1,0,0,1,2024
Nethaneel Mitchell-blake,GBR,Athletics,1,0,2,1,2,4,2024
Nicholas Percy,GBR,Athletics,0,0,1,0,0,1,2024
Nick Miller,GBR,Athletics,0,0,1,0,0,1,2024
Nicklas Baker,GBR,Athletics,0,0,2,0,0,2,2024
Nicole Yeargin,GBR,Athletics,2,0,3,0,2,5,2024
Oliver Dustin,GBR,Athletics,0,0,1,0,0,1,2024
Patrick Dever,GBR,Athletics,0,0,1,0,0,1,2024
Phil Norman,GBR,Athletics,0,0,1,0,0,1,2024
Phili Sesemann,GBR,Athletics,0,0,1,0,0,1,2024
Phoebe Gill,GBR,Athletics,0,0,1,0,0,1,2024
Reece Prescod,GBR,Athletics,0,0,1,1,1,2,2024
Revee Walcott-nolan,GBR,Athletics,0,0,2,0,0,2,2024
Richard Kilty,GBR,Athletics,1,0,1,1,2,3,2024
Rio Mitcham,GBR,Athletics,0,0,1,0,0,1,2024
Rose Harvey,GBR,Athletics,0,0,1,0,0,1,2024
Sam Atkin,GBR,Athletics,0,0,2,0,0,2,2024
Samuel Reardon,GBR,Athletics,2,0,0,0,2,2,2024
Scott Lincoln,GBR,Athletics,0,0,2,0,0,2,2024
Stephanie Davis,GBR,Athletics,0,0,1,0,0,1,2024
Stephanie Twell,GBR,Athletics,0,0,3,0,0,3,2024
Stephen Jones,GBR,Athletics,0,0,1,0,0,1,2024
Tade Ojora,GBR,Athletics,0,0,1,0,0,1,2024
Taylor Campbell,GBR,Athletics,0,0,1,0,0,1,2024
Thomas Green,GBR,Athletics,0,1,0,0,1,1,2024
Tiffany Porter,GBR,Athletics,0,0,1,0,0,1,2024
Timothy Anderson,GBR,Athletics,0,0,1,0,0,1,2024
Toby Harries,GBR,Athletics,1,0,0,0,1,1,2024
Tom Bosworth,GBR,Athletics,0,0,1,0,0,1,2024
Tom Gale,GBR,Athletics,0,0,1,0,0,1,2024
Victoria Ohuruogu,GBR,Athletics,1,0,1,0,1,2,2024
Zak Seddon,GBR,Athletics,0,0,1,0,0,1,2024
Zharnel Hughes,GBR,Athletics,1,0,3,1,2,5,2024
Zoey Clark,GBR,Athletics,0,0,2,0,0,2,2024
Andrew Smith,GBR,Badminton,0,0,1,0,0,1,2024
Ben Lane,GBR,Badminton,0,0,2,0,0,2,2024
Chloe Birch,GBR,Badminton,0,0,1,0,0,1,2024
Kirsty Gilmour,GBR,Badminton,0,0,3,0,0,3,2024
Lauren Smith,GBR,Badminton,0,0,3,0,0,3,2024
Marcus Ellis,GBR,Badminton,1,0,1,0,1,2,2024
Sean Vendy,GBR,Badminton,0,0,2,0,0,2,2024
Toby Penty,GBR,Badminton,0,0,1,0,0,1,2024
Benjamin Whittaker,GBR,Boxing,0,0,0,1,1,1,2024
Caroline Dubois,GBR,Boxing,0,0,1,0,0,1,2024
Charley Davison,GBR,Boxing,0,0,1,0,0,1,2024
Charley-sian Davison,GBR,Boxing,0,0,1,0,0,1,2024
Cheavon Clarke,GBR,Boxing,0,0,1,0,0,1,2024
Delicious Orie,GBR,Boxing,0,0,1,0,0,1,2024
Donald Scott,GBR,Boxing,0,0,0,1,1,1,2024
Frazer Clarke,GBR,Boxing,1,0,0,0,1,1,2024
Galal Yafai,GBR,Boxing,0,1,1,0,1,2,2024
James Brown,GBR,Boxing,0,0,1,0,0,1,2024
Jordan Reid,GBR,Boxing,0,0,1,0,0,1,2024
Karriss Artingstall,GBR,Boxing,1,0,0,0,1,1,2024
Lauren Price,GBR,Boxing,0,1,0,0,1,1,2024
Lewis Richardson,GBR,Boxing,1,0,0,0,1,1,2024
Luke Campbell,GBR,Boxing,0,1,0,0,1,1,2024
McCORMACK Luke,GBR,Boxing,0,0,1,0,0,1,2024
McCORMACK Pat,GBR,Boxing,0,0,0,1,1,1,2024
McGRAIL Peter,GBR,Boxing,0,0,1,0,0,1,2024
Rosie Eccles,GBR,Boxing,0,0,1,0,0,1,2024
Adam Burgess,GBR,Canoe Slalom,0,0,2,1,1,3,2024
Bradley Forbes-cryans,GBR,Canoe Slalom,0,0,1,0,0,1,2024
Joseph Clarke,GBR,Canoe Slalom,0,0,1,1,1,2,2024
Kimberley Woods,GBR,Canoe Slalom,2,0,1,0,2,3,2024
Mallory Franklin,GBR,Canoe Slalom,0,0,2,1,1,3,2024
Deborah Kerr,GBR,Canoe Sprint,0,0,2,0,0,2,2024
