Year,NOC,Sport,Name,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals
2020,JPN,Cycling Track,Eiya Hashimoto,0,0,1,0,0
2020,JPN,Cycling Track,Eiya Hashimoto,0,0,1,0,0
2020,JPN,Cycling Track,Kie Furuyama,0,0,1,0,0
2020,JPN,Cycling Track,Kie Furuyama,0,0,1,0,0
2020,JPN,Cycling Track,Kisato Nakamura,0,0,2,0,0
2020,JPN,Cycling Track,Kisato Nakamura,0,0,2,0,0
2020,JPN,Cycling Track,Yudai Nitta,0,0,2,0,0
2020,JPN,Cycling Track,Yudai Nitta,0,0,2,0,0
2020,JPN,Cycling Track,Yuka Kobayashi,0,0,2,0,0
2020,JPN,Cycling Track,Yuka Kobayashi,0,0,2,0,0
2020,JPN,Cycling Track,Yumi Kajihara,0,0,1,1,1
2020,JPN,Cycling Track,Yumi Kajihara,0,0,1,1,1
2020,JPN,Cycling Track,Yuta Wakimoto,0,0,2,0,0
2020,JPN,Cycling Track,Yuta Wakimoto,0,0,2,0,0
2020,JPN,Diving,Haruka Enomoto,0,0,2,0,0
2020,JPN,Diving,Haruka Enomoto,0,0,2,0,0
2020,JPN,Diving,Hazuki Miyamoto,0,0,1,0,0
2020,JPN,Diving,Hazuki Miyamoto,0,0,1,0,0
2020,JPN,Diving,Hiroki Ito,0,0,1,0,0
2020,JPN,Diving,Hiroki Ito,0,0,1,0,0
2020,JPN,Diving,Kazuki Murakami,0,0,1,0,0
2020,JPN,Diving,Kazuki Murakami,0,0,1,0,0
2020,JPN,Diving,Ken Terauchi,0,0,2,0,0
2020,JPN,Diving,Ken Terauchi,0,0,2,0,0
2020,JPN,Diving,Matsuri Arai,0,0,2,0,0
2020,JPN,Diving,Matsuri Arai,0,0,2,0,0
2020,JPN,Diving,Minami Itahashi,0,0,1,0,0
2020,JPN,Diving,Minami Itahashi,0,0,1,0,0
2020,JPN,Diving,Reo Nishida,0,0,1,0,0
2020,JPN,Diving,Reo Nishida,0,0,1,0,0
2020,JPN,Diving,Rikuto Tamai,0,0,1,0,0
2020,JPN,Diving,Rikuto Tamai,0,0,1,0,0
2020,JPN,Diving,Sayaka Mikami,0,0,1,0,0
2020,JPN,Diving,Sayaka Mikami,0,0,1,0,0
2020,JPN,Diving,Sho Sakai,0,0,1,0,0
2020,JPN,Diving,Sho Sakai,0,0,1,0,0
2020,JPN,Equestrian,Daisuke Fukushima,0,0,2,0,0
2020,JPN,Equestrian,Daisuke Fukushima,0,0,2,0,0
2020,JPN,Equestrian,Eiken Sato,0,0,2,0,0
2020,JPN,Equestrian,Eiken Sato,0,0,2,0,0
2020,JPN,Equestrian,Hiroyuki Kitahara,0,0,2,0,0
2020,JPN,Equestrian,Hiroyuki Kitahara,0,0,2,0,0
2020,JPN,Equestrian,Kazuki Sado,0,0,2,0,0
2020,JPN,Equestrian,Kazuki Sado,0,0,2,0,0
2020,JPN,Equestrian,Kazuma Tomoto,0,0,2,0,0
2020,JPN,Equestrian,Kazuma Tomoto,0,0,2,0,0
2020,JPN,Equestrian,Koki Saito,0,0,2,0,0
2020,JPN,Equestrian,Koki Saito,0,0,2,0,0
2020,JPN,Equestrian,Masanao Takahashi,0,0,2,0,0
2020,JPN,Equestrian,Masanao Takahashi,0,0,2,0,0
2020,JPN,Equestrian,Mike Kawai,0,0,1,0,0
2020,JPN,Equestrian,Mike Kawai,0,0,1,0,0
2020,JPN,Equestrian,Ryuzo Kitajima,0,0,2,0,0
2020,JPN,Equestrian,Ryuzo Kitajima,0,0,2,0,0
2020,JPN,Equestrian,Shingo Hayashi,0,0,2,0,0
2020,JPN,Equestrian,Shingo Hayashi,0,0,2,0,0
2020,JPN,Equestrian,Toshiyuki Tanaka,0,0,2,0,0
2020,JPN,Equestrian,Toshiyuki Tanaka,0,0,2,0,0
2020,JPN,Equestrian,Yoshiaki Oiwa,0,0,2,0,0
2020,JPN,Equestrian,Yoshiaki Oiwa,0,0,2,0,0
2020,JPN,Fencing,Chika Aoki,0,0,2,0,0
2020,JPN,Fencing,Chika Aoki,0,0,2,0,0
2020,JPN,Fencing,Kaito Streets,0,0,2,0,0
2020,JPN,Fencing,Kaito Streets,0,0,2,0,0
2020,JPN,Fencing,Kazuyasu Minobe,0,1,1,0,1
2020,JPN,Fencing,Kazuyasu Minobe,0,1,1,0,1
2020,JPN,Fencing,Kenta Tokunan,0,0,1,0,0
2020,JPN,Fencing,Kenta Tokunan,0,0,1,0,0
2020,JPN,Fencing,Kento Yoshida,0,0,2,0,0
2020,JPN,Fencing,Kento Yoshida,0,0,2,0,0
2020,JPN,Fencing,Koki Kano,0,1,1,0,1
2020,JPN,Fencing,Koki Kano,0,1,1,0,1
2020,JPN,Fencing,Kyosuke Matsuyama,0,0,2,0,0
2020,JPN,Fencing,Kyosuke Matsuyama,0,0,2,0,0
2020,JPN,Fencing,Masaru Yamada,0,1,1,0,1
2020,JPN,Fencing,Masaru Yamada,0,1,1,0,1
2020,JPN,Fencing,Misaki Emura,0,0,2,0,0
2020,JPN,Fencing,Misaki Emura,0,0,2,0,0
2020,JPN,Fencing,Norika Tamura,0,0,2,0,0
2020,JPN,Fencing,Norika Tamura,0,0,2,0,0
2020,JPN,Fencing,Nozomi Sato,0,0,1,0,0
2020,JPN,Fencing,Nozomi Sato,0,0,1,0,0
2020,JPN,Fencing,Rio Azuma,0,0,2,0,0
2020,JPN,Fencing,Rio Azuma,0,0,2,0,0
2020,JPN,Fencing,Satoru Uyama,0,1,0,0,1
2020,JPN,Fencing,Satoru Uyama,0,1,0,0,1
2020,JPN,Fencing,Sera Azuma,0,0,2,0,0
2020,JPN,Fencing,Sera Azuma,0,0,2,0,0
2020,JPN,Fencing,Shihomi Fukushima,0,0,1,0,0
2020,JPN,Fencing,Shihomi Fukushima,0,0,1,0,0
2020,JPN,Fencing,Sumire Tsuji,0,0,1,0,0
2020,JPN,Fencing,Sumire Tsuji,0,0,1,0,0
2020,JPN,Fencing,Takahiro Shikine,0,0,2,0,0
2020,JPN,Fencing,Takahiro Shikine,0,0,2,0,0
2020,JPN,Fencing,Tomohiro Shimamura,0,0,2,0,0
2020,JPN,Fencing,Tomohiro Shimamura,0,0,2,0,0
2020,JPN,Fencing,Toshiya Saito,0,0,2,0,0
2020,JPN,Fencing,Toshiya Saito,0,0,2,0,0
2020,JPN,Fencing,Yudai Nagano,0,0,1,0,0
2020,JPN,Fencing,Yudai Nagano,0,0,1,0,0
2020,JPN,Fencing,Yuka Ueno,0,0,2,0,0
2020,JPN,Fencing,Yuka Ueno,0,0,2,0,0
2020,JPN,Football,Ao Tanaka,0,0,1,0,0
2020,JPN,Football,Ao Tanaka,0,0,1,0,0
2020,JPN,Football,Asato Miyagawa,0,0,1,0,0
2020,JPN,Football,Asato Miyagawa,0,0,1,0,0
2020,JPN,Football,Ayaka Yamashita,0,0,1,0,0
2020,JPN,Football,Ayaka Yamashita,0,0,1,0,0
2020,JPN,Football,Ayase Ueda,0,0,1,0,0
2020,JPN,Football,Ayase Ueda,0,0,1,0,0
2020,JPN,Football,Ayumu Seko,0,0,1,0,0
2020,JPN,Football,Ayumu Seko,0,0,1,0,0
2020,JPN,Football,Chika Hirao,0,0,1,0,0
2020,JPN,Football,Chika Hirao,0,0,1,0,0
2020,JPN,Football,Daichi Hayashi,0,0,1,0,0
2020,JPN,Football,Daichi Hayashi,0,0,1,0,0
2020,JPN,Football,Daiki Hashioka,0,0,1,0,0
2020,JPN,Football,Daiki Hashioka,0,0,1,0,0
2020,JPN,Football,Daizen Maeda,0,0,1,0,0
2020,JPN,Football,Daizen Maeda,0,0,1,0,0
2020,JPN,Football,Emi Nakajima,0,0,1,0,0
2020,JPN,Football,Emi Nakajima,0,0,1,0,0
2020,JPN,Football,Hina Sugita,0,0,1,0,0
2020,JPN,Football,Hina Sugita,0,0,1,0,0
2020,JPN,Football,Hiroki Sakai,0,0,1,0,0
2020,JPN,Football,Hiroki Sakai,0,0,1,0,0
2020,JPN,Football,Honoka Hayashi,0,0,1,0,0
2020,JPN,Football,Honoka Hayashi,0,0,1,0,0
2020,JPN,Football,Jun Endo,0,0,1,0,0
2020,JPN,Football,Jun Endo,0,0,1,0,0
2020,JPN,Football,Kaoru Mitoma,0,0,1,0,0
2020,JPN,Football,Kaoru Mitoma,0,0,1,0,0
2020,JPN,Football,Keisuke Osako,0,0,1,0,0
2020,JPN,Football,Keisuke Osako,0,0,1,0,0
2020,JPN,Football,Koji Miyoshi,0,0,1,0,0
2020,JPN,Football,Koji Miyoshi,0,0,1,0,0
2020,JPN,Football,Koki Machida,0,0,1,0,0
2020,JPN,Football,Koki Machida,0,0,1,0,0
2020,JPN,Football,Kosei Tani,0,0,1,0,0
2020,JPN,Football,Kosei Tani,0,0,1,0,0
2020,JPN,Football,Kou Itakura,0,0,1,0,0
2020,JPN,Football,Kou Itakura,0,0,1,0,0
2020,JPN,Football,Mana Iwabuchi,0,0,1,0,0
2020,JPN,Football,Mana Iwabuchi,0,0,1,0,0
2020,JPN,Football,Maya Yoshida,0,0,1,0,0
2020,JPN,Football,Maya Yoshida,0,0,1,0,0
2020,JPN,Football,Mina Tanaka,0,0,1,0,0
2020,JPN,Football,Mina Tanaka,0,0,1,0,0
2020,JPN,Football,Moeka Minami,0,0,1,0,0
2020,JPN,Football,Moeka Minami,0,0,1,0,0
2020,JPN,Football,Momoka Kinoshita,0,0,1,0,0
2020,JPN,Football,Momoka Kinoshita,0,0,1,0,0
2020,JPN,Football,Nanami Kitamura,0,0,1,0,0
2020,JPN,Football,Nanami Kitamura,0,0,1,0,0
2020,JPN,Football,Narumi Miura,0,0,1,0,0
2020,JPN,Football,Narumi Miura,0,0,1,0,0
2020,JPN,Football,Reo Hatate,0,0,1,0,0
2020,JPN,Football,Reo Hatate,0,0,1,0,0
2020,JPN,Football,Risa Shimizu,0,0,1,0,0
2020,JPN,Football,Risa Shimizu,0,0,1,0,0
2020,JPN,Football,Ritsu Doan,0,0,1,0,0
2020,JPN,Football,Ritsu Doan,0,0,1,0,0
2020,JPN,Football,Saki Kumagai,0,0,1,0,0
2020,JPN,Football,Saki Kumagai,0,0,1,0,0
2020,JPN,Football,Sakiko Ikeda,0,0,1,0,0
2020,JPN,Football,Sakiko Ikeda,0,0,1,0,0
2020,JPN,Football,Saori Takarada,0,0,1,0,0
2020,JPN,Football,Saori Takarada,0,0,1,0,0
2020,JPN,Football,Shiori Miyake,0,0,1,0,0
2020,JPN,Football,Shiori Miyake,0,0,1,0,0
2020,JPN,Football,Takefusa Kubo,0,0,1,0,0
2020,JPN,Football,Takefusa Kubo,0,0,1,0,0
2020,JPN,Football,Takehiro Tomiyasu,0,0,1,0,0
2020,JPN,Football,Takehiro Tomiyasu,0,0,1,0,0
2020,JPN,Football,Wataru Endo,0,0,1,0,0
2020,JPN,Football,Wataru Endo,0,0,1,0,0
2020,JPN,Football,Yui Hasegawa,0,0,1,0,0
2020,JPN,Football,Yui Hasegawa,0,0,1,0,0
2020,JPN,Football,Yuika Sugasawa,0,0,1,0,0
2020,JPN,Football,Yuika Sugasawa,0,0,1,0,0
2020,JPN,Football,Yuka Momiki,0,0,1,0,0
2020,JPN,Football,Yuka Momiki,0,0,1,0,0
2020,JPN,Football,Yuki Soma,0,0,1,0,0
2020,JPN,Football,Yuki Soma,0,0,1,0,0
2020,JPN,Football,Yuta Nakayama,0,0,1,0,0
2020,JPN,Football,Yuta Nakayama,0,0,1,0,0
2020,JPN,Football,Yuzuho Shiokoshi,0,0,1,0,0
2020,JPN,Football,Yuzuho Shiokoshi,0,0,1,0,0
2020,JPN,Football,Zion Suzuki,0,0,1,0,0
2020,JPN,Football,Zion Suzuki,0,0,1,0,0
2020,JPN,Golf,Hideki Matsuyama,0,0,1,0,0
2020,JPN,Golf,Hideki Matsuyama,0,0,1,0,0
2020,JPN,Golf,Mone Inami,0,0,0,1,1
2020,JPN,Golf,Mone Inami,0,0,0,1,1
2020,JPN,Golf,Nasa Hataoka,0,0,1,0,0
2020,JPN,Golf,Nasa Hataoka,0,0,1,0,0
2020,JPN,Golf,Rikuya Hoshino,0,0,1,0,0
2020,JPN,Golf,Rikuya Hoshino,0,0,1,0,0
2020,JPN,Handball,Adamyuki Baig,0,0,1,0,0
2020,JPN,Handball,Adamyuki Baig,0,0,1,0,0
2020,JPN,Handball,Anri Doi,0,0,1,0,0
2020,JPN,Handball,Anri Doi,0,0,1,0,0
2020,JPN,Handball,Aya Yokoshima,0,0,1,0,0
2020,JPN,Handball,Aya Yokoshima,0,0,1,0,0
2020,JPN,Handball,Ayaka Ikehara,0,0,1,0,0
2020,JPN,Handball,Ayaka Ikehara,0,0,1,0,0
2020,JPN,Handball,Haruno Sasaki,0,0,1,0,0
2020,JPN,Handball,Haruno Sasaki,0,0,1,0,0
2020,JPN,Handball,Hiroki Motoki,0,0,1,0,0
2020,JPN,Handball,Hiroki Motoki,0,0,1,0,0
2020,JPN,Handball,Jin Watanabe,0,0,1,0,0
2020,JPN,Handball,Jin Watanabe,0,0,1,0,0
2020,JPN,Handball,Kaho Sunami,0,0,1,0,0
2020,JPN,Handball,Kaho Sunami,0,0,1,0,0
2020,JPN,Handball,Kenya Kasahara,0,0,1,0,0
2020,JPN,Handball,Kenya Kasahara,0,0,1,0,0
2020,JPN,Handball,Kohei Narita,0,0,1,0,0
2020,JPN,Handball,Kohei Narita,0,0,1,0,0
2020,JPN,Handball,Kotaro Mizumachi,0,0,1,0,0
2020,JPN,Handball,Kotaro Mizumachi,0,0,1,0,0
2020,JPN,Handball,Maharu Kondo,0,0,1,0,0
2020,JPN,Handball,Maharu Kondo,0,0,1,0,0
2020,JPN,Handball,Mana Horikawa,0,0,1,0,0
2020,JPN,Handball,Mana Horikawa,0,0,1,0,0
2020,JPN,Handball,Mana Ohyama,0,0,1,0,0
2020,JPN,Handball,Mana Ohyama,0,0,1,0,0
2020,JPN,Handball,Mayuko Ishitate,0,0,1,0,0
2020,JPN,Handball,Mayuko Ishitate,0,0,1,0,0
2020,JPN,Handball,Minami Itano,0,0,1,0,0
2020,JPN,Handball,Minami Itano,0,0,1,0,0
2020,JPN,Handball,Motoki Sakai,0,0,1,0,0
2020,JPN,Handball,Motoki Sakai,0,0,1,0,0
2020,JPN,Handball,Naoki Sugioka,0,0,1,0,0
2020,JPN,Handball,Naoki Sugioka,0,0,1,0,0
2020,JPN,Handball,Nozomi Hara,0,0,1,0,0
2020,JPN,Handball,Nozomi Hara,0,0,1,0,0
2020,JPN,Handball,Rennosuke Tokuda,0,0,1,0,0
2020,JPN,Handball,Rennosuke Tokuda,0,0,1,0,0
2020,JPN,Handball,Sakura Kametani,0,0,1,0,0
2020,JPN,Handball,Sakura Kametani,0,0,1,0,0
2020,JPN,Handball,Sayo Shiota,0,0,1,0,0
2020,JPN,Handball,Sayo Shiota,0,0,1,0,0
2020,JPN,Handball,Shinnosuke Tokuda,0,0,1,0,0
2020,JPN,Handball,Shinnosuke Tokuda,0,0,1,0,0
2020,JPN,Handball,Shio Fujii,0,0,1,0,0
2020,JPN,Handball,Shio Fujii,0,0,1,0,0
2020,JPN,Handball,Shiori Nagata,0,0,1,0,0
2020,JPN,Handball,Shiori Nagata,0,0,1,0,0
2020,JPN,Handball,Shuichi Yoshida,0,0,1,0,0
2020,JPN,Handball,Shuichi Yoshida,0,0,1,0,0
2020,JPN,Handball,Tatsuki Yoshino,0,0,1,0,0
2020,JPN,Handball,Tatsuki Yoshino,0,0,1,0,0
2020,JPN,Handball,Yui Sunami,0,0,1,0,0
2020,JPN,Handball,Yui Sunami,0,0,1,0,0
2020,JPN,Handball,Yuki Tanabe,0,0,1,0,0
2020,JPN,Handball,Yuki Tanabe,0,0,1,0,0
2020,JPN,Handball,Yuta Iwashita,0,0,1,0,0
2020,JPN,Handball,Yuta Iwashita,0,0,1,0,0
2020,JPN,Handball,Yuto Agarie,0,0,1,0,0
2020,JPN,Handball,Yuto Agarie,0,0,1,0,0
2020,JPN,Hockey,Aki Mitsuhashi,0,0,1,0,0
2020,JPN,Hockey,Aki Mitsuhashi,0,0,1,0,0
2020,JPN,Hockey,Aki Yamada,0,0,1,0,0
2020,JPN,Hockey,Aki Yamada,0,0,1,0,0
2020,JPN,Hockey,Emi Nishikori,0,0,1,0,0
2020,JPN,Hockey,Emi Nishikori,0,0,1,0,0
2020,JPN,Hockey,Genki Mitani,0,0,1,0,0
2020,JPN,Hockey,Genki Mitani,0,0,1,0,0
2020,JPN,Hockey,Hazuki Nagai,0,0,1,0,0
2020,JPN,Hockey,Hazuki Nagai,0,0,1,0,0
2020,JPN,Hockey,Hiromasa Ochiai,0,0,1,0,0
2020,JPN,Hockey,Hiromasa Ochiai,0,0,1,0,0
2020,JPN,Hockey,Hirotaka Zendana,0,0,1,0,0
2020,JPN,Hockey,Hirotaka Zendana,0,0,1,0,0
2020,JPN,Hockey,Kaho Tanaka,0,0,1,0,0
2020,JPN,Hockey,Kaho Tanaka,0,0,1,0,0
2020,JPN,Hockey,Kaito Tanaka,0,0,1,0,0
2020,JPN,Hockey,Kaito Tanaka,0,0,1,0,0
2020,JPN,Hockey,Kana Nomura,0,0,1,0,0
2020,JPN,Hockey,Kana Nomura,0,0,1,0,0
2020,JPN,Hockey,Kanon Mori,0,0,1,0,0
2020,JPN,Hockey,Kanon Mori,0,0,1,0,0
2020,JPN,Hockey,Kazuma Murata,0,0,1,0,0
2020,JPN,Hockey,Kazuma Murata,0,0,1,0,0
2020,JPN,Hockey,Ken Nagayoshi,0,0,1,0,0
2020,JPN,Hockey,Ken Nagayoshi,0,0,1,0,0
2020,JPN,Hockey,Kenji Kitazato,0,0,1,0,0
2020,JPN,Hockey,Kenji Kitazato,0,0,1,0,0
2020,JPN,Hockey,Kenta Tanaka,0,0,1,0,0
2020,JPN,Hockey,Kenta Tanaka,0,0,1,0,0
2020,JPN,Hockey,Kentaro Fukuda,0,0,1,0,0
2020,JPN,Hockey,Kentaro Fukuda,0,0,1,0,0
2020,JPN,Hockey,Kimika Hoshi,0,0,1,0,0
2020,JPN,Hockey,Kimika Hoshi,0,0,1,0,0
2020,JPN,Hockey,Koji Yamasaki,0,0,1,0,0
2020,JPN,Hockey,Koji Yamasaki,0,0,1,0,0
2020,JPN,Hockey,Kota Watanabe,0,0,1,0,0
2020,JPN,Hockey,Kota Watanabe,0,0,1,0,0
2020,JPN,Hockey,Maho Segawa,0,0,1,0,0
2020,JPN,Hockey,Maho Segawa,0,0,1,0,0
2020,JPN,Hockey,Mai Toriyama,0,0,1,0,0
2020,JPN,Hockey,Mai Toriyama,0,0,1,0,0
2020,JPN,Hockey,Manabu Yamashita,0,0,1,0,0
2020,JPN,Hockey,Manabu Yamashita,0,0,1,0,0
2020,JPN,Hockey,Masaki Ohashi,0,0,1,0,0
2020,JPN,Hockey,Masaki Ohashi,0,0,1,0,0
2020,JPN,Hockey,Miki Kozuka,0,0,1,0,0
2020,JPN,Hockey,Miki Kozuka,0,0,1,0,0
2020,JPN,Hockey,Natsuha Matsumoto,0,0,1,0,0
2020,JPN,Hockey,Natsuha Matsumoto,0,0,1,0,0
2020,JPN,Hockey,Sakiyo Asano,0,0,1,0,0
2020,JPN,Hockey,Sakiyo Asano,0,0,1,0,0
2020,JPN,Hockey,Sakurako Omoto,0,0,1,0,0
2020,JPN,Hockey,Sakurako Omoto,0,0,1,0,0
2020,JPN,Hockey,Seren Tanaka,0,0,1,0,0
2020,JPN,Hockey,Seren Tanaka,0,0,1,0,0
2020,JPN,Hockey,Shihori Oikawa,0,0,1,0,0
2020,JPN,Hockey,Shihori Oikawa,0,0,1,0,0
2020,JPN,Hockey,Shota Yamada,0,0,1,0,0
2020,JPN,Hockey,Shota Yamada,0,0,1,0,0
2020,JPN,Hockey,Takashi Yoshikawa,0,0,1,0,0
2020,JPN,Hockey,Takashi Yoshikawa,0,0,1,0,0
2020,JPN,Hockey,Yoshiki Kirishita,0,0,1,0,0
2020,JPN,Hockey,Yoshiki Kirishita,0,0,1,0,0
2020,JPN,Hockey,Yu Asai,0,0,1,0,0
2020,JPN,Hockey,Yu Asai,0,0,1,0,0
2020,JPN,Hockey,Yukari Mano,0,0,1,0,0
2020,JPN,Hockey,Yukari Mano,0,0,1,0,0
2020,JPN,Hockey,Yuma Nagai,0,0,1,0,0
2020,JPN,Hockey,Yuma Nagai,0,0,1,0,0
2020,JPN,Hockey,Yuri Nagai,0,0,1,0,0
2020,JPN,Hockey,Yuri Nagai,0,0,1,0,0
2020,JPN,Judo,Aaron Wolf,0,1,0,1,2
2020,JPN,Judo,Aaron Wolf,0,1,0,1,2
2020,JPN,Judo,Akira Sone,0,1,0,1,2
2020,JPN,Judo,Akira Sone,0,1,0,1,2
2020,JPN,Judo,Chizuru Arai,0,1,0,1,2
2020,JPN,Judo,Chizuru Arai,0,1,0,1,2
2020,JPN,Judo,Funa Tonaki,0,0,0,1,1
2020,JPN,Judo,Funa Tonaki,0,0,0,1,1
2020,JPN,Judo,Hifumi Abe,0,1,0,1,2
2020,JPN,Judo,Hifumi Abe,0,1,0,1,2
2020,JPN,Judo,Hisayoshi Harasawa,0,0,1,1,1
2020,JPN,Judo,Hisayoshi Harasawa,0,0,1,1,1
2020,JPN,Judo,Miku Tashiro,0,0,1,1,1
2020,JPN,Judo,Miku Tashiro,0,0,1,1,1
2020,JPN,Judo,Naohisa Takato,0,1,0,0,1
2020,JPN,Judo,Naohisa Takato,0,1,0,0,1
2020,JPN,Judo,Shohei Ono,0,1,0,1,2
2020,JPN,Judo,Shohei Ono,0,1,0,1,2
2020,JPN,Judo,Shoichiro Mukai,0,0,1,1,1
2020,JPN,Judo,Shoichiro Mukai,0,0,1,1,1
2020,JPN,Judo,Shori Hamada,0,1,0,1,2
2020,JPN,Judo,Shori Hamada,0,1,0,1,2
2020,JPN,Judo,Takanori Nagase,0,1,0,1,2
2020,JPN,Judo,Takanori Nagase,0,1,0,1,2
2020,JPN,Judo,Tsukasa Yoshida,1,0,0,1,2
2020,JPN,Judo,Tsukasa Yoshida,1,0,0,1,2
2020,JPN,Judo,Uta Abe,0,1,0,1,2
2020,JPN,Judo,Uta Abe,0,1,0,1,2
2020,JPN,Karate,Ayumi Uekusa,0,0,1,0,0
2020,JPN,Karate,Ayumi Uekusa,0,0,1,0,0
2020,JPN,Karate,Ken Nishimura,0,0,1,0,0
2020,JPN,Karate,Ken Nishimura,0,0,1,0,0
2020,JPN,Karate,Kiyou Shimizu,0,0,0,1,1
2020,JPN,Karate,Kiyou Shimizu,0,0,0,1,1
2020,JPN,Karate,Mayumi Someya,0,0,1,0,0
2020,JPN,Karate,Mayumi Someya,0,0,1,0,0
2020,JPN,Karate,Miho Miyahara,0,0,1,0,0
2020,JPN,Karate,Miho Miyahara,0,0,1,0,0
2020,JPN,Karate,Naoto Sago,0,0,1,0,0
2020,JPN,Karate,Naoto Sago,0,0,1,0,0
2020,JPN,Karate,Ryo Kiyuna,0,1,0,0,1
2020,JPN,Karate,Ryo Kiyuna,0,1,0,0,1
2020,JPN,Karate,Ryutaro Araga,1,0,0,0,1
2020,JPN,Karate,Ryutaro Araga,1,0,0,0,1
2020,JPN,Marathon Swimming,Taishin Minamide,0,0,1,0,0
2020,JPN,Marathon Swimming,Taishin Minamide,0,0,1,0,0
2020,JPN,Marathon Swimming,Yumi Kida,0,0,1,0,0
2020,JPN,Marathon Swimming,Yumi Kida,0,0,1,0,0
2020,JPN,Modern Pentathlon,Natsumi Takamiya,0,0,1,0,0
2020,JPN,Modern Pentathlon,Natsumi Takamiya,0,0,1,0,0
2020,JPN,Modern Pentathlon,Rena Shimazu,0,0,1,0,0
2020,JPN,Modern Pentathlon,Rena Shimazu,0,0,1,0,0
2020,JPN,Modern Pentathlon,Shohei Iwamoto,0,0,1,0,0
2020,JPN,Modern Pentathlon,Shohei Iwamoto,0,0,1,0,0
2020,JPN,Rhythmic Gymnastics,Ayuka Suzuki,0,0,1,0,0
2020,JPN,Rhythmic Gymnastics,Ayuka Suzuki,0,0,1,0,0
2020,JPN,Rhythmic Gymnastics,Chisaki Oiwa,0,0,1,0,0
2020,JPN,Rhythmic Gymnastics,Chisaki Oiwa,0,0,1,0,0
2020,JPN,Rhythmic Gymnastics,Nanami Takenaka,0,0,1,0,0
2020,JPN,Rhythmic Gymnastics,Nanami Takenaka,0,0,1,0,0
2020,JPN,Rhythmic Gymnastics,Rie Matsubara,0,0,1,0,0
2020,JPN,Rhythmic Gymnastics,Rie Matsubara,0,0,1,0,0
2020,JPN,Rhythmic Gymnastics,Sakura Noshitani,0,0,1,0,0
2020,JPN,Rhythmic Gymnastics,Sakura Noshitani,0,0,1,0,0
2020,JPN,Rhythmic Gymnastics,Sayuri Sugimoto,0,0,1,0,0
2020,JPN,Rhythmic Gymnastics,Sayuri Sugimoto,0,0,1,0,0
2020,JPN,Rhythmic Gymnastics,Sumire Kita,0,0,1,0,0
2020,JPN,Rhythmic Gymnastics,Sumire Kita,0,0,1,0,0
2020,JPN,Rowing,Ayami Oishi,0,0,1,0,0
2020,JPN,Rowing,Ayami Oishi,0,0,1,0,0
2020,JPN,Rowing,Chiaki Tomita,0,0,1,0,0
2020,JPN,Rowing,Chiaki Tomita,0,0,1,0,0
2020,JPN,Rowing,Ryuta Arakawa,0,0,1,0,0
2020,JPN,Rowing,Ryuta Arakawa,0,0,1,0,0
2020,JPN,Rugby Sevens,Brackin Henry,0,0,1,0,0
2020,JPN,Rugby Sevens,Brackin Henry,0,0,1,0,0
2020,JPN,Rugby Sevens,Chihito Matsui,0,0,1,0,0
2020,JPN,Rugby Sevens,Chihito Matsui,0,0,1,0,0
2020,JPN,Rugby Sevens,Hana Nagata,0,0,1,0,0
2020,JPN,Rugby Sevens,Hana Nagata,0,0,1,0,0
2020,JPN,Rugby Sevens,Haruka Hirotsu,0,0,1,0,0
2020,JPN,Rugby Sevens,Haruka Hirotsu,0,0,1,0,0
2020,JPN,Rugby Sevens,Honoka Tsutsumi,0,0,1,0,0
2020,JPN,Rugby Sevens,Honoka Tsutsumi,0,0,1,0,0
2020,JPN,Rugby Sevens,Jose Seru,0,0,1,0,0
2020,JPN,Rugby Sevens,Jose Seru,0,0,1,0,0
2020,JPN,Rugby Sevens,Kazuhiro Goya,0,0,1,0,0
2020,JPN,Rugby Sevens,Kazuhiro Goya,0,0,1,0,0
2020,JPN,Rugby Sevens,Kazushi Hano,0,0,1,0,0
2020,JPN,Rugby Sevens,Kazushi Hano,0,0,1,0,0
2020,JPN,Rugby Sevens,Kippei Ishida,0,0,1,0,0
2020,JPN,Rugby Sevens,Kippei Ishida,0,0,1,0,0
2020,JPN,Rugby Sevens,Lote Tuqiri,0,0,1,0,0
2020,JPN,Rugby Sevens,Lote Tuqiri,0,0,1,0,0
2020,JPN,Rugby Sevens,Marin Kajiki,0,0,1,0,0
2020,JPN,Rugby Sevens,Marin Kajiki,0,0,1,0,0
2020,JPN,Rugby Sevens,Masakatsu Hikosaka,0,0,1,0,0
2020,JPN,Rugby Sevens,Masakatsu Hikosaka,0,0,1,0,0
2020,JPN,Rugby Sevens,Mayu Shimizu,0,0,1,0,0
2020,JPN,Rugby Sevens,Mayu Shimizu,0,0,1,0,0
2020,JPN,Rugby Sevens,Mei Otani,0,0,1,0,0
2020,JPN,Rugby Sevens,Mei Otani,0,0,1,0,0
2020,JPN,Rugby Sevens,Mifuyu Koide,0,0,1,0,0
2020,JPN,Rugby Sevens,Mifuyu Koide,0,0,1,0,0
2020,JPN,Rugby Sevens,Mio Yamanaka,0,0,1,0,0
2020,JPN,Rugby Sevens,Mio Yamanaka,0,0,1,0,0
2020,JPN,Rugby Sevens,Miyu Shirako,0,0,1,0,0
2020,JPN,Rugby Sevens,Miyu Shirako,0,0,1,0,0
