NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total_Bronze,Total_Gold,Total_No_Medal,Total_Silver,Gold_Ratio,Silver_Ratio,Bronze_Ratio,No_Medal_Ratio
LAT,Equestrian,0,0,1,0,14,15,377,14,0.0,0.0,0.0,0.002652519893899204
LAT,Fencing,0,0,1,0,596,624,9321,613,0.0,0.0,0.0,0.000107284626113078
LAT,Football,0,0,11,0,587,559,5650,557,0.0,0.0,0.0,0.0019469026548672567
LAT,Gymnastics,0,1,26,1,719,791,24451,746,0.0012642225031605564,0.0013404825737265416,0.0,0.001063351192180279
LAT,Judo,1,0,10,0,325,162,3668,162,0.0,0.0,0.003076923076923077,0.0027262813522355507
LAT,Karate,0,0,1,0,16,8,49,8,0.0,0.0,0.0,0.02040816326530612
LAT,Modern Pentathlon,0,0,16,1,64,64,1557,64,0.0,0.015625,0.0,0.010276172125883108
LAT,Rowing,0,0,8,0,1038,1026,8032,1025,0.0,0.0,0.0,0.00099601593625498
LAT,Sailing,0,0,9,0,382,465,5659,430,0.0,0.0,0.0,0.001590386994168581
LAT,Shooting,0,0,15,1,425,428,10743,429,0.0,0.002331002331002331,0.0,0.0013962580284836638
LAT,Swimming,0,0,32,0,1027,1169,21573,1060,0.0,0.0,0.0,0.0014833356510452881
LAT,Table Tennis,0,0,1,0,70,64,2020,64,0.0,0.0,0.0,0.0004950495049504951
LAT,Tennis,0,0,10,0,136,114,2788,114,0.0,0.0,0.0,0.003586800573888092
LAT,Weightlifting,2,0,19,1,230,231,3446,227,0.0,0.004405286343612335,0.008695652173913044,0.005513639001741149
LAT,Wrestling,0,0,18,1,504,431,6075,433,0.0,0.0023094688221709007,0.0,0.002962962962962963
LBA,Archery,0,0,1,0,108,145,2209,130,0.0,0.0,0.0,0.0004526935264825713
LBA,Athletics,0,0,28,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0007620499142693847
LBA,Cycling,0,0,14,0,414,424,9596,425,0.0,0.0,0.0,0.0014589412255106293
LBA,Judo,0,0,8,0,325,162,3668,162,0.0,0.0,0.0,0.0021810250817884407
LBA,Rowing,0,0,2,0,1038,1026,8032,1025,0.0,0.0,0.0,0.000249003984063745
LBA,Swimming,0,0,15,0,1027,1169,21573,1060,0.0,0.0,0.0,0.0006953135864274788
LBA,Table Tennis,0,0,1,0,70,64,2020,64,0.0,0.0,0.0,0.0004950495049504951
LBA,Taekwondo,0,0,3,0,80,48,560,48,0.0,0.0,0.0,0.005357142857142857
LBA,Volleyball,0,0,9,0,349,346,2651,346,0.0,0.0,0.0,0.0033949453036589967
LBA,Weightlifting,0,0,7,0,230,231,3446,227,0.0,0.0,0.0,0.0020313406848520023
LBN,Athletics,0,0,1,0,1373,1422,36743,1404,0.0,0.0,0.0,2.7216068366763736e-05
LBN,Judo,0,0,1,0,325,162,3668,162,0.0,0.0,0.0,0.0002726281352235551
LBN,Shooting,0,0,1,0,425,428,10743,429,0.0,0.0,0.0,9.308386856557759e-05
LBN,Swimming,0,0,2,0,1027,1169,21573,1060,0.0,0.0,0.0,9.270847819033051e-05
LBN,Weightlifting,0,0,1,0,230,231,3446,227,0.0,0.0,0.0,0.0002901915264074289
LBR,Athletics,0,0,74,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0020139890591405166
LBR,Boxing,0,0,4,0,467,265,5340,264,0.0,0.0,0.0,0.000749063670411985
LCA,Athletics,0,0,20,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0005443213673352748
LCA,Sailing,0,0,5,0,382,465,5659,430,0.0,0.0,0.0,0.0008835483300936561
LCA,Swimming,0,0,8,0,1027,1169,21573,1060,0.0,0.0,0.0,0.00037083391276132203
LES,Athletics,0,0,53,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0014424516234384781
LES,Boxing,0,0,10,0,467,265,5340,264,0.0,0.0,0.0,0.0018726591760299626
LES,Cycling,0,0,1,0,414,424,9596,425,0.0,0.0,0.0,0.00010421008753647353
LES,Swimming,0,0,1,0,1027,1169,21573,1060,0.0,0.0,0.0,4.6354239095165254e-05
LES,Taekwondo,0,0,3,0,80,48,560,48,0.0,0.0,0.0,0.005357142857142857
LIB,Athletics,0,0,29,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0007892659826361484
LIB,Boxing,0,0,9,0,467,265,5340,264,0.0,0.0,0.0,0.0016853932584269663
LIB,Canoeing,0,0,1,0,389,388,5006,388,0.0,0.0,0.0,0.00019976028765481422
LIB,Cycling,0,0,13,0,414,424,9596,425,0.0,0.0,0.0,0.0013547311379741558
LIB,Fencing,0,0,55,0,596,624,9321,613,0.0,0.0,0.0,0.00590065443621929
LIB,Judo,0,0,18,0,325,162,3668,162,0.0,0.0,0.0,0.004907306434023991
LIB,Rowing,0,0,1,0,1038,1026,8032,1025,0.0,0.0,0.0,0.0001245019920318725
LIB,Sailing,0,0,3,0,382,465,5659,430,0.0,0.0,0.0,0.0005301289980561937
LIB,Shooting,0,0,26,0,425,428,10743,429,0.0,0.0,0.0,0.002420180582705017
LIB,Swimming,0,0,43,0,1027,1169,21573,1060,0.0,0.0,0.0,0.001993232281092106
LIB,Table Tennis,0,0,3,0,70,64,2020,64,0.0,0.0,0.0,0.0014851485148514852
LIB,Taekwondo,0,0,1,0,80,48,560,48,0.0,0.0,0.0,0.0017857142857142857
LIB,Weightlifting,0,0,12,1,230,231,3446,227,0.0,0.004405286343612335,0.0,0.003482298316889147
LIB,Wrestling,2,0,20,1,504,431,6075,433,0.0,0.0023094688221709007,0.003968253968253968,0.0032921810699588477
LIE,Artistic Swimming,0,0,2,0,10,10,94,10,0.0,0.0,0.0,0.02127659574468085
LIE,Athletics,0,0,33,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0008981302561032033
LIE,Cycling,0,0,14,0,414,424,9596,425,0.0,0.0,0.0,0.0014589412255106293
LIE,Equestrianism,0,0,1,0,319,324,5379,322,0.0,0.0,0.0,0.00018590816136828406
LIE,Gymnastics,0,0,7,0,719,791,24451,746,0.0,0.0,0.0,0.000286286859433152
LIE,Judo,0,0,17,0,325,162,3668,162,0.0,0.0,0.0,0.004634678298800436
LIE,Shooting,0,0,16,0,425,428,10743,429,0.0,0.0,0.0,0.0014893418970492415
LIE,Swimming,0,0,10,0,1027,1169,21573,1060,0.0,0.0,0.0,0.0004635423909516525
LIE,Tennis,0,0,2,0,136,114,2788,114,0.0,0.0,0.0,0.0007173601147776184
LTU,Artistic Gymnastics,0,0,7,0,21,20,1000,20,0.0,0.0,0.0,0.007
LTU,Athletics,1,3,118,1,1373,1422,36743,1404,0.002109704641350211,0.0007122507122507123,0.0007283321194464676,0.003211496067278121
LTU,Badminton,0,0,3,0,68,62,1446,62,0.0,0.0,0.0,0.002074688796680498
LTU,Basketball,35,0,48,0,380,389,3672,383,0.0,0.0,0.09210526315789473,0.013071895424836602
LTU,Boxing,1,0,17,0,467,265,5340,264,0.0,0.0,0.0021413276231263384,0.003183520599250936
LTU,Canoe Sprint,0,0,1,0,22,22,346,22,0.0,0.0,0.0,0.002890173410404624
LTU,Canoeing,2,0,23,1,389,388,5006,388,0.0,0.002577319587628866,0.005141388174807198,0.004594486616060727
LTU,Cycling,1,0,80,0,414,424,9596,425,0.0,0.0,0.0024154589371980675,0.008336807002917883
LTU,Cycling Road,0,0,2,0,4,4,247,4,0.0,0.0,0.0,0.008097165991902834
LTU,Cycling Track,0,0,7,0,29,29,339,29,0.0,0.0,0.0,0.02064896755162242
LTU,Football,0,0,11,0,587,559,5650,557,0.0,0.0,0.0,0.0019469026548672567
LTU,Gymnastics,0,0,23,0,719,791,24451,746,0.0,0.0,0.0,0.0009406568238517852
LTU,Judo,0,0,9,0,325,162,3668,162,0.0,0.0,0.0,0.0024536532170119957
LTU,Modern Pentathlon,1,1,18,3,64,64,1557,64,0.015625,0.046875,0.015625,0.011560693641618497
LTU,Rhythmic Gymnastics,0,0,1,0,50,50,604,50,0.0,0.0,0.0,0.0016556291390728477
LTU,Rowing,4,0,33,2,1038,1026,8032,1025,0.0,0.001951219512195122,0.0038535645472061657,0.004108565737051793
LTU,Sailing,0,0,11,1,382,465,5659,430,0.0,0.002325581395348837,0.0,0.0019438063262060435
LTU,Shooting,0,1,7,0,425,428,10743,429,0.002336448598130841,0.0,0.0,0.0006515870799590431
LTU,Swimming,0,1,89,0,1027,1169,21573,1060,0.000855431993156544,0.0,0.0,0.004125527279469707
LTU,Table Tennis,0,0,5,0,70,64,2020,64,0.0,0.0,0.0,0.0024752475247524753
LTU,Tennis,0,0,1,0,136,114,2788,114,0.0,0.0,0.0,0.0003586800573888092
LTU,Weightlifting,1,0,6,0,230,231,3446,227,0.0,0.0,0.004347826086956522,0.0017411491584445734
LTU,Wrestling,2,0,15,0,504,431,6075,433,0.0,0.0,0.003968253968253968,0.0024691358024691358
LUX,Archery,0,0,11,0,108,145,2209,130,0.0,0.0,0.0,0.004979628791308284
LUX,Art Competitions,0,2,39,1,51,49,3422,56,0.04081632653061224,0.017857142857142856,0.0,0.011396843950905903
LUX,Athletics,0,2,102,0,1373,1422,36743,1404,0.0014064697609001407,0.0,0.0,0.002776038973409901
LUX,Boxing,0,0,29,0,467,265,5340,264,0.0,0.0,0.0,0.0054307116104868915
LUX,Canoeing,0,0,19,0,389,388,5006,388,0.0,0.0,0.0,0.0037954454654414702
LUX,Cycling,0,0,72,0,414,424,9596,425,0.0,0.0,0.0,0.007503126302626094
LUX,Cycling Road,0,0,4,0,4,4,247,4,0.0,0.0,0.0,0.016194331983805668
LUX,Equestrian,0,0,1,0,14,15,377,14,0.0,0.0,0.0,0.002652519893899204
LUX,Fencing,0,0,58,0,596,624,9321,613,0.0,0.0,0.0,0.006222508314558524
LUX,Football,0,0,67,0,587,559,5650,557,0.0,0.0,0.0,0.011858407079646017
LUX,Gymnastics,0,0,433,0,719,791,24451,746,0.0,0.0,0.0,0.01770888716207926
LUX,Judo,0,0,4,0,325,162,3668,162,0.0,0.0,0.0,0.0010905125408942203
LUX,Sailing,0,0,1,0,382,465,5659,430,0.0,0.0,0.0,0.00017670966601873123
LUX,Shooting,0,0,22,0,425,428,10743,429,0.0,0.0,0.0,0.002047845108442707
LUX,Swimming,0,0,56,0,1027,1169,21573,1060,0.0,0.0,0.0,0.0025958373893292543
LUX,Table Tennis,0,0,8,0,70,64,2020,64,0.0,0.0,0.0,0.0039603960396039604
LUX,Tennis,0,0,9,0,136,114,2788,114,0.0,0.0,0.0,0.0032281205164992827
LUX,Triathlon,0,0,5,0,17,17,660,17,0.0,0.0,0.0,0.007575757575757576
LUX,Water Polo,0,0,7,0,386,376,2997,373,0.0,0.0,0.0,0.002335669002335669
LUX,Weightlifting,0,0,13,1,230,231,3446,227,0.0,0.004405286343612335,0.0,0.0037724898432965758
LUX,Wrestling,0,0,18,0,504,431,6075,433,0.0,0.0,0.0,0.002962962962962963
MAD,Athletics,0,0,59,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0016057480336390604
MAD,Boxing,0,0,12,0,467,265,5340,264,0.0,0.0,0.0,0.0022471910112359553
MAD,Cycling,0,0,1,0,414,424,9596,425,0.0,0.0,0.0,0.00010421008753647353
MAD,Judo,0,0,14,0,325,162,3668,162,0.0,0.0,0.0,0.003816793893129771
MAD,Swimming,0,0,23,0,1027,1169,21573,1060,0.0,0.0,0.0,0.001066147499188801
MAD,Tennis,0,0,8,0,136,114,2788,114,0.0,0.0,0.0,0.0028694404591104736
MAD,Weightlifting,0,0,5,0,230,231,3446,227,0.0,0.0,0.0,0.0014509576320371445
MAD,Wrestling,0,0,1,0,504,431,6075,433,0.0,0.0,0.0,0.0001646090534979424
MAL,Athletics,0,0,13,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0003538088887679286
MAL,Hockey,0,0,17,0,548,554,4213,534,0.0,0.0,0.0,0.004035129361500119
MAL,Shooting,0,0,5,0,425,428,10743,429,0.0,0.0,0.0,0.00046541934282788794
MAL,Swimming,0,0,5,0,1027,1169,21573,1060,0.0,0.0,0.0,0.00023177119547582625
MAL,Weightlifting,0,0,5,0,230,231,3446,227,0.0,0.0,0.0,0.0014509576320371445
MAR,Archery,0,0,1,0,108,145,2209,130,0.0,0.0,0.0,0.0004526935264825713
MAR,Athletics,8,7,193,5,1373,1422,36743,1404,0.004922644163150493,0.0035612535612535613,0.005826656955571741,0.005252701194785402
MAR,Basketball,0,0,12,0,380,389,3672,383,0.0,0.0,0.0,0.0032679738562091504
MAR,Beach Volleyball,0,0,2,0,28,28,576,28,0.0,0.0,0.0,0.003472222222222222
MAR,Boxing,4,0,85,0,467,265,5340,264,0.0,0.0,0.008565310492505354,0.015917602996254682
MAR,Canoe Slalom,0,0,2,0,4,4,79,4,0.0,0.0,0.0,0.02531645569620253
MAR,Canoeing,0,0,3,0,389,388,5006,388,0.0,0.0,0.0,0.0005992808629644426
MAR,Cycling,0,0,20,0,414,424,9596,425,0.0,0.0,0.0,0.0020842017507294707
MAR,Cycling Road,0,0,1,0,4,4,247,4,0.0,0.0,0.0,0.004048582995951417
MAR,Equestrian,0,0,8,0,14,15,377,14,0.0,0.0,0.0,0.021220159151193633
MAR,Equestrianism,0,0,2,0,319,324,5379,322,0.0,0.0,0.0,0.0003718163227365681
MAR,Fencing,0,0,31,0,596,624,9321,613,0.0,0.0,0.0,0.0033258234095054177
MAR,Football,0,0,110,0,587,559,5650,557,0.0,0.0,0.0,0.019469026548672566
MAR,Golf,0,0,2,0,18,17,315,17,0.0,0.0,0.0,0.006349206349206349
MAR,Gymnastics,0,0,49,0,719,791,24451,746,0.0,0.0,0.0,0.002004008016032064
MAR,Judo,0,0,31,0,325,162,3668,162,0.0,0.0,0.0,0.008451472191930208
MAR,Karate,0,0,1,0,16,8,49,8,0.0,0.0,0.0,0.02040816326530612
MAR,Modern Pentathlon,0,0,2,0,64,64,1557,64,0.0,0.0,0.0,0.0012845215157353885
MAR,Rowing,0,0,1,0,1038,1026,8032,1025,0.0,0.0,0.0,0.0001245019920318725
MAR,Sailing,0,0,2,0,382,465,5659,430,0.0,0.0,0.0,0.00035341933203746247
MAR,Shooting,0,0,10,0,425,428,10743,429,0.0,0.0,0.0,0.0009308386856557759
MAR,Surfing,0,0,1,0,2,2,34,2,0.0,0.0,0.0,0.029411764705882353
MAR,Swimming,0,0,11,0,1027,1169,21573,1060,0.0,0.0,0.0,0.0005098966300468178
MAR,Table Tennis,0,0,1,0,70,64,2020,64,0.0,0.0,0.0,0.0004950495049504951
MAR,Taekwondo,0,0,18,0,80,48,560,48,0.0,0.0,0.0,0.03214285714285714
MAR,Tennis,0,0,6,0,136,114,2788,114,0.0,0.0,0.0,0.002152080344332855
MAR,Triathlon,0,0,1,0,17,17,660,17,0.0,0.0,0.0,0.0015151515151515152
MAR,Weightlifting,0,0,12,0,230,231,3446,227,0.0,0.0,0.0,0.003482298316889147
MAR,Wrestling,0,0,41,0,504,431,6075,433,0.0,0.0,0.0,0.006748971193415638
MAS,Archery,0,0,24,0,108,145,2209,130,0.0,0.0,0.0,0.010864644635581712
MAS,Artistic Gymnastics,0,0,12,0,21,20,1000,20,0.0,0.0,0.0,0.012
MAS,Athletics,0,0,68,0,1373,1422,36743,1404,0.0,0.0,0.0,0.001850692648939934
MAS,Badminton,5,0,45,9,68,62,1446,62,0.0,0.14516129032258066,0.07352941176470588,0.03112033195020747
MAS,Boxing,0,0,3,0,467,265,5340,264,0.0,0.0,0.0,0.0005617977528089888
MAS,Canoeing,0,0,1,0,389,388,5006,388,0.0,0.0,0.0,0.00019976028765481422
MAS,Cycling,1,0,50,0,414,424,9596,425,0.0,0.0,0.0024154589371980675,0.005210504376823677
MAS,Cycling Track,0,0,3,1,29,29,339,29,0.0,0.034482758620689655,0.0,0.008849557522123894
MAS,Diving,1,0,39,2,155,154,2558,154,0.0,0.012987012987012988,0.0064516129032258064,0.01524628616106333
MAS,Fencing,0,0,4,0,596,624,9321,613,0.0,0.0,0.0,0.000429138504452312
MAS,Football,0,0,15,0,587,559,5650,557,0.0,0.0,0.0,0.002654867256637168
MAS,Golf,0,0,6,0,18,17,315,17,0.0,0.0,0.0,0.01904761904761905
MAS,Gymnastics,0,0,9,0,719,791,24451,746,0.0,0.0,0.0,0.00036808310498548114
MAS,Hockey,0,0,126,0,548,554,4213,534,0.0,0.0,0.0,0.029907429385236172
MAS,Judo,0,0,1,0,325,162,3668,162,0.0,0.0,0.0,0.0002726281352235551
MAS,Sailing,0,0,11,0,382,465,5659,430,0.0,0.0,0.0,0.0019438063262060435
MAS,Shooting,0,0,23,0,425,428,10743,429,0.0,0.0,0.0,0.0021409289770082844
MAS,Swimming,0,0,97,0,1027,1169,21573,1060,0.0,0.0,0.0,0.00449636119223103
MAS,Table Tennis,0,0,4,0,70,64,2020,64,0.0,0.0,0.0,0.0019801980198019802
MAS,Taekwondo,0,0,4,0,80,48,560,48,0.0,0.0,0.0,0.007142857142857143
MAS,Weightlifting,0,0,11,0,230,231,3446,227,0.0,0.0,0.0,0.003192106790481718
MAS,Wrestling,0,0,2,0,504,431,6075,433,0.0,0.0,0.0,0.0003292181069958848
MAW,Archery,0,0,2,0,108,145,2209,130,0.0,0.0,0.0,0.0009053870529651426
MAW,Athletics,0,0,47,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0012791552132378956
MAW,Boxing,0,0,16,0,467,265,5340,264,0.0,0.0,0.0,0.00299625468164794
MAW,Cycling,0,0,17,0,414,424,9596,425,0.0,0.0,0.0,0.00177157148812005
MAW,Judo,0,0,1,0,325,162,3668,162,0.0,0.0,0.0,0.0002726281352235551
MAW,Swimming,0,0,9,0,1027,1169,21573,1060,0.0,0.0,0.0,0.00041718815185648727
MDA,Archery,0,0,8,0,108,145,2209,130,0.0,0.0,0.0,0.0036215482118605704
MDA,Athletics,0,0,67,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0018234765805731704
MDA,Boxing,2,0,6,0,467,265,5340,264,0.0,0.0,0.004282655246252677,0.0011235955056179776
MDA,Canoe Sprint,1,0,4,0,22,22,346,22,0.0,0.0,0.045454545454545456,0.011560693641618497
MDA,Canoeing,0,0,6,2,389,388,5006,388,0.0,0.005154639175257732,0.0,0.0011985617259288853
MDA,Cycling,0,0,12,0,414,424,9596,425,0.0,0.0,0.0,0.0012505210504376823
MDA,Judo,0,0,13,0,325,162,3668,162,0.0,0.0,0.0,0.003544165757906216
MDA,Shooting,0,0,6,1,425,428,10743,429,0.0,0.002331002331002331,0.0,0.0005585032113934655
MDA,Swimming,0,0,43,0,1027,1169,21573,1060,0.0,0.0,0.0,0.001993232281092106
MDA,Taekwondo,0,0,1,0,80,48,560,48,0.0,0.0,0.0,0.0017857142857142857
MDA,Tennis,0,0,1,0,136,114,2788,114,0.0,0.0,0.0,0.0003586800573888092
MDA,Weightlifting,2,0,21,0,230,231,3446,227,0.0,0.0,0.008695652173913044,0.006094022054556007
MDA,Wrestling,1,0,20,0,504,431,6075,433,0.0,0.0,0.001984126984126984,0.0032921810699588477
MDV,Athletics,0,0,34,0,1373,1422,36743,1404,0.0,0.0,0.0,0.000925346324469967
MDV,Badminton,0,0,2,0,68,62,1446,62,0.0,0.0,0.0,0.0013831258644536654
MDV,Swimming,0,0,17,0,1027,1169,21573,1060,0.0,0.0,0.0,0.0007880220646178094
MEX,Archery,3,0,61,1,108,145,2209,130,0.0,0.007692307692307693,0.027777777777777776,0.02761430511543685
MEX,Art Competitions,0,0,18,0,51,49,3422,56,0.0,0.0,0.0,0.005260081823495032
MEX,Artistic Gymnastics,0,0,12,0,21,20,1000,20,0.0,0.0,0.0,0.012
MEX,Artistic Swimming,0,0,2,0,10,10,94,10,0.0,0.0,0.0,0.02127659574468085
MEX,Athletics,2,3,382,6,1373,1422,36743,1404,0.002109704641350211,0.004273504273504274,0.0014566642388929353,0.010396538116103748
MEX,Badminton,0,0,5,0,68,62,1446,62,0.0,0.0,0.0,0.003457814661134163
MEX,Baseball/Softball,0,0,39,0,39,39,117,39,0.0,0.0,0.0,0.3333333333333333
MEX,Basketball,11,0,73,0,380,389,3672,383,0.0,0.0,0.02894736842105263,0.019880174291938998
MEX,Beach Volleyball,0,0,14,0,28,28,576,28,0.0,0.0,0.0,0.024305555555555556
MEX,Boxing,8,2,87,3,467,265,5340,264,0.007547169811320755,0.011363636363636364,0.017130620985010708,0.016292134831460674
MEX,Canoe Slalom,0,0,1,0,4,4,79,4,0.0,0.0,0.0,0.012658227848101266
MEX,Canoeing,0,0,64,0,389,388,5006,388,0.0,0.0,0.0,0.01278465840990811
MEX,Cycling,1,0,139,1,414,424,9596,425,0.0,0.002352941176470588,0.0024154589371980675,0.01448520216756982
MEX,Cycling Mountain Bike,0,0,2,0,2,2,70,2,0.0,0.0,0.0,0.02857142857142857
MEX,Cycling Road,0,0,2,0,4,4,247,4,0.0,0.0,0.0,0.008097165991902834
MEX,Cycling Track,0,0,6,0,29,29,339,29,0.0,0.0,0.0,0.017699115044247787
MEX,Diving,9,1,161,9,155,154,2558,154,0.006493506493506494,0.05844155844155844,0.05806451612903226,0.06293979671618452
MEX,Equestrian,0,0,9,0,14,15,377,14,0.0,0.0,0.0,0.023872679045092837
MEX,Equestrianism,12,4,168,1,319,324,5379,322,0.012345679012345678,0.003105590062111801,0.03761755485893417,0.031232571109871723
MEX,Fencing,0,0,127,1,596,624,9321,613,0.0,0.0016313213703099511,0.0,0.013625147516360906
MEX,Football,22,16,168,0,587,559,5650,557,0.028622540250447227,0.0,0.03747870528109029,0.029734513274336283
MEX,Golf,0,0,7,0,18,17,315,17,0.0,0.0,0.0,0.022222222222222223
MEX,Gymnastics,0,0,244,0,719,791,24451,746,0.0,0.0,0.0,0.009979141957384157
MEX,Hockey,0,0,34,0,548,554,4213,534,0.0,0.0,0.0,0.008070258723000238
MEX,Judo,0,0,31,0,325,162,3668,162,0.0,0.0,0.0,0.008451472191930208
MEX,Marathon Swimming,0,0,1,0,2,2,45,2,0.0,0.0,0.0,0.022222222222222223
MEX,Modern Pentathlon,1,0,78,0,64,64,1557,64,0.0,0.0,0.015625,0.05009633911368015
MEX,Polo,7,0,0,0,20,22,28,25,0.0,0.0,0.35,0.0
MEX,Rhythmic Gymnastics,0,0,1,0,50,50,604,50,0.0,0.0,0.0,0.0016556291390728477
MEX,Rowing,0,0,70,0,1038,1026,8032,1025,0.0,0.0,0.0,0.008715139442231075
MEX,Sailing,0,0,68,0,382,465,5659,430,0.0,0.0,0.0,0.012016257289273724
MEX,Shooting,0,0,118,1,425,428,10743,429,0.0,0.002331002331002331,0.0,0.010983896490738155
MEX,Swimming,1,1,395,0,1027,1169,21573,1060,0.000855431993156544,0.0,0.0009737098344693282,0.018309924442590275
MEX,Synchronized Swimming,0,0,34,0,70,74,694,71,0.0,0.0,0.0,0.04899135446685879
MEX,Table Tennis,0,0,5,0,70,64,2020,64,0.0,0.0,0.0,0.0024752475247524753
MEX,Taekwondo,3,2,12,2,80,48,560,48,0.041666666666666664,0.041666666666666664,0.0375,0.02142857142857143
MEX,Tennis,0,0,33,0,136,114,2788,114,0.0,0.0,0.0,0.011836441893830704
MEX,Trampoline Gymnastics,0,0,1,0,2,2,26,2,0.0,0.0,0.0,0.038461538461538464
MEX,Triathlon,0,0,19,0,17,17,660,17,0.0,0.0,0.0,0.02878787878787879
MEX,Volleyball,0,0,36,0,349,346,2651,346,0.0,0.0,0.0,0.013579781214635987
MEX,Water Polo,0,0,40,0,386,376,2997,373,0.0,0.0,0.0,0.01334668001334668
MEX,Weightlifting,1,1,30,0,230,231,3446,227,0.004329004329004329,0.0,0.004347826086956522,0.008705745792222866
MEX,Wrestling,0,0,72,1,504,431,6075,433,0.0,0.0023094688221709007,0.0,0.011851851851851851
MGL,3x3 Basketball,0,0,4,0,8,8,40,8,0.0,0.0,0.0,0.1
MGL,Archery,0,0,26,0,108,145,2209,130,0.0,0.0,0.0,0.011770031688546853
MGL,Athletics,0,0,25,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0006804017091690934
MGL,Boxing,4,1,50,2,467,265,5340,264,0.0037735849056603774,0.007575757575757576,0.008565310492505354,0.009363295880149813
MGL,Cycling,0,0,24,0,414,424,9596,425,0.0,0.0,0.0,0.0025010421008753647
MGL,Gymnastics,0,0,49,0,719,791,24451,746,0.0,0.0,0.0,0.002004008016032064
MGL,Judo,6,1,97,4,325,162,3668,162,0.006172839506172839,0.024691358024691357,0.018461538461538463,0.02644492911668484
MGL,Shooting,1,0,71,1,425,428,10743,429,0.0,0.002331002331002331,0.002352941176470588,0.006608954668156008
MGL,Swimming,0,0,11,0,1027,1169,21573,1060,0.0,0.0,0.0,0.0005098966300468178
MGL,Table Tennis,0,0,2,0,70,64,2020,64,0.0,0.0,0.0,0.0009900990099009901
MGL,Taekwondo,0,0,1,0,80,48,560,48,0.0,0.0,0.0,0.0017857142857142857
MGL,Weightlifting,0,0,15,0,230,231,3446,227,0.0,0.0,0.0,0.004352872896111433
MGL,Wrestling,6,0,109,4,504,431,6075,433,0.0,0.009237875288683603,0.011904761904761904,0.01794238683127572
MHL,Athletics,0,0,6,0,1373,1422,36743,1404,0.0,0.0,0.0,0.00016329641020058243
MHL,Swimming,0,0,8,0,1027,1169,21573,1060,0.0,0.0,0.0,0.00037083391276132203
MHL,Taekwondo,0,0,1,0,80,48,560,48,0.0,0.0,0.0,0.0017857142857142857
MHL,Weightlifting,0,0,1,0,230,231,3446,227,0.0,0.0,0.0,0.0002901915264074289
MKD,Athletics,0,0,11,0,1373,1422,36743,1404,0.0,0.0,0.0,0.00029937675203440113
MKD,Canoeing,0,0,6,0,389,388,5006,388,0.0,0.0,0.0,0.0011985617259288853
MKD,Judo,0,0,2,0,325,162,3668,162,0.0,0.0,0.0,0.0005452562704471102
MKD,Karate,0,0,1,0,16,8,49,8,0.0,0.0,0.0,0.02040816326530612
MKD,Shooting,0,0,8,0,425,428,10743,429,0.0,0.0,0.0,0.0007446709485246207
MKD,Swimming,0,0,32,0,1027,1169,21573,1060,0.0,0.0,0.0,0.0014833356510452881
MKD,Taekwondo,0,0,0,1,80,48,560,48,0.0,0.020833333333333332,0.0,0.0
MKD,Wrestling,1,0,8,0,504,431,6075,433,0.0,0.0,0.001984126984126984,0.0013168724279835392
MLI,Athletics,0,0,35,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0009525623928367308
MLI,Basketball,0,0,12,0,380,389,3672,383,0.0,0.0,0.0,0.0032679738562091504
MLI,Boxing,0,0,4,0,467,265,5340,264,0.0,0.0,0.0,0.000749063670411985
MLI,Football,0,0,16,0,587,559,5650,557,0.0,0.0,0.0,0.002831858407079646
MLI,Judo,0,0,14,0,325,162,3668,162,0.0,0.0,0.0,0.003816793893129771
MLI,Swimming,0,0,11,0,1027,1169,21573,1060,0.0,0.0,0.0,0.0005098966300468178
MLI,Taekwondo,0,0,4,0,80,48,560,48,0.0,0.0,0.0,0.007142857142857143
MLT,Archery,0,0,4,0,108,145,2209,130,0.0,0.0,0.0,0.0018107741059302852
MLT,Athletics,0,0,21,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0005715374357020385
MLT,Badminton,0,0,1,0,68,62,1446,62,0.0,0.0,0.0,0.0006915629322268327
MLT,Cycling,0,0,18,0,414,424,9596,425,0.0,0.0,0.0,0.0018757815756565235
MLT,Judo,0,0,8,0,325,162,3668,162,0.0,0.0,0.0,0.0021810250817884407
MLT,Sailing,0,0,10,0,382,465,5659,430,0.0,0.0,0.0,0.0017670966601873123
MLT,Shooting,0,0,20,0,425,428,10743,429,0.0,0.0,0.0,0.0018616773713115518
MLT,Swimming,0,0,18,0,1027,1169,21573,1060,0.0,0.0,0.0,0.0008343763037129745
MLT,Water Polo,0,0,18,0,386,376,2997,373,0.0,0.0,0.0,0.006006006006006006
