Name,Sex,Team,NOC,Year,City,Sport,Event,Medal,Treated,Intervention_Year
Christina Obergfll,F,Germany,GER,2008,Beijing,Athletics,Athletics Women's Javelin Throw,Bronze,0,2012
Christina Obergfll,F,Germany,GER,2012,London,Athletics,Athletics Women's Javelin Throw,Silver,0,2012
Hellen Obiri,F,Kenya,KEN,2016,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",Silver,0,2012
Christine Ohuruogu,F,Great Britain,GBR,2008,Beijing,Athletics,Athletics Women's 400 metres,Gold,0,2012
Christine Ohuruogu,F,Great Britain,GBR,2012,London,Athletics,Athletics Women's 400 metres,Silver,0,2012
Christine Ohuruogu,F,Great Britain,GBR,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,0,2012
Blessing (-ighoteguonor),F,Nigeria,NGR,2008,Beijing,Athletics,Athletics Women's Long Jump,Bronze,0,2012
Courtney Okolo,F,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,0,2012
David Oliver,M,United States,USA,2008,Beijing,Athletics,Athletics Men's 110 metres Hurdles,Bronze,0,2012
Nwanyika Onuora,F,Great Britain,GBR,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,0,2012
Orlando Alejo,M,Spain,ESP,2016,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,Silver,0,2012
Oludamola Osayomi,F,Nigeria,NGR,2008,Beijing,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,0,2012
Agnes (-olatunji),F,Nigeria,NGR,2008,Beijing,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,0,2012
Nadezhda Ostapchuk,F,Belarus,BLR,2008,Beijing,Athletics,Athletics Women's Shot Put,Bronze,0,2012
Bjrn Otto,M,Germany,GER,2012,London,Athletics,Athletics Men's Pole Vault,Silver,0,2012
lodie Oudraogo,F,Belgium,BEL,2008,Beijing,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,0,2012
Hansle Parchment,M,Jamaica,JAM,2012,London,Athletics,Athletics Men's 110 metres Hurdles,Bronze,0,2012
Krisztin Pars,M,Hungary,HUN,2012,London,Athletics,Athletics Men's Hammer Throw,Gold,0,2012
David Payne,M,United States,USA,2008,Beijing,Athletics,Athletics Men's 110 metres Hurdles,Silver,0,2012
Jefferson Quezada,M,Ecuador,ECU,2008,Beijing,Athletics,Athletics Men's 20 kilometres Walk,Silver,0,2012
Sandra Perkovi,F,Croatia,CRO,2012,London,Athletics,Athletics Women's Discus Throw,Gold,0,2012
Sandra Perkovi,F,Croatia,CRO,2016,Rio de Janeiro,Athletics,Athletics Women's Discus Throw,Gold,0,2012
Pierre-Alexis Pessonneaux,M,France,FRA,2012,London,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,0,2012
Tatyana Petrova-arkhipova,F,Russia,RUS,2012,London,Athletics,Athletics Women's Marathon,Bronze,0,2012
Asha Philip,F,Great Britain,GBR,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,0,2012
Oleksandr P'iatnytsia,M,Ukraine,UKR,2012,London,Athletics,Athletics Men's Javelin Throw,Silver,0,2012
Demetrius Pinder,M,Bahamas,BAH,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,0,2012
Darya Pishchalnikova,F,Russia,RUS,2012,London,Athletics,Athletics Women's Discus Throw,Silver,0,2012
Tero Pitkmki,M,Finland,FIN,2008,Beijing,Athletics,Athletics Men's Javelin Throw,Bronze,0,2012
Ronald Pognon,M,France,FRA,2012,London,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,0,2012
Yekaterina (zavyalova-),F,Russia,RUS,2012,London,Athletics,Athletics Women's 800 metres,Bronze,0,2012
Yevgeniya Polyakova,F,Russia,RUS,2008,Beijing,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,0,2012
Olesia Povkh,F,Ukraine,UKR,2012,London,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,0,2012
Asafa Powell,M,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,0,2012
Brittney Reese,F,United States,USA,2012,London,Athletics,Athletics Women's Long Jump,Gold,0,2012
Brittney Reese,F,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Women's Long Jump,Silver,0,2012
Sanya Richards-ross,F,United States,USA,2008,Beijing,Athletics,Athletics Women's 400 metres,Bronze,0,2012
Sanya Richards-ross,F,United States,USA,2008,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,0,2012
Sanya Richards-ross,F,United States,USA,2012,London,Athletics,Athletics Women's 400 metres,Gold,0,2012
Sanya Richards-ross,F,United States,USA,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,0,2012
Jason Richardson,M,United States,USA,2012,London,Athletics,Athletics Men's 110 metres Hurdles,Silver,0,2012
Mariya Riemien,F,Ukraine,UKR,2012,London,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,0,2012
Elisa Rigaudo,F,Italy,ITA,2008,Beijing,Athletics,Athletics Women's 20 kilometres Walk,Bronze,0,2012
Mlina Robert-michon,F,France,FRA,2016,Rio de Janeiro,Athletics,Athletics Women's Discus Throw,Silver,0,2012
Gil Roberts,M,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,0,2012
Dayron Planes,M,Cuba,CUB,2008,Beijing,Athletics,Athletics Men's 110 metres Hurdles,Gold,0,2012
Brendon Rodney,M,Canada,CAN,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,0,2012
Thomas Rhler,M,Germany,GER,2016,Rio de Janeiro,Athletics,Athletics Men's Javelin Throw,Gold,0,2012
Yulimar Rodrguez,F,Venezuela,VEN,2016,Rio de Janeiro,Athletics,Athletics Women's Triple Jump,Silver,0,2012
Brianna Rollins,F,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,Gold,0,2012
Martyn Rooney,M,Great Britain,GBR,2008,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,0,2012
David Rudisha,M,Kenya,KEN,2012,London,Athletics,Athletics Men's 800 metres,Gold,0,2012
David Rudisha,M,Kenya,KEN,2016,Rio de Janeiro,Athletics,Athletics Men's 800 metres,Gold,0,2012
Galen Rupp,M,United States,USA,2012,London,Athletics,"Athletics Men's 10,000 metres",Silver,0,2012
Galen Rupp,M,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Men's Marathon,Bronze,0,2012
Alonzo Russell,M,Bahamas,BAH,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,0,2012
Gregory Rutherford,M,Great Britain,GBR,2012,London,Athletics,Athletics Men's Long Jump,Gold,0,2012
Gregory Rutherford,M,Great Britain,GBR,2016,Rio de Janeiro,Athletics,Athletics Men's Long Jump,Bronze,0,2012
Antti Ruuskanen,M,Finland,FIN,2012,London,Athletics,Athletics Men's Javelin Throw,Bronze,0,2012
Yaroslav Rybakov,M,Russia,RUS,2008,Beijing,Athletics,Athletics Men's High Jump,Bronze,0,2012
Olga (alekseyeva-),F,Kazakhstan,KAZ,2012,London,Athletics,Athletics Women's Triple Jump,Gold,0,2012
Olga (alekseyeva-),F,Kazakhstan,KAZ,2016,Rio de Janeiro,Athletics,Athletics Women's Triple Jump,Bronze,0,2012
Irving Arana,M,Panama,PAN,2008,Beijing,Athletics,Athletics Men's Long Jump,Gold,0,2012
Olha (-kostyuk),F,Ukraine,UKR,2012,London,Athletics,Athletics Women's Triple Jump,Bronze,0,2012
Gulnara Samitova-galkina,F,Russia,RUS,2008,Beijing,Athletics,"Athletics Women's 3,000 metres Steeplechase",Gold,0,2012
Flix Marcelo,M,Dominican Republic,DOM,2012,London,Athletics,Athletics Men's 400 metres Hurdles,Gold,0,2012
Leevan Sands,M,Bahamas,BAH,2008,Beijing,Athletics,Athletics Men's Triple Jump,Bronze,0,2012
Lugueln Aquino,M,Dominican Republic,DOM,2012,London,Athletics,Athletics Men's 400 metres,Silver,0,2012
Mariya (-farnosova),F,Russia,RUS,2012,London,Athletics,Athletics Women's 800 metres,Gold,0,2012
Dafne Schippers,F,Netherlands,NED,2016,Rio de Janeiro,Athletics,Athletics Women's 200 metres,Silver,0,2012
Lilli Schwarzkopf,F,Germany,GER,2012,London,Athletics,Athletics Women's Heptathlon,Silver,0,2012
Alex Schwazer,M,Italy,ITA,2008,Beijing,Athletics,Athletics Men's 50 kilometres Walk,Gold,0,2012
Mokgadi Semenya,F,South Africa,RSA,2012,London,Athletics,Athletics Women's 800 metres,Silver,0,2012
Mokgadi Semenya,F,South Africa,RSA,2016,Rio de Janeiro,Athletics,Athletics Women's 800 metres,Gold,0,2012
Svetlana Shkolina,F,Russia,RUS,2012,London,Athletics,Athletics Women's High Jump,Bronze,0,2012
Sileshi Sihine,M,Ethiopia,ETH,2008,Beijing,Athletics,"Athletics Men's 10,000 metres",Silver,0,2012
Andrey Silnov,M,Russia,RUS,2008,Beijing,Athletics,Athletics Men's High Jump,Gold,0,2012
Yarisley Rodrguez,F,Cuba,CUB,2012,London,Athletics,Athletics Women's Pole Vault,Silver,0,2012
Sherone Simpson,F,Jamaica,JAM,2008,Beijing,Athletics,Athletics Women's 100 metres,Silver,0,2012
Sherone Simpson,F,Jamaica,JAM,2012,London,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,0,2012
Sara Petersen,F,Denmark,DEN,2016,Rio de Janeiro,Athletics,Athletics Women's 400 metres Hurdles,Silver,0,2012
Edwin Soi,M,Kenya,KEN,2008,Beijing,Athletics,"Athletics Men's 5,000 metres",Bronze,0,2012
Yelena (kremnyova-),F,Russia,RUS,2012,London,Athletics,Athletics Women's Long Jump,Silver,0,2012
Jarrin Solomon,M,Trinidad and Tobago,TTO,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,0,2012
Ivana Panovi,F,Serbia,SRB,2016,Rio de Janeiro,Athletics,Athletics Women's Long Jump,Bronze,0,2012
Ashley Spencer,F,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 400 metres Hurdles,Bronze,0,2012
Barbora Potkov,F,Czech Republic,CZE,2008,Beijing,Athletics,Athletics Women's Javelin Throw,Gold,0,2012
Barbora Potkov,F,Czech Republic,CZE,2012,London,Athletics,Athletics Women's Javelin Throw,Gold,0,2012
Barbora Potkov,F,Czech Republic,CZE,2016,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,Bronze,0,2012
Linda Stahl,F,Germany,GER,2012,London,Athletics,Athletics Women's Javelin Throw,Bronze,0,2012
Andrew Steele,M,Great Britain,GBR,2008,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,0,2012
Aikaterini Stefanidi,F,Greece,GRE,2016,Rio de Janeiro,Athletics,Athletics Women's Pole Vault,Gold,0,2012
Kerron Stewart,F,Jamaica,JAM,2008,Beijing,Athletics,Athletics Women's 100 metres,Silver,0,2012
Kerron Stewart,F,Jamaica,JAM,2008,Beijing,Athletics,Athletics Women's 200 metres,Bronze,0,2012
Kerron Stewart,F,Jamaica,JAM,2012,London,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,0,2012
David Storl,M,Germany,GER,2012,London,Athletics,Athletics Men's Shot Put,Silver,0,2012
Jennifer Stuczynski-suhr,F,United States,USA,2008,Beijing,Athletics,Athletics Women's Pole Vault,Silver,0,2012
Jennifer Stuczynski-suhr,F,United States,USA,2012,London,Athletics,Athletics Women's Pole Vault,Gold,0,2012
Khrystyna Stuy,F,Ukraine,UKR,2012,London,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,0,2012
Leonel Fajardo,M,Cuba,CUB,2008,Beijing,Athletics,Athletics Men's Decathlon,Bronze,0,2012
Leonel Fajardo,M,Cuba,CUB,2012,London,Athletics,Athletics Men's Decathlon,Bronze,0,2012
Shingo Suetsugu,M,Japan,JPN,2008,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,0,2012
Jemima Sumgong,F,Kenya,KEN,2016,Rio de Janeiro,Athletics,Athletics Women's Marathon,Gold,0,2012
Shinji Takahira,M,Japan,JPN,2008,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,0,2012
Jared Tallent,M,Australia,AUS,2008,Beijing,Athletics,Athletics Men's 20 kilometres Walk,Bronze,0,2012
Jared Tallent,M,Australia,AUS,2008,Beijing,Athletics,Athletics Men's 50 kilometres Walk,Silver,0,2012
Jared Tallent,M,Australia,AUS,2012,London,Athletics,Athletics Men's 50 kilometres Walk,Silver,0,2012
Jared Tallent,M,Australia,AUS,2016,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,Silver,0,2012
Paul Tanui,M,Kenya,KEN,2016,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",Silver,0,2012
Jeneba Tarmoh,F,United States,USA,2012,London,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,0,2012
Angelo Jr.,M,United States,USA,2008,Beijing,Athletics,Athletics Men's 400 metres Hurdles,Gold,0,2012
Angelo Jr.,M,United States,USA,2008,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,0,2012
Angelo Jr.,M,United States,USA,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,0,2012
Christian Taylor,M,United States,USA,2012,London,Athletics,Athletics Men's Triple Jump,Gold,0,2012
Christian Taylor,M,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,Gold,0,2012
Brianne Theisen-eaton,F,Canada,CAN,2016,Rio de Janeiro,Athletics,Athletics Women's Heptathlon,Bronze,0,2012
Nafissatou Thiam,F,Belgium,BEL,2016,Rio de Janeiro,Athletics,Athletics Women's Heptathlon,Gold,0,2012
Elaine Thompson,F,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Women's 100 metres,Gold,0,2012
Elaine Thompson,F,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Women's 200 metres,Gold,0,2012
Elaine Thompson,F,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,0,2012
Richard Thompson,M,Trinidad and Tobago,TTO,2008,Beijing,Athletics,Athletics Men's 100 metres,Silver,0,2012
Richard Thompson,M,Trinidad and Tobago,TTO,2008,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,0,2012
Richard Thompson,M,Trinidad and Tobago,TTO,2012,London,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,0,2012
Andreas Thorkildsen,M,Norway,NOR,2008,Beijing,Athletics,Athletics Men's Javelin Throw,Gold,0,2012
Ivan Tikhon,M,Belarus,BLR,2008,Beijing,Athletics,Athletics Men's Hammer Throw,Bronze,0,2012
Ivan Tikhon,M,Belarus,BLR,2016,Rio de Janeiro,Athletics,Athletics Men's Hammer Throw,Silver,0,2012
Michael Tinsley,M,United States,USA,2012,London,Athletics,Athletics Men's 400 metres Hurdles,Silver,0,2012
Nataliya (sydorenko-),F,Ukraine,UKR,2008,Beijing,Athletics,"Athletics Women's 1,500 metres",Bronze,0,2012
Robert Tobin,M,Great Britain,GBR,2008,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,0,2012
Tamirat Abera,M,Ethiopia,ETH,2016,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",Bronze,0,2012
Matej Tth,M,Slovakia,SVK,2016,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,Gold,0,2012
De'Hashia Trotter,F,United States,USA,2012,London,Athletics,Athletics Women's 400 metres,Bronze,0,2012
De'Hashia Trotter,F,United States,USA,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,0,2012
Naoki Tsukahara,M,Japan,JPN,2008,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,0,2012
Boniface Tumuti,M,Kenya,KEN,2016,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,Silver,0,2012
Kjersti Tysse-pltzer,F,Norway,NOR,2008,Beijing,Athletics,Athletics Women's 20 kilometres Walk,Silver,0,2012
Ivan Ukhov,M,Russia,RUS,2012,London,Athletics,Athletics Men's High Jump,Gold,0,2012
Wayde Niekerk,M,South Africa,RSA,2016,Rio de Janeiro,Athletics,Athletics Men's 400 metres,Gold,0,2012
David Verburg,M,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,0,2012
Tatyana Veshkurova,F,Russia,RUS,2008,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,0,2012
Sandro Viana,M,Brazil,BRA,2008,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,0,2012
Jimmy Vicaut,M,France,FRA,2012,London,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,0,2012
Sunette Viljoen,F,South Africa,RSA,2016,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,Silver,0,2012
Blanka Vlai,F,Croatia,CRO,2008,Beijing,Athletics,Athletics Women's High Jump,Silver,0,2012
Blanka Vlai,F,Croatia,CRO,2016,Rio de Janeiro,Athletics,Athletics Women's High Jump,Bronze,0,2012
Yekaterina (-mastrova),F,Russia,RUS,2008,Beijing,Athletics,"Athletics Women's 3,000 metres Steeplechase",Bronze,0,2012
Keshorn Walcott,M,Trinidad and Tobago,TTO,2012,London,Athletics,Athletics Men's Javelin Throw,Gold,0,2012
Keshorn Walcott,M,Trinidad and Tobago,TTO,2016,Rio de Janeiro,Athletics,Athletics Men's Javelin Throw,Bronze,0,2012
Melaine Walker,F,Jamaica,JAM,2008,Beijing,Athletics,Athletics Women's 400 metres Hurdles,Gold,0,2012
Tomas Walsh,M,New Zealand,NZL,2016,Rio de Janeiro,Athletics,Athletics Men's Shot Put,Bronze,0,2012
Margaret Wambui,F,Kenya,KEN,2016,Rio de Janeiro,Athletics,Athletics Women's 800 metres,Bronze,0,2012
Samuel Wanjiru,M,Kenya,KEN,2008,Beijing,Athletics,Athletics Men's Marathon,Gold,0,2012
Jeremy Wariner,M,United States,USA,2008,Beijing,Athletics,Athletics Men's 400 metres,Silver,0,2012
Jeremy Wariner,M,United States,USA,2008,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,0,2012
Damian Warner,M,Canada,CAN,2016,Rio de Janeiro,Athletics,Athletics Men's Decathlon,Bronze,0,2012
Mitchell Watt,M,Australia,AUS,2012,London,Athletics,Athletics Men's Long Jump,Silver,0,2012
Warren Weir,M,Jamaica,JAM,2012,London,Athletics,Athletics Men's 200 metres,Bronze,0,2012
Kellie Wells,F,United States,USA,2012,London,Athletics,Athletics Women's 100 metres Hurdles,Bronze,0,2012
Rosemarie Whyte,F,Jamaica,JAM,2008,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,0,2012
Rosemarie Whyte,F,Jamaica,JAM,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,0,2012
Bobby-Gaye (-gooden),F,Jamaica,JAM,2008,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,0,2012
Andrae Williams,M,Bahamas,BAH,2008,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,0,2012
Christania Williams,F,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,0,2012
Lauryn Williams,F,United States,USA,2012,London,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,0,2012
Shericka Williams,F,Jamaica,JAM,2008,Beijing,Athletics,Athletics Women's 400 metres,Silver,0,2012
Shericka Williams,F,Jamaica,JAM,2008,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,0,2012
Shericka Williams,F,Jamaica,JAM,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,0,2012
Novlene Williams-mills,F,Jamaica,JAM,2008,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,0,2012
Novlene Williams-mills,F,Jamaica,JAM,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,0,2012
Novlene Williams-mills,F,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,0,2012
Nicholas Willis,M,New Zealand,NZL,2008,Beijing,Athletics,"Athletics Men's 1,500 metres",Silver,0,2012
Nicholas Willis,M,New Zealand,NZL,2016,Rio de Janeiro,Athletics,"Athletics Men's 1,500 metres",Bronze,0,2012
Mary (danner-),F,United States,USA,2008,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,0,2012
Reginald Witherspoon,M,United States,USA,2008,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,0,2012
Anita Wodarczyk,F,Poland,POL,2012,London,Athletics,Athletics Women's Hammer Throw,Silver,0,2012
Anita Wodarczyk,F,Poland,POL,2016,Rio de Janeiro,Athletics,Athletics Women's Hammer Throw,Gold,0,2012
Ryota Yamagata,M,Japan,JPN,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,0,2012
Alfred Yego,M,Kenya,KEN,2008,Beijing,Athletics,Athletics Men's 800 metres,Bronze,0,2012
Julius Yego,M,Kenya,KEN,2016,Rio de Janeiro,Athletics,Athletics Men's Javelin Throw,Silver,0,2012
Denys Yurchenko,M,Ukraine,UKR,2008,Beijing,Athletics,Athletics Men's Pole Vault,Bronze,0,2012
Yuliya -zarudneva-),F,Russia,RUS,2012,London,Athletics,"Athletics Women's 3,000 metres Steeplechase",Gold,0,2012
